year,date,away,awayPoints,home,homePoints,ot
2002,"Sun, Apr 28, 2002",LAL,92,POR,91,
2002,"Mon, Apr 29, 2002",DET,83,TOR,89,
2002,"Mon, Apr 29, 2002",SAC,91,UTA,86,
2002,"Tue, Apr 30, 2002",NJN,74,IND,97,
2002,"Tue, Apr 30, 2002",CHH,102,ORL,85,
2002,"Wed, May 1, 2002",BOS,81,PHI,83,
2002,"Wed, May 1, 2002",SAS,79,SEA,91,
2002,"Thu, May 2, 2002",TOR,82,DET,85,
2002,"Thu, May 2, 2002",IND,109,NJN,120,2OT
2002,"Fri, May 3, 2002",PHI,87,BOS,120,
2002,"Fri, May 3, 2002",SEA,78,SAS,101,
2002,"Sat, May 4, 2002",DAL,91,SAC,108,
2002,"Sun, May 5, 2002",BOS,84,DET,96,
2002,"Sun, May 5, 2002",SAS,80,LAL,86,
2002,"Sun, May 5, 2002",CHH,93,NJN,99,
2002,"Mon, May 6, 2002",DAL,110,SAC,102,
2002,"Tue, May 7, 2002",SAS,88,LAL,85,
2002,"Tue, May 7, 2002",CHH,88,NJN,102,
2002,"Wed, May 8, 2002",BOS,85,DET,77,
2002,"Thu, May 9, 2002",NJN,97,CHH,115,
2002,"Thu, May 9, 2002",SAC,125,DAL,119,
2002,"Fri, May 10, 2002",DET,64,BOS,66,
2002,"Fri, May 10, 2002",LAL,99,SAS,89,
2002,"Sat, May 11, 2002",SAC,115,DAL,113,OT
2002,"Sun, May 12, 2002",DET,79,BOS,90,
2002,"Sun, May 12, 2002",NJN,89,CHH,79,
2002,"Sun, May 12, 2002",LAL,87,SAS,85,
2002,"Mon, May 13, 2002",DAL,101,SAC,114,
2002,"Tue, May 14, 2002",BOS,90,DET,81,
2002,"Tue, May 14, 2002",SAS,87,LAL,93,
2002,"Wed, May 15, 2002",CHH,95,NJN,103,
2002,"Sat, May 18, 2002",LAL,106,SAC,99,
2002,"Sun, May 19, 2002",BOS,97,NJN,104,
2002,"Mon, May 20, 2002",LAL,90,SAC,96,
2002,"Tue, May 21, 2002",BOS,93,NJN,86,
2002,"Fri, May 24, 2002",SAC,103,LAL,90,
2002,"Sat, May 25, 2002",NJN,90,BOS,94,
2002,"Sun, May 26, 2002",SAC,99,LAL,100,
2002,"Mon, May 27, 2002",NJN,94,BOS,92,
2002,"Tue, May 28, 2002",LAL,91,SAC,92,
2002,"Wed, May 29, 2002",BOS,92,NJN,103,
2002,"Fri, May 31, 2002",NJN,96,BOS,88,
2002,"Fri, May 31, 2002",SAC,102,LAL,106,
2002,"Sun, Jun 2, 2002",LAL,112,SAC,106,OT
2002,"Wed, Jun 5, 2002",NJN,94,LAL,99,
2002,"Fri, Jun 7, 2002",NJN,83,LAL,106,
2002,"Sun, Jun 9, 2002",LAL,106,NJN,103,
2002,"Wed, Jun 12, 2002",LAL,113,NJN,107,
2003,"Sat, Apr 19, 2003",POR,86,DAL,96,
2003,"Sat, Apr 19, 2003",BOS,103,IND,100,
2003,"Sat, Apr 19, 2003",MIL,96,NJN,109,
2003,"Sat, Apr 19, 2003",UTA,90,SAC,96,
2003,"Sat, Apr 19, 2003",PHO,96,SAS,95,OT
2003,"Sun, Apr 20, 2003",ORL,99,DET,94,
2003,"Sun, Apr 20, 2003",LAL,117,MIN,98,
2003,"Sun, Apr 20, 2003",NOH,90,PHI,98,
2003,"Mon, Apr 21, 2003",BOS,77,IND,89,
2003,"Mon, Apr 21, 2003",UTA,95,SAC,108,
2003,"Mon, Apr 21, 2003",PHO,76,SAS,84,
2003,"Tue, Apr 22, 2003",LAL,91,MIN,119,
2003,"Tue, Apr 22, 2003",MIL,88,NJN,85,
2003,"Wed, Apr 23, 2003",POR,99,DAL,103,
2003,"Wed, Apr 23, 2003",ORL,77,DET,89,
2003,"Wed, Apr 23, 2003",NOH,85,PHI,90,
2003,"Thu, Apr 24, 2003",IND,83,BOS,101,
2003,"Thu, Apr 24, 2003",MIN,114,LAL,110,OT
2003,"Thu, Apr 24, 2003",NJN,103,MIL,101,
2003,"Fri, Apr 25, 2003",DET,80,ORL,89,
2003,"Fri, Apr 25, 2003",SAS,99,PHO,86,
2003,"Fri, Apr 25, 2003",DAL,115,POR,103,
2003,"Sat, Apr 26, 2003",NJN,114,MIL,119,OT
2003,"Sat, Apr 26, 2003",PHI,85,NOH,99,
2003,"Sat, Apr 26, 2003",SAC,104,UTA,107,
2003,"Sun, Apr 27, 2003",IND,92,BOS,102,
2003,"Sun, Apr 27, 2003",MIN,97,LAL,102,
2003,"Sun, Apr 27, 2003",DET,92,ORL,100,
2003,"Sun, Apr 27, 2003",SAS,84,PHO,86,
2003,"Sun, Apr 27, 2003",DAL,79,POR,98,
2003,"Mon, Apr 28, 2003",PHI,96,NOH,87,
2003,"Mon, Apr 28, 2003",SAC,99,UTA,82,
2003,"Tue, Apr 29, 2003",BOS,88,IND,93,OT
2003,"Tue, Apr 29, 2003",LAL,120,MIN,90,
2003,"Tue, Apr 29, 2003",MIL,82,NJN,89,
2003,"Tue, Apr 29, 2003",PHO,82,SAS,94,
2003,"Wed, Apr 30, 2003",POR,103,DAL,99,
2003,"Wed, Apr 30, 2003",ORL,67,DET,98,
2003,"Wed, Apr 30, 2003",NOH,93,PHI,91,
2003,"Wed, Apr 30, 2003",UTA,91,SAC,111,
2003,"Thu, May 1, 2003",IND,90,BOS,110,
2003,"Thu, May 1, 2003",MIN,85,LAL,101,
2003,"Thu, May 1, 2003",NJN,113,MIL,101,
2003,"Thu, May 1, 2003",SAS,87,PHO,85,
2003,"Fri, May 2, 2003",PHI,107,NOH,103,
2003,"Fri, May 2, 2003",DET,103,ORL,88,
2003,"Fri, May 2, 2003",DAL,103,POR,125,
2003,"Sun, May 4, 2003",POR,95,DAL,107,
2003,"Sun, May 4, 2003",ORL,93,DET,108,
2003,"Mon, May 5, 2003",BOS,93,NJN,97,
2003,"Mon, May 5, 2003",LAL,82,SAS,87,
2003,"Tue, May 6, 2003",SAC,124,DAL,113,
2003,"Tue, May 6, 2003",PHI,87,DET,98,
2003,"Wed, May 7, 2003",BOS,95,NJN,104,
2003,"Wed, May 7, 2003",LAL,95,SAS,114,
2003,"Thu, May 8, 2003",SAC,110,DAL,132,
2003,"Thu, May 8, 2003",PHI,97,DET,104,OT
2003,"Fri, May 9, 2003",NJN,94,BOS,76,
2003,"Fri, May 9, 2003",SAS,95,LAL,110,
2003,"Sat, May 10, 2003",DET,83,PHI,93,
2003,"Sat, May 10, 2003",DAL,141,SAC,137,2OT
2003,"Sun, May 11, 2003",SAS,95,LAL,99,
2003,"Sun, May 11, 2003",DET,82,PHI,95,
2003,"Sun, May 11, 2003",DAL,83,SAC,99,
2003,"Mon, May 12, 2003",NJN,110,BOS,101,2OT
2003,"Tue, May 13, 2003",SAC,93,DAL,112,
2003,"Tue, May 13, 2003",LAL,94,SAS,96,
2003,"Wed, May 14, 2003",PHI,77,DET,78,
2003,"Thu, May 15, 2003",SAS,110,LAL,82,
2003,"Thu, May 15, 2003",DAL,109,SAC,115,
2003,"Fri, May 16, 2003",DET,93,PHI,89,OT
2003,"Sat, May 17, 2003",SAC,99,DAL,112,
2003,"Sun, May 18, 2003",NJN,76,DET,74,
2003,"Mon, May 19, 2003",DAL,113,SAS,110,
2003,"Tue, May 20, 2003",NJN,88,DET,86,
2003,"Wed, May 21, 2003",DAL,106,SAS,119,
2003,"Thu, May 22, 2003",DET,85,NJN,97,
2003,"Fri, May 23, 2003",SAS,96,DAL,83,
2003,"Sat, May 24, 2003",DET,82,NJN,102,
2003,"Sun, May 25, 2003",SAS,102,DAL,95,
2003,"Tue, May 27, 2003",DAL,103,SAS,91,
2003,"Thu, May 29, 2003",SAS,90,DAL,78,
2003,"Wed, Jun 4, 2003",NJN,89,SAS,101,
2003,"Fri, Jun 6, 2003",NJN,87,SAS,85,
2003,"Sun, Jun 8, 2003",SAS,84,NJN,79,
2003,"Wed, Jun 11, 2003",SAS,76,NJN,77,
2003,"Fri, Jun 13, 2003",SAS,93,NJN,83,
2003,"Sun, Jun 15, 2003",NJN,77,SAS,88,
2005,"Sat, Apr 23, 2005",IND,82,BOS,102,
2005,"Sat, Apr 23, 2005",HOU,98,DAL,86,
2005,"Sat, Apr 23, 2005",PHI,85,DET,106,
2005,"Sat, Apr 23, 2005",SAC,82,SEA,87,
2005,"Sun, Apr 24, 2005",WAS,94,CHI,103,
2005,"Sun, Apr 24, 2005",NJN,98,MIA,116,
2005,"Sun, Apr 24, 2005",MEM,103,PHO,114,
2005,"Sun, Apr 24, 2005",DEN,93,SAS,87,
2005,"Mon, Apr 25, 2005",IND,82,BOS,79,
2005,"Mon, Apr 25, 2005",HOU,113,DAL,111,
2005,"Tue, Apr 26, 2005",PHI,84,DET,99,
2005,"Tue, Apr 26, 2005",NJN,87,MIA,104,
2005,"Tue, Apr 26, 2005",SAC,93,SEA,105,
2005,"Wed, Apr 27, 2005",WAS,103,CHI,113,
2005,"Wed, Apr 27, 2005",MEM,103,PHO,108,
2005,"Wed, Apr 27, 2005",DEN,76,SAS,104,
2005,"Thu, Apr 28, 2005",DAL,106,HOU,102,
2005,"Thu, Apr 28, 2005",BOS,76,IND,99,
2005,"Thu, Apr 28, 2005",MIA,108,NJN,105,2OT
2005,"Fri, Apr 29, 2005",PHO,110,MEM,90,
2005,"Fri, Apr 29, 2005",DET,104,PHI,115,
2005,"Fri, Apr 29, 2005",SEA,104,SAC,116,
2005,"Sat, Apr 30, 2005",SAS,86,DEN,78,
2005,"Sat, Apr 30, 2005",DAL,97,HOU,93,
2005,"Sat, Apr 30, 2005",BOS,110,IND,79,
2005,"Sat, Apr 30, 2005",CHI,99,WAS,117,
2005,"Sun, May 1, 2005",PHO,123,MEM,115,
2005,"Sun, May 1, 2005",MIA,110,NJN,97,
2005,"Sun, May 1, 2005",DET,97,PHI,92,OT
2005,"Sun, May 1, 2005",SEA,115,SAC,102,
2005,"Mon, May 2, 2005",HOU,100,DAL,103,
2005,"Mon, May 2, 2005",SAS,126,DEN,115,OT
2005,"Mon, May 2, 2005",CHI,99,WAS,106,
2005,"Tue, May 3, 2005",IND,90,BOS,85,
2005,"Tue, May 3, 2005",PHI,78,DET,88,
2005,"Tue, May 3, 2005",SAC,118,SEA,122,
2005,"Wed, May 4, 2005",WAS,112,CHI,110,
2005,"Wed, May 4, 2005",DEN,89,SAS,99,
2005,"Thu, May 5, 2005",DAL,83,HOU,101,
2005,"Thu, May 5, 2005",BOS,92,IND,89,OT
2005,"Fri, May 6, 2005",CHI,91,WAS,94,
2005,"Sat, May 7, 2005",IND,97,BOS,70,
2005,"Sat, May 7, 2005",HOU,76,DAL,116,
2005,"Sun, May 8, 2005",WAS,86,MIA,105,
2005,"Sun, May 8, 2005",SEA,81,SAS,103,
2005,"Mon, May 9, 2005",IND,81,DET,96,
2005,"Mon, May 9, 2005",DAL,102,PHO,127,
2005,"Tue, May 10, 2005",WAS,102,MIA,108,
2005,"Tue, May 10, 2005",SEA,91,SAS,108,
2005,"Wed, May 11, 2005",IND,92,DET,83,
2005,"Wed, May 11, 2005",DAL,108,PHO,106,
2005,"Thu, May 12, 2005",SAS,91,SEA,92,
2005,"Thu, May 12, 2005",MIA,102,WAS,95,
2005,"Fri, May 13, 2005",PHO,119,DAL,102,
2005,"Fri, May 13, 2005",DET,74,IND,79,
2005,"Sat, May 14, 2005",MIA,99,WAS,95,
2005,"Sun, May 15, 2005",PHO,109,DAL,119,
2005,"Sun, May 15, 2005",DET,89,IND,76,
2005,"Sun, May 15, 2005",SAS,89,SEA,101,
2005,"Tue, May 17, 2005",IND,67,DET,86,
2005,"Tue, May 17, 2005",SEA,90,SAS,103,
2005,"Wed, May 18, 2005",DAL,108,PHO,114,
2005,"Thu, May 19, 2005",DET,88,IND,79,
2005,"Thu, May 19, 2005",SAS,98,SEA,96,
2005,"Fri, May 20, 2005",PHO,130,DAL,126,OT
2005,"Sun, May 22, 2005",SAS,121,PHO,114,
2005,"Mon, May 23, 2005",DET,90,MIA,81,
2005,"Tue, May 24, 2005",SAS,111,PHO,108,
2005,"Wed, May 25, 2005",DET,86,MIA,92,
2005,"Sat, May 28, 2005",PHO,92,SAS,102,
2005,"Sun, May 29, 2005",MIA,113,DET,104,
2005,"Mon, May 30, 2005",PHO,111,SAS,106,
2005,"Tue, May 31, 2005",MIA,96,DET,106,
2005,"Wed, Jun 1, 2005",SAS,101,PHO,95,
2005,"Thu, Jun 2, 2005",DET,76,MIA,88,
2005,"Sat, Jun 4, 2005",MIA,66,DET,91,
2005,"Mon, Jun 6, 2005",DET,88,MIA,82,
2005,"Thu, Jun 9, 2005",DET,69,SAS,84,
2005,"Sun, Jun 12, 2005",DET,76,SAS,97,
2005,"Tue, Jun 14, 2005",SAS,79,DET,96,
2005,"Thu, Jun 16, 2005",SAS,71,DET,102,
2005,"Sun, Jun 19, 2005",SAS,96,DET,95,OT
2005,"Tue, Jun 21, 2005",DET,95,SAS,86,
2005,"Thu, Jun 23, 2005",DET,74,SAS,81,
2007,"Sat, Apr 21, 2007",MIA,91,CHI,96,
2007,"Sat, Apr 21, 2007",ORL,92,DET,100,
2007,"Sat, Apr 21, 2007",UTA,75,HOU,84,
2007,"Sat, Apr 21, 2007",NJN,96,TOR,91,
2007,"Sun, Apr 22, 2007",WAS,82,CLE,97,
2007,"Sun, Apr 22, 2007",GSW,97,DAL,85,
2007,"Sun, Apr 22, 2007",LAL,87,PHO,95,
2007,"Sun, Apr 22, 2007",DEN,95,SAS,89,
2007,"Mon, Apr 23, 2007",ORL,90,DET,98,
2007,"Mon, Apr 23, 2007",UTA,90,HOU,98,
2007,"Tue, Apr 24, 2007",MIA,89,CHI,107,
2007,"Tue, Apr 24, 2007",LAL,98,PHO,126,
2007,"Tue, Apr 24, 2007",NJN,83,TOR,89,
2007,"Wed, Apr 25, 2007",WAS,102,CLE,109,
2007,"Wed, Apr 25, 2007",GSW,99,DAL,112,
2007,"Wed, Apr 25, 2007",DEN,88,SAS,97,
2007,"Thu, Apr 26, 2007",PHO,89,LAL,95,
2007,"Thu, Apr 26, 2007",DET,93,ORL,77,
2007,"Thu, Apr 26, 2007",HOU,67,UTA,81,
2007,"Fri, Apr 27, 2007",DAL,91,GSW,109,
2007,"Fri, Apr 27, 2007",CHI,104,MIA,96,
2007,"Fri, Apr 27, 2007",TOR,89,NJN,102,
2007,"Sat, Apr 28, 2007",SAS,96,DEN,91,
2007,"Sat, Apr 28, 2007",DET,97,ORL,93,
2007,"Sat, Apr 28, 2007",HOU,85,UTA,98,
2007,"Sat, Apr 28, 2007",CLE,98,WAS,92,
2007,"Sun, Apr 29, 2007",DAL,99,GSW,103,
2007,"Sun, Apr 29, 2007",PHO,113,LAL,100,
2007,"Sun, Apr 29, 2007",CHI,92,MIA,79,
2007,"Sun, Apr 29, 2007",TOR,81,NJN,102,
2007,"Mon, Apr 30, 2007",SAS,96,DEN,89,
2007,"Mon, Apr 30, 2007",UTA,92,HOU,96,
2007,"Mon, Apr 30, 2007",CLE,97,WAS,90,
2007,"Tue, May 1, 2007",GSW,112,DAL,118,
2007,"Tue, May 1, 2007",NJN,96,TOR,98,
2007,"Wed, May 2, 2007",LAL,110,PHO,119,
2007,"Wed, May 2, 2007",DEN,78,SAS,93,
2007,"Thu, May 3, 2007",DAL,86,GSW,111,
2007,"Thu, May 3, 2007",HOU,82,UTA,94,
2007,"Fri, May 4, 2007",TOR,97,NJN,98,
2007,"Sat, May 5, 2007",CHI,69,DET,95,
2007,"Sat, May 5, 2007",UTA,103,HOU,99,
2007,"Sun, May 6, 2007",NJN,77,CLE,81,
2007,"Sun, May 6, 2007",SAS,111,PHO,106,
2007,"Mon, May 7, 2007",CHI,87,DET,108,
2007,"Mon, May 7, 2007",GSW,112,UTA,116,
2007,"Tue, May 8, 2007",NJN,92,CLE,102,
2007,"Tue, May 8, 2007",SAS,81,PHO,101,
2007,"Wed, May 9, 2007",GSW,117,UTA,127,OT
2007,"Thu, May 10, 2007",DET,81,CHI,74,
2007,"Fri, May 11, 2007",UTA,105,GSW,125,
2007,"Sat, May 12, 2007",CLE,85,NJN,96,
2007,"Sat, May 12, 2007",PHO,101,SAS,108,
2007,"Sun, May 13, 2007",DET,87,CHI,102,
2007,"Sun, May 13, 2007",UTA,115,GSW,101,
2007,"Mon, May 14, 2007",CLE,87,NJN,85,
2007,"Mon, May 14, 2007",PHO,104,SAS,98,
2007,"Tue, May 15, 2007",CHI,108,DET,92,
2007,"Tue, May 15, 2007",GSW,87,UTA,100,
2007,"Wed, May 16, 2007",NJN,83,CLE,72,
2007,"Wed, May 16, 2007",SAS,88,PHO,85,
2007,"Thu, May 17, 2007",DET,95,CHI,85,
2007,"Fri, May 18, 2007",CLE,88,NJN,72,
2007,"Fri, May 18, 2007",PHO,106,SAS,114,
2007,"Sun, May 20, 2007",UTA,100,SAS,108,
2007,"Mon, May 21, 2007",CLE,76,DET,79,
2007,"Tue, May 22, 2007",UTA,96,SAS,105,
2007,"Thu, May 24, 2007",CLE,76,DET,79,
2007,"Sat, May 26, 2007",SAS,83,UTA,109,
2007,"Sun, May 27, 2007",DET,82,CLE,88,
2007,"Mon, May 28, 2007",SAS,91,UTA,79,
2007,"Tue, May 29, 2007",DET,87,CLE,91,
2007,"Wed, May 30, 2007",UTA,84,SAS,109,
2007,"Thu, May 31, 2007",CLE,109,DET,107,2OT
2007,"Sat, Jun 2, 2007",DET,82,CLE,98,
2007,"Thu, Jun 7, 2007",CLE,76,SAS,85,
2007,"Sun, Jun 10, 2007",CLE,92,SAS,103,
2007,"Tue, Jun 12, 2007",SAS,75,CLE,72,
2007,"Thu, Jun 14, 2007",SAS,83,CLE,82,
2006,"Sat, Apr 22, 2006",WAS,86,CLE,97,
2006,"Sat, Apr 22, 2006",DEN,87,LAC,89,
2006,"Sat, Apr 22, 2006",CHI,106,MIA,111,
2006,"Sat, Apr 22, 2006",SAC,88,SAS,122,
2006,"Sun, Apr 23, 2006",MEM,93,DAL,103,
2006,"Sun, Apr 23, 2006",MIL,74,DET,92,
2006,"Sun, Apr 23, 2006",IND,90,NJN,88,
2006,"Sun, Apr 23, 2006",LAL,102,PHO,107,
2006,"Mon, Apr 24, 2006",DEN,87,LAC,98,
2006,"Mon, Apr 24, 2006",CHI,108,MIA,115,
2006,"Tue, Apr 25, 2006",WAS,89,CLE,84,
2006,"Tue, Apr 25, 2006",IND,75,NJN,90,
2006,"Tue, Apr 25, 2006",SAC,119,SAS,128,OT
2006,"Wed, Apr 26, 2006",MEM,79,DAL,94,
2006,"Wed, Apr 26, 2006",MIL,98,DET,109,
2006,"Wed, Apr 26, 2006",LAL,99,PHO,93,
2006,"Thu, Apr 27, 2006",MIA,90,CHI,109,
2006,"Thu, Apr 27, 2006",LAC,87,DEN,94,
2006,"Thu, Apr 27, 2006",NJN,95,IND,107,
2006,"Fri, Apr 28, 2006",PHO,92,LAL,99,
2006,"Fri, Apr 28, 2006",SAS,93,SAC,94,
2006,"Fri, Apr 28, 2006",CLE,97,WAS,96,
2006,"Sat, Apr 29, 2006",LAC,100,DEN,86,
2006,"Sat, Apr 29, 2006",NJN,97,IND,88,
2006,"Sat, Apr 29, 2006",DAL,94,MEM,89,OT
2006,"Sat, Apr 29, 2006",DET,104,MIL,124,
2006,"Sun, Apr 30, 2006",MIA,87,CHI,93,
2006,"Sun, Apr 30, 2006",PHO,98,LAL,99,OT
2006,"Sun, Apr 30, 2006",SAS,84,SAC,102,
2006,"Sun, Apr 30, 2006",CLE,96,WAS,106,
2006,"Mon, May 1, 2006",DEN,83,LAC,101,
2006,"Mon, May 1, 2006",DAL,102,MEM,76,
2006,"Mon, May 1, 2006",DET,109,MIL,99,
2006,"Tue, May 2, 2006",CHI,78,MIA,92,
2006,"Tue, May 2, 2006",IND,86,NJN,92,
2006,"Tue, May 2, 2006",LAL,97,PHO,114,
2006,"Tue, May 2, 2006",SAC,98,SAS,109,
2006,"Wed, May 3, 2006",WAS,120,CLE,121,OT
2006,"Wed, May 3, 2006",MIL,93,DET,122,
2006,"Thu, May 4, 2006",MIA,113,CHI,96,
2006,"Thu, May 4, 2006",NJN,96,IND,90,
2006,"Thu, May 4, 2006",PHO,126,LAL,118,OT
2006,"Fri, May 5, 2006",SAS,105,SAC,83,
2006,"Fri, May 5, 2006",CLE,114,WAS,113,OT
2006,"Sat, May 6, 2006",LAL,90,PHO,121,
2006,"Sun, May 7, 2006",CLE,86,DET,113,
2006,"Sun, May 7, 2006",DAL,85,SAS,87,
2006,"Mon, May 8, 2006",NJN,100,MIA,88,
2006,"Mon, May 8, 2006",LAC,123,PHO,130,
2006,"Tue, May 9, 2006",CLE,91,DET,97,
2006,"Tue, May 9, 2006",DAL,113,SAS,91,
2006,"Wed, May 10, 2006",NJN,89,MIA,111,
2006,"Wed, May 10, 2006",LAC,122,PHO,97,
2006,"Fri, May 12, 2006",PHO,94,LAC,91,
2006,"Fri, May 12, 2006",MIA,103,NJN,92,
2006,"Sat, May 13, 2006",DET,77,CLE,86,
2006,"Sat, May 13, 2006",SAS,103,DAL,104,
2006,"Sun, May 14, 2006",PHO,107,LAC,114,
2006,"Sun, May 14, 2006",MIA,102,NJN,92,
2006,"Mon, May 15, 2006",DET,72,CLE,74,
2006,"Mon, May 15, 2006",SAS,118,DAL,123,OT
2006,"Tue, May 16, 2006",NJN,105,MIA,106,
2006,"Tue, May 16, 2006",LAC,118,PHO,125,2OT
2006,"Wed, May 17, 2006",CLE,86,DET,84,
2006,"Wed, May 17, 2006",DAL,97,SAS,98,
2006,"Thu, May 18, 2006",PHO,106,LAC,118,
2006,"Fri, May 19, 2006",DET,84,CLE,82,
2006,"Fri, May 19, 2006",SAS,91,DAL,86,
2006,"Sun, May 21, 2006",CLE,61,DET,79,
2006,"Mon, May 22, 2006",LAC,107,PHO,127,
2006,"Mon, May 22, 2006",DAL,119,SAS,111,OT
2006,"Tue, May 23, 2006",MIA,91,DET,86,
2006,"Wed, May 24, 2006",PHO,121,DAL,118,
2006,"Thu, May 25, 2006",MIA,88,DET,92,
2006,"Fri, May 26, 2006",PHO,98,DAL,105,
2006,"Sat, May 27, 2006",DET,83,MIA,98,
2006,"Sun, May 28, 2006",DAL,95,PHO,88,
2006,"Mon, May 29, 2006",DET,78,MIA,89,
2006,"Tue, May 30, 2006",DAL,86,PHO,106,
2006,"Wed, May 31, 2006",MIA,78,DET,91,
2006,"Thu, Jun 1, 2006",PHO,101,DAL,117,
2006,"Fri, Jun 2, 2006",DET,78,MIA,95,
2006,"Sat, Jun 3, 2006",DAL,102,PHO,93,
2006,"Thu, Jun 8, 2006",MIA,80,DAL,90,
2006,"Sun, Jun 11, 2006",MIA,85,DAL,99,
2006,"Tue, Jun 13, 2006",DAL,96,MIA,98,
2006,"Thu, Jun 15, 2006",DAL,74,MIA,98,
2006,"Sun, Jun 18, 2006",DAL,100,MIA,101,OT
2006,"Tue, Jun 20, 2006",MIA,95,DAL,92,
2009,"Sat, Apr 18, 2009",CHI,105,BOS,103,OT
2009,"Sat, Apr 18, 2009",DET,84,CLE,102,
2009,"Sat, Apr 18, 2009",HOU,108,POR,81,
2009,"Sat, Apr 18, 2009",DAL,105,SAS,97,
2009,"Sun, Apr 19, 2009",MIA,64,ATL,90,
2009,"Sun, Apr 19, 2009",NOH,84,DEN,113,
2009,"Sun, Apr 19, 2009",UTA,100,LAL,113,
2009,"Sun, Apr 19, 2009",PHI,100,ORL,98,
2009,"Mon, Apr 20, 2009",CHI,115,BOS,118,
2009,"Mon, Apr 20, 2009",DAL,84,SAS,105,
2009,"Tue, Apr 21, 2009",DET,82,CLE,94,
2009,"Tue, Apr 21, 2009",UTA,109,LAL,119,
2009,"Tue, Apr 21, 2009",HOU,103,POR,107,
2009,"Wed, Apr 22, 2009",MIA,108,ATL,93,
2009,"Wed, Apr 22, 2009",NOH,93,DEN,108,
2009,"Wed, Apr 22, 2009",PHI,87,ORL,96,
2009,"Thu, Apr 23, 2009",BOS,107,CHI,86,
2009,"Thu, Apr 23, 2009",SAS,67,DAL,88,
2009,"Thu, Apr 23, 2009",LAL,86,UTA,88,
2009,"Fri, Apr 24, 2009",CLE,79,DET,68,
2009,"Fri, Apr 24, 2009",POR,83,HOU,86,
2009,"Fri, Apr 24, 2009",ORL,94,PHI,96,
2009,"Sat, Apr 25, 2009",SAS,90,DAL,99,
2009,"Sat, Apr 25, 2009",ATL,78,MIA,107,
2009,"Sat, Apr 25, 2009",DEN,93,NOH,95,
2009,"Sat, Apr 25, 2009",LAL,108,UTA,94,
2009,"Sun, Apr 26, 2009",BOS,118,CHI,121,2OT
2009,"Sun, Apr 26, 2009",CLE,99,DET,78,
2009,"Sun, Apr 26, 2009",POR,88,HOU,89,
2009,"Sun, Apr 26, 2009",ORL,84,PHI,81,
2009,"Mon, Apr 27, 2009",UTA,96,LAL,107,
2009,"Mon, Apr 27, 2009",ATL,81,MIA,71,
2009,"Mon, Apr 27, 2009",DEN,121,NOH,63,
2009,"Tue, Apr 28, 2009",CHI,104,BOS,106,OT
2009,"Tue, Apr 28, 2009",PHI,78,ORL,91,
2009,"Tue, Apr 28, 2009",HOU,77,POR,88,
2009,"Tue, Apr 28, 2009",DAL,106,SAS,93,
2009,"Wed, Apr 29, 2009",MIA,91,ATL,106,
2009,"Wed, Apr 29, 2009",NOH,86,DEN,107,
2009,"Thu, Apr 30, 2009",BOS,127,CHI,128,3OT
2009,"Thu, Apr 30, 2009",POR,76,HOU,92,
2009,"Thu, Apr 30, 2009",ORL,114,PHI,89,
2009,"Fri, May 1, 2009",ATL,72,MIA,98,
2009,"Sat, May 2, 2009",CHI,99,BOS,109,
2009,"Sun, May 3, 2009",MIA,78,ATL,91,
2009,"Sun, May 3, 2009",DAL,95,DEN,109,
2009,"Mon, May 4, 2009",ORL,95,BOS,90,
2009,"Mon, May 4, 2009",HOU,100,LAL,92,
2009,"Tue, May 5, 2009",ATL,72,CLE,99,
2009,"Tue, May 5, 2009",DAL,105,DEN,117,
2009,"Wed, May 6, 2009",ORL,94,BOS,112,
2009,"Wed, May 6, 2009",HOU,98,LAL,111,
2009,"Thu, May 7, 2009",ATL,85,CLE,105,
2009,"Fri, May 8, 2009",LAL,108,HOU,94,
2009,"Fri, May 8, 2009",BOS,96,ORL,117,
2009,"Sat, May 9, 2009",CLE,97,ATL,82,
2009,"Sat, May 9, 2009",DEN,106,DAL,105,
2009,"Sun, May 10, 2009",LAL,87,HOU,99,
2009,"Sun, May 10, 2009",BOS,95,ORL,94,
2009,"Mon, May 11, 2009",CLE,84,ATL,74,
2009,"Mon, May 11, 2009",DEN,117,DAL,119,
2009,"Tue, May 12, 2009",ORL,88,BOS,92,
2009,"Tue, May 12, 2009",HOU,78,LAL,118,
2009,"Wed, May 13, 2009",DAL,110,DEN,124,
2009,"Thu, May 14, 2009",LAL,80,HOU,95,
2009,"Thu, May 14, 2009",BOS,75,ORL,83,
2009,"Sun, May 17, 2009",ORL,101,BOS,82,
2009,"Sun, May 17, 2009",HOU,70,LAL,89,
2009,"Tue, May 19, 2009",DEN,103,LAL,105,
2009,"Wed, May 20, 2009",ORL,107,CLE,106,
2009,"Thu, May 21, 2009",DEN,106,LAL,103,
2009,"Fri, May 22, 2009",ORL,95,CLE,96,
2009,"Sat, May 23, 2009",LAL,103,DEN,97,
2009,"Sun, May 24, 2009",CLE,89,ORL,99,
2009,"Mon, May 25, 2009",LAL,101,DEN,120,
2009,"Tue, May 26, 2009",CLE,114,ORL,116,OT
2009,"Wed, May 27, 2009",DEN,94,LAL,103,
2009,"Thu, May 28, 2009",ORL,102,CLE,112,
2009,"Fri, May 29, 2009",LAL,119,DEN,92,
2009,"Sat, May 30, 2009",CLE,90,ORL,103,
2009,"Thu, Jun 4, 2009",ORL,75,LAL,100,
