id,season,age,g,av
ScotTo00,1953,23,12,
ScotTo01,1991,23,16,1
ScotTo20,1993,23,13,5
ScotTo21,2000,24,16,2
ScotTr99,2008,24,16,2
ScotVi20,1984,22,16,2
ScotVi21,1947,22,14,
ScotWa20,1996,23,1,0
ScotWi00,1981,22,16,1
ScotWi20,1961,22,4,3
ScotYu20,1999,23,10,0
ScraBo00,1960,24,7,0
ScraKi20,1990,23,2,0
ScriBu20,1983,23,16,2
ScriRo00,1973,22,10,2
ScroTr20,1992,23,16,4
ScruEd20,1966,25,4,2
ScruGr00,2012,22,11,1
ScruTe20,1947,24,12,
ScudJo00,1954,24,12,
SculJo20,1981,23,16,1
SculMi20,1988,23,1,0
ScurMi20,1995,23,14,2
SczuSt20,1963,26,9,3
SeabCh20,1941,23,7,
SeabTo20,1984,23,16,1
SeabTo21,1979,22,16,2
SealEu20,1987,23,9,3
SealGe20,1964,22,12,3
SealLe20,1987,23,13,2
SealPa00,1974,22,14,4
SealRa20,1987,27,2,1
SealRa21,1989,24,2,0
SealSa20,1984,22,12,1
SeamSa00,2014,23,2,0
SearAr20,2007,23,16,8
SearBi20,1985,27,1,0
SearCo20,1998,25,4,0
SearDa00,2011,23,16,2
SearDi20,1924,25,1,
SearJi20,1954,23,1,
SearLe00,1992,23,15,1
SearVi20,1941,23,11,
SeasGe20,1922,22,4,
SeauJu00,1990,21,16,7
SeawJo20,2006,24,9,1
SeayMa00,1993,26,1,0
SeayVi00,1981,23,16,4
SebaMi20,1935,25,7,
SebeNi20,1950,23,2,
SeboHe20,1930,23,13,
SeboSa20,1930,,2,
SechWa20,1920,24,1,
SecoJo20,1922,25,2,
SecuSc00,1989,25,15,1
SedbLe20,1928,23,9,
sedertim01,2000,26,15,2
SedlRo20,1960,23,14,3
SedoCh20,1996,23,9,1
SeedFr20,1926,25,1,
SeedJo20,1965,22,1,0
SeemGe20,1940,24,1,
SefeAu00,2014,22,9,2
SegaMa20,1925,,5,
SegrRo20,1926,27,1,
SehoJa20,1994,23,8,1
SeibCh20,1934,23,1,
SeibEd20,1923,27,2,
SeibEd21,1927,23,3,
SeicRe20,1942,31,6,
SeidMi00,2003,22,12,0
SeidRe20,1925,24,10,
SeifMi20,1974,23,12,5
SeigDe20,1996,24,12,1
SeigRi20,2004,24,7,0
SeilPa20,1967,22,2,1
SeipLa20,1967,22,14,3
SeisMo00,2014,24,13,0
SeitWa20,1986,24,16,0
SelaGe20,1959,24,12,
SelbRo20,1991,24,13,1
SeleRo20,1987,22,2,0
SelfAn20,1972,23,13,2
SelfCl20,1949,24,12,
SeliFr20,1920,29,4,
SellGo20,1966,24,14,5
SellLa20,1987,24,3,1
SellMi00,1998,23,14,0
SellRo00,*,22,12,10
SelmDe20,1976,23,12,2
SelmLe00,1976,22,8,2
SeltHa20,1942,23,6,
SelvGe99,2010,23,16,2
SemeBe20,1944,25,8,
SempTo20,1995,25,16,1
SendAn00,2010,23,2,0
SendLy20,2007,23,14,2
SendRo20,1981,23,16,1
SennBi20,1926,21,15,
SennJo00,2008,24,15,1
SenoFr20,1943,22,10,
SensCo00,2012,24,16,2
SensDe20,1948,23,11,
SensGe20,2005,22,16,2
SensJo00,1980,24,16,4
SensMi20,1971,22,7,2
septiraf01,1977,24,14,3
SepuDa20,2007,23,16,2
SergGe20,1943,25,10,
SeriWa20,1948,26,12,
SerwKa20,1999,23,16,0
SerwWa20,1999,23,9,0
SessCl99,2007,23,13,2
SessTr00,2012,25,,0
SestTo00,*,26,14,10
SetcJo20,1943,25,10,
SetrJo20,1923,23,1,
SettJo00,1987,22,9,1
SettMa20,2006,22,7,3
SettTa20,1998,22,7,0
SettTo20,1987,23,3,0
SetzBo20,2001,25,14,1
SeubRi20,2001,22,2,0
SeumIs00,2016,23,9,2
SeurFr00,1986,24,1,0
SeveJe20,1972,23,12,3
SevyJe20,1975,25,14,4
SewaAd20,2005,23,4,0
SeweHa00,1953,22,12,
SeweSt00,1985,22,16,4
SextBr20,1977,24,11,2
SextLi20,1948,22,11,
SeybFr20,1926,22,1,
SeyfSi20,1923,25,8,
SeymBo20,1940,24,9,
SeymJi00,1970,24,7,2
SeymKe00,2016,23,15,2
SeymPa00,1973,23,14,2
SeymRi00,2001,22,13,6
SeymRy00,2014,24,11,2
ShabAl00,2016,24,7,0
ShabSi20,2003,22,11,1
ShacDo20,1964,21,8,2
ShadSa20,1995,22,16,2
ShafCr20,1982,23,5,1
ShafGe20,1933,23,5,
ShafKe20,2002,22,6,1
ShafLe20,1935,23,12,
ShakSt20,1987,24,1,0
ShanBo20,1965,22,4,3
ShanCa20,1962,24,12,7
ShanHe20,1920,24,5,
ShanJi20,1958,22,12,
ShanJo20,1988,23,13,1
ShanLa20,1999,24,2,0
ShanRa20,1989,23,16,2
ShanRo00,1970,22,14,7
ShanSc20,2003,24,5,0
ShanSi20,1995,24,15,1
Shanxx20,1927,,1,
ShapJa20,1929,22,1,
SharDa00,1997,22,14,2
SharDa01,2010,22,12,2
SharDa20,1987,25,9,0
SharEd20,1947,20,9,
SharEd21,1961,22,1,1
SharEv20,1944,26,5,
SharJa20,1997,23,16,6
SharLu00,1982,22,9,7
SharMo20,2003,23,5,0
SharNa20,1925,,10,
SharRi20,1970,22,14,3
SharSh00,1990,22,16,1
SharSt00,1988,23,16,5
SharTa00,2016,22,16,5
ShatTy00,2014,23,1,0
ShauHa20,1935,24,1,
ShauMa99,2009,23,16,3
ShavTy20,1991,23,1,0
ShawBe20,1923,30,1,
ShawBi00,1961,23,14,5
ShawBo00,1999,24,15,4
ShawBo01,1970,23,4,0
ShawBo02,1945,24,5,
ShawCh20,1950,23,6,
ShawCo00,2014,23,1,0
ShawDe00,1970,23,14,8
ShawEd20,1920,25,7,
ShawEr20,1992,21,11,1
ShawGe00,1955,22,12,
ShawGl00,1960,22,12,0
ShawHa00,1998,24,11,0
ShawJa00,2012,24,,0
ShawJe20,1931,24,5,
ShawJo00,2015,23,15,1
ShawJo20,2002,23,3,0
ShawNa20,1969,24,7,2
ShawPe20,1977,23,14,3
ShawRi20,1988,23,14,1
ShawRo20,1979,23,16,2
ShawSc20,1998,24,2,0
ShawSe00,1997,24,1,0
ShawTe20,1995,22,16,6
ShawTi99,2007,23,14,1
ShayJe20,1966,22,14,2
ShazEr20,2005,22,2,0
ShazRy00,2014,22,9,2
SheaAa00,2000,24,15,2
SheaBr20,1978,23,15,2
SheaDe00,2012,24,,0
SheaJa00,2011,22,16,10
SheaJo20,1983,23,16,2
SheaLa20,1971,22,9,2
SheaPa20,1962,23,5,2
SheaRo20,1930,25,1,
SheaSh20,1923,25,4,
ShedEd20,1945,25,3,
ShedKe00,1996,25,16,1
SheeFr20,1925,23,1,
SheeKo00,2009,24,2,0
SheePa20,1921,32,12,
ShefCa99,2011,23,16,1
ShefCh20,1986,23,10,3
ShegRo20,1987,24,3,2
ShehRa00,1998,23,16,1
ShekVi20,1922,26,3,
ShelAl20,1939,25,3,
ShelAn20,1990,23,14,1
ShelAr00,1968,22,14,4
ShelBr00,2016,24,8,2
ShelCh20,1995,23,13,1
ShelDa00,1997,25,13,0
ShelDa01,2015,22,16,6
ShelDe00,2012,23,16,1
ShelDe20,1931,25,10,
ShelDo00,1974,22,14,4
ShelEl00,1987,23,4,0
ShelEr00,2006,23,9,0
ShelJa20,1926,25,1,
ShelJo20,1922,28,6,
ShelJo21,1987,23,1,0
ShelKe20,1996,23,1,0
ShelL.20,1999,23,9,3
ShelMi20,1997,24,11,1
ShelMu20,1920,27,11,
ShelRi20,1989,23,3,0
ShelTo20,1984,22,16,3
ShelWi00,1976,23,13,1
ShemPr00,2014,23,16,2
ShenPa20,1934,23,2,
ShepAs20,1993,24,10,1
ShepAu00,2015,23,14,1
ShepBi20,1935,24,12,
ShepCh20,1956,23,12,
ShepDe00,1987,23,2,0
ShepEd00,2003,23,2,0
ShepGa20,2001,24,1,0
ShepHe20,1976,24,14,2
ShepJa00,2016,,10,1
ShepJa20,2000,21,15,1
ShepJo20,1987,30,2,0
ShepKe00,2011,23,16,4
ShepLe00,1994,25,3,0
ShepLi99,2002,21,12,1
ShepMa00,2010,22,4,0
ShepRu00,2013,23,14,0
ShepSt00,2016,22,16,5
SherAl20,1943,20,9,
SherAn00,2011,23,15,1
SherBo00,1966,23,9,1
SherBo20,1964,22,14,3
SherBu20,1952,25,11,
SherDa00,1959,22,12,
SherDe00,2011,22,5,1
SherGe20,1926,,1,
SherHe00,1989,22,15,2
SherJe00,1970,22,14,7
SherMa20,2010,23,1,0
SherMi00,1986,23,16,6
SherRi00,2011,23,16,5
SherRo00,1967,23,13,1
SherSo20,1939,22,7,
SherSt20,1954,22,12,
SherTi00,1981,23,16,0
SherTo00,1968,23,14,1
SherWi00,1952,25,2,
ShetRh20,1940,22,11,
ShiaVi00,2003,23,16,0
ShibJa20,1987,23,1,0
ShieBi20,1975,22,11,2
ShieBu20,1954,25,6,
ShieJo20,1986,24,3,0
ShieJo21,1987,23,1,0
ShieLe20,1960,23,12,4
ShiePa00,1999,23,13,0
ShieSa00,2010,23,14,3
ShieSc20,1999,23,16,0
ShieWi00,1993,22,16,8
ShinDi00,1964,22,1,0
ShinDo20,1957,22,12,
ShinJo20,1969,22,2,3
ShipA.20,2012,26,14,3
ShipBi20,1954,24,11,
ShipJa20,1984,22,16,1
ShipJe00,1948,23,12,
ShipJo00,2010,25,15,5
ShipJo20,1979,24,16,0
ShipMa00,2001,23,11,0
ShirAb20,1945,28,7,
ShirFr20,1940,24,9,
ShirGa00,1976,26,14,0
ShirGe20,1960,24,14,4
ShirJa99,2008,23,3,0
ShirJo00,2015,23,5,0
ShirJo20,*,23,11,
ShirMa20,1948,26,13,
ShivCl20,1996,24,14,1
ShivJa20,2004,22,1,0
ShivRe20,1956,24,8,
ShivRo00,1966,25,13,2
ShivSa20,1976,22,14,3
ShivWe20,2000,23,3,0
ShlaBo20,1972,22,8,-1
ShoaJe20,2004,23,7,0
ShoaRo20,1963,25,2,2
ShoaRo21,1975,22,4,2
ShocAr20,1929,26,6,
ShocBi00,1960,23,14,5
ShocJe00,*+,22,15,8
ShoeHa20,1948,25,14,
ShoeHe20,1948,25,7,
ShoeHu20,1920,21,6,
ShofDe00,1957,23,12,
ShofJi20,1958,23,12,
ShonCh00,1960,23,14,4
ShonJo20,1941,23,10,
ShooAl20,1921,22,2,
ShooFr20,1941,22,4,
ShorBr20,2000,23,11,1
ShorCe00,2011,24,10,0
ShorGe20,1985,24,3,0
ShorJa20,2004,26,11,1
ShorJi20,1962,23,9,3
ShorKa00,2013,24,16,2
ShorLa20,1980,22,15,1
ShorPe20,1989,23,1,0
ShouDa20,1991,23,1,0
ShouPa20,1949,24,12,
ShroDa20,2005,22,10,1
ShufPe20,1994,25,5,0
ShugBr20,1987,27,2,1
ShugCl20,1939,23,11,
ShugJ.00,2012,23,,0
ShulDa20,1981,22,16,0
ShulDo20,1951,21,12,
ShulHe00,1994,23,11,4
ShulJo20,1930,,6,
ShulMi00,1978,22,16,1
ShulMi01,2010,24,6,0
ShulRa00,1966,23,14,0
ShulSt20,1980,22,16,1
ShumMa20,1985,25,8,0
ShumMi00,1978,23,6,0
ShumRo20,1978,23,13,4
ShupMa20,1987,26,2,0
ShurBe20,1925,28,11,
ShurHu20,1948,25,12,
ShurMa20,1947,25,11,
ShurRe20,1929,22,4,
ShyxDo00,1967,22,14,5
ShyxLe00,1966,22,11,1
SianMi00,1972,22,14,7
SianMi20,1987,24,3,1
SianTo20,1932,25,9,
SiavJu20,2004,26,12,1
SidbLa99,2009,23,16,2
SidlJi00,1966,23,6,0
SidnDa20,1998,23,16,1
SidoAl20,1947,28,12,
SiebWa20,1922,23,2,
SiegHe20,1949,25,12,
SiegJo20,1939,21,10,
SiegJu20,1948,25,3,
SiegOr20,1923,20,7,
SiegWa20,1951,22,4,
SiemCh20,1963,23,14,3
SiemJe00,1972,22,13,6
SiemLa20,1935,25,11,
SiemTr00,2015,23,1,0
SienTr20,1996,24,7,0
SierSt20,1926,22,1,
SierSt21,1948,25,2,
SierSt22,1946,23,3,
SiesHe20,1920,27,1,
SievEr00,1981,24,16,3
SigiDo20,1943,30,6,
SiglRi20,1990,24,16,1
SignJo20,1948,25,14,
SiguSi20,1947,29,8,
SikaVa00,*,24,16,3
SikiMi20,1971,22,3,2
SikiRu20,1945,24,6,
SikoMi20,1952,26,12,
SilaAm00,2012,24,15,8
SilaSa00,1963,23,14,3
SilbIa00,2015,23,1,0
SileBr99,2007,22,15,2
SileDa20,1987,23,10,1
SileRi20,1987,24,1,0
SiliJo20,1987,30,1,0
SiliSe00,2012,22,1,0
SillFr20,1921,18,1,
SilvAl00,2011,23,1,0
SilvCa20,1965,22,14,3
SilvDo20,1995,27,16,0
SilvJa99,2008,24,11,1
SilvMa00,2011,23,2,0
SilvNi20,1996,23,7,0
SilvRi00,2011,23,4,0
SimaBu20,1932,24,7,
SimeDo20,1951,25,12,
SimeJo20,1957,22,12,
SimeKe20,1926,27,2,
SimiMi20,1941,23,7,
SimiTr20,1989,22,0,0
SimkAr20,1965,22,1,2
SimmAn20,1998,22,12,3
SimmBo20,1977,23,14,4
SimmBo21,1960,22,9,4
SimmBr20,1998,23,14,4
SimmCh00,2004,24,5,1
SimmCl00,1986,22,16,1
SimmCl20,1983,23,11,0
SimmDa20,1965,22,14,3
SimmDa21,1979,22,16,3
SimmEd20,1987,24,5,2
SimmFl20,1948,23,11,
SimmJa00,1948,24,10,
SimmJa20,1998,22,6,0
SimmJe00,1965,23,4,0
SimmJe20,1983,23,3,0
SimmJi20,1927,24,12,
SimmJo20,1981,23,11,1
SimmJu00,2016,23,13,2
SimmKe20,2002,23,14,7
SimmKi20,1987,24,3,1
SimmLe20,1963,25,2,2
SimmMa00,2013,25,3,1
SimmMa20,1993,22,16,1
SimmMi20,1989,25,5,2
SimmMi21,1989,24,1,0
SimmMo00,2012,23,,0
SimmPh00,1979,24,12,6
SimmRo20,1979,23,16,2
SimmSa20,2003,24,11,0
SimmSt20,1990,22,14,0
SimmTe20,2002,26,2,0
SimmTo00,1998,24,11,4
SimmTo20,1985,23,13,1
SimmVi20,1987,23,3,0
SimmWa20,1993,24,14,5
SimoCo00,2000,23,16,9
SimoDa20,1974,22,13,3
SimoDe00,2016,26,16,2
SimoEd20,1976,22,14,3
SimoJi20,1963,23,13,3
SimoJo00,2002,24,12,2
SimoJo01,2013,23,7,1
SimoJo20,1924,23,6,
SimoKe00,2003,24,2,0
SimoKe20,1976,22,6,2
SimoKe21,1989,22,1,0
SimoLe20,1946,27,0,
SimoMa20,2000,23,14,3
SimoMi20,1972,22,14,4
SimoSc00,2014,22,4,0
SimoTh00,2014,23,10,2
SimpAl20,1975,24,13,3
SimpAn20,1999,23,4,0
SimpBi20,1974,23,14,3
SimpBo20,1978,24,5,3
SimpCa20,1993,23,11,1
SimpCh00,2008,23,11,1
SimpEb20,1923,28,7,
SimpHo20,1964,22,3,2
SimpJa20,1961,25,6,2
SimpJa21,1958,24,2,
SimpJe00,2008,22,6,0
SimpJi20,1922,,3,
SimpKe20,1978,22,13,2
SimpKo20,2006,23,16,7
SimpMa00,2010,27,2,0
SimpMi20,1970,23,7,2
SimpNa20,1977,23,12,1
SimpO.00,*,22,13,8
SimpRo20,1980,22,16,2
SimpTi20,1994,25,4,0
SimpTr20,1987,24,3,0
SimpWi00,1962,24,10,0
SimsBa20,1999,25,16,0
SimsBi00,*,25,16,15
SimsCh00,2014,24,8,2
SimsDa00,1977,22,14,7
SimsDa01,2012,26,15,1
SimsDa20,1985,24,16,1
SimsDi00,2013,22,15,0
SimsEr20,2006,22,16,7
SimsEu99,2010,24,9,1
SimsGe20,1949,22,12,
SimsJa00,2006,23,2,0
SimsJa20,1987,25,3,1
SimsJi20,1976,23,2,0
SimsJo20,1991,22,6,0
SimsKe00,1990,23,14,7
SimsKe20,1987,24,3,1
SimsKe21,1982,23,9,8
SimsLe00,2016,,13,2
SimsMa00,1980,23,16,2
SimsMi20,1977,22,12,3
SimsPa99,2008,23,11,4
SimsRe20,1987,25,1,0
SimsRo20,2006,23,14,2
SimsRy20,2002,22,6,1
SimsTo20,1991,24,14,1
SimsTo21,1986,22,1,0
SimsWe20,2005,24,1,0
SimsWi20,1994,24,8,0
SincKa00,1998,22,10,0
SincMa99,2007,25,4,0
SincMi00,1992,24,12,1
SingAl20,1997,22,12,1
SingBi20,1974,23,3,2
SingBi21,1922,25,1,
SingCh20,1990,23,13,2
SingCu20,1986,25,11,1
SingJo20,1929,33,5,
SingKa20,1966,23,14,3
SingMi00,1981,23,16,6
SingNa00,1993,25,16,2
SingRe20,1986,22,16,4
SingRo20,1976,24,13,3
SingWa20,1935,24,10,
SinkFr20,1947,24,9,
SinkFr21,1943,23,10,
SinkSt20,1934,25,10,
SinnGr20,1987,23,1,0
SinnJo20,1982,24,9,4
SintCl99,2009,23,11,1
SipeBr00,1974,25,10,3
SippBo00,2007,27,9,0
SiraTo20,1990,23,13,3
SirlJe00,2014,23,2,1
SirmPe20,2000,23,5,1
SiroGe20,1942,24,2,
SiseJe00,1973,22,13,6
SiskJo20,1964,23,3,2
SiskJo21,1932,26,13,
SislBr20,1987,23,3,0
sissosco01,1993,22,13,-2
SistMa20,1970,23,10,2
SistOt00,1972,26,14,8
SiteVi20,1936,24,12,
SitkEm20,1950,27,8,
SittJo20,2008,22,11,2
SiveJi20,1938,24,11,
SiweMi20,1970,22,2,3
SkagJi20,1963,23,3,2
SkagJu20,2002,23,1,0
SkanPa00,1983,22,15,0
SkauDa20,1981,24,16,2
SkeaGi20,1927,26,2,
SkelJo00,2010,22,5,2
SkelSt00,2012,23,,0
SkenDo20,1994,24,6,3
SkibJo20,1952,24,12,
SkibJo21,1978,23,16,0
SkinDe00,2014,24,7,1
SkinGe20,1978,24,15,2
SkinLe20,1920,22,1,
SklaJo20,1934,23,12,
SklaLe20,1949,22,3,
SklaTo20,1978,23,16,4
SkloJo20,1963,23,3,2
SkocSt20,1944,24,1,
SkogBo20,1947,22,9,
SkorBo00,1956,22,12,
SkorEd20,1935,25,3,
SkorJo20,1973,22,14,6
SkorNi20,1946,25,8,
SkovSh00,2015,25,15,1
SkowJi20,1986,23,16,1
SkreGr20,1992,22,10,1
SkriBu00,2011,22,16,1
SkudDa20,1929,24,6,
SkutDa00,2009,23,8,1
SlabLo20,1964,23,14,5
SlacFr20,1920,26,6,
SladCh00,1993,22,16,4
SlagGe20,1926,27,1,
SlatDu20,1922,24,9,
SlatHo20,1926,23,9,
SlatJa00,1976,22,14,4
SlatMa00,2008,23,14,0
SlatMa20,1978,23,9,3
SlatMi20,1987,23,1,0
SlatSt00,2008,22,16,12
SlatTo20,1985,24,13,3
SlatWa20,1947,27,11,
SlauCh20,2003,25,6,1
SlauCh21,1982,24,1,0
SlauMa20,2010,24,16,5
SlauMi00,1963,22,13,6
SlauT.20,2000,23,16,4
SlauWe00,1986,22,16,6
SlayDa00,2013,22,13,2
SlayHe20,1998,23,3,0
SlecJe20,2002,22,13,1
SledLe00,1971,25,6,1
SleiRe20,1930,23,13,
SligRi20,1967,23,8,3
SlivSt20,1939,22,11,
SloaBo20,1973,25,4,1
SloaDa00,1995,23,16,2
SloaDw20,1938,24,10,
SloaSt00,1966,22,3,0
SlonPe20,1921,25,1,
SlosPh20,1948,22,12,
SlouEl20,1926,23,8,
SlouGr20,1971,23,13,3
SlovEm20,1987,24,2,0
SlovMa20,1939,23,10,
SlowJa00,2012,23,,0
SlutSc00,1996,24,15,0
SlykBi20,1922,24,1,
SmagSt20,1990,22,3,0
SmaiAl20,1952,26,1,
SmalDo20,1987,23,1,0
SmalEl20,1972,23,14,2
SmalFr20,1985,22,16,1
SmalFr21,1987,24,3,1
SmalGe20,1980,24,7,1
SmalGe21,1978,22,16,4
SmalJe20,1989,23,16,2
SmalJo20,1970,24,10,3
SmalKi00,2014,25,3,0
SmalO.00,2005,23,2,0
SmalTo00,1992,22,13,3
SmalWe00,2016,22,13,3
SmarIa00,2004,24,4,0
SmarRo00,2001,24,6,0
SmeaMe20,1921,26,3,
SmedEr20,1996,23,6,1
SmeeJo20,1990,22,15,1
SmejRu20,1944,24,10,
SmelBr00,2012,23,2,0
SmelDe00,2016,25,2,0
SmerDo20,1981,24,2,0
SmerFr00,1979,22,13,3
SmigDa20,1982,23,6,1
SmilBr20,1939,24,2,
SmilJu20,2004,23,16,3
SmilTo00,1968,24,8,2
SmitAa20,1984,22,10,1
SmitAa99,1999,23,6,0
SmitAk00,1999,24,7,0
SmitAl00,1966,24,14,1
SmitAl01,1987,23,12,5
SmitAl02,2005,23,16,3
SmitAl03,2005,21,9,-3
SmitAl04,2011,22,16,3
SmitAl20,1947,25,12,
SmitAl21,1966,24,1,0
SmitAl22,2010,23,1,0
SmitAl98,2009,24,15,1
SmitAn00,1997,25,16,6
SmitAn01,2010,25,9,0
SmitAn02,2012,24,,0
SmitAn20,1991,24,16,3
SmitAn21,2006,23,16,3
SmitAn22,2004,23,2,0
SmitAn23,2009,22,6,1
SmitAr00,2011,25,3,0
SmitAr20,1980,24,2,0
SmitAr21,1993,23,16,3
SmitBa00,1974,22,8,0
SmitBa01,1973,22,14,3
SmitBe20,1933,22,9,
SmitBe21,1990,23,16,7
SmitBi20,1934,22,11,
SmitBi21,1948,22,12,
SmitBi22,1983,22,16,5
SmitBi23,1957,22,12,
SmitBl20,1977,23,1,2
SmitBo00,1964,22,14,3
SmitBo01,1962,24,14,3
SmitBo02,1948,23,13,
SmitBo20,1968,23,6,3
SmitBo21,1955,22,10,
SmitBo22,1953,24,3,
SmitBr00,1985,22,16,7
SmitBr01,2006,23,16,1
SmitBr02,2011,22,2,0
SmitBr04,2013,26,2,0
SmitBr20,1993,24,7,0
SmitBr21,1996,23,16,3
SmitBr22,1998,25,8,3
SmitBr23,1989,23,3,0
SmitBr24,1945,25,3,
SmitBr96,2009,26,6,1
SmitBu00,1967,22,13,5
SmitBy20,1984,22,3,0
SmitC.00,2016,23,9,1
SmitCa00,1960,28,14,2
SmitCe00,1990,22,15,0
SmitCh00,1974,24,14,0
SmitCh01,1968,22,14,7
SmitCh02,2011,24,3,0
SmitCh03,2014,22,7,1
SmitCh20,1947,23,7,
SmitCh21,1956,23,12,
SmitCh22,1986,23,1,0
SmitCh23,1992,23,16,1
SmitCl20,2003,23,1,0
SmitCl21,1925,21,1,
SmitCl22,*,23,9,2
SmitCo20,2002,23,6,1
SmitD.00,2011,22,16,3
SmitDa00,1970,23,14,5
SmitDa01,1970,23,7,1
SmitDa02,+,23,14,8
SmitDa20,1987,22,3,1
SmitDa21,1961,26,4,2
SmitDa22,1993,23,16,7
SmitDa23,1987,24,3,2
SmitDa24,2004,22,15,8
SmitDa25,1987,23,9,4
SmitDa26,1988,24,14,0
SmitDA99,2011,23,16,7
SmitDe00,1996,22,13,0
SmitDe01,1981,22,16,4
SmitDe04,2015,23,10,1
SmitDe05,2015,23,16,1
SmitDe20,1990,23,4,0
SmitDe21,1997,22,16,9
SmitDe98,2009,23,7,1
SmitDi20,1933,21,5,
SmitDi21,1967,23,10,3
SmitDJ00,2015,23,4,0
SmitDo00,1988,25,10,1
SmitDo01,1978,22,16,1
SmitDo02,2015,22,16,8
SmitDo20,1930,,2,
SmitDo21,1967,24,2,1
SmitDo22,1979,22,16,5
SmitDo23,1991,23,3,0
SmitDo24,1971,22,4,2
SmitDo25,1985,25,11,1
SmitDo26,1987,24,3,1
SmitDr02,2015,23,1,0
SmitDw20,2001,23,15,1
SmitEd00,1997,28,5,0
SmitEd20,1936,23,8,
SmitEd21,1948,25,12,
SmitEd22,1973,23,5,2
SmitEd23,1980,23,16,2
SmitEl20,1989,22,2,0
SmitEm00,*,21,16,8
SmitEm20,2000,24,1,0
SmitEr20,1987,28,3,1
SmitEr21,1997,26,7,0
SmitEr22,2006,23,15,1
SmitEr23,1935,26,12,
SmitEr24,1955,25,1,
SmitFe20,1994,23,7,1
SmitFl20,1966,23,11,2
SmitFr20,1993,25,5,1
SmitFr21,1980,24,4,1
SmitGa01,2016,25,3,0
SmitGa20,1984,24,8,1
SmitGa21,1939,23,11,
SmitGe00,2013,23,16,7
SmitGe20,1930,25,5,
SmitGe21,1943,22,3,
SmitGe22,1937,23,7,
SmitGo00,1961,22,9,4
SmitGr20,1984,25,16,2
SmitHa00,2012,23,16,7
SmitHa01,2012,27,5,0
SmitHa20,1960,25,13,8
SmitHa21,1920,27,10,
SmitHa22,*,22,10,
SmitHe20,1995,24,3,0
smithjoh01,1974,25,14,5
SmitHo20,1982,24,3,0
SmitHu20,1962,26,2,0
SmitHu21,1999,22,16,2
SmitIr00,1993,22,16,2
SmitJ.00,1956,24,11,
SmitJ.01,1960,24,14,4
SmitJ.02,1959,23,11,
SmitJa00,1963,23,14,5
SmitJa01,2012,22,16,1
SmitJa03,2014,23,1,0
SmitJa20,1942,25,6,
SmitJa21,1971,24,5,2
SmitJa22,2009,23,8,1
SmitJe00,1985,23,13,2
SmitJe01,1965,22,14,2
SmitJe02,2014,23,1,0
SmitJe20,1966,23,14,2
SmitJe21,1997,24,3,0
SmitJe22,1987,25,3,1
SmitJe23,1987,25,3,1
SmitJe24,1997,25,9,1
SmitJe25,1952,22,12,
SmitJi00,1992,23,7,0
SmitJi01,1977,22,14,1
SmitJi02,1956,24,6,
SmitJi03,2011,23,12,2
SmitJi20,1947,25,7,
SmitJi21,1968,22,14,3
SmitJi22,1969,24,2,2
SmitJi23,1984,24,8,0
SmitJo00,2004,23,9,1
SmitJo20,1948,26,12,
SmitJo21,1991,22,1,0
SmitJo22,1945,,1,
SmitJo23,1979,23,6,0
SmitJo24,1982,25,9,2
SmitJT00,1978,23,9,0
SmitJu20,2001,22,15,7
SmitJu21,2003,24,5,0
SmitKe00,1989,24,11,1
SmitKe02,2008,22,16,8
SmitKe03,2014,22,10,1
SmitKe04,2015,24,7,0
SmitKe20,2004,24,15,2
SmitKe21,1973,22,13,0
SmitKe22,1987,27,3,0
SmitKe23,2001,24,6,0
SmitKe24,1992,23,1,0
SmitKe25,1991,24,16,1
SmitKe26,1992,22,16,4
SmitKe97,2007,23,4,0
SmitKh20,2006,27,1,0
SmitKo00,2007,23,16,3
SmitL.00,2003,23,15,4
SmitLa00,1994,24,2,0
SmitLa01,1977,23,7,1
SmitLa02,1969,22,14,9
SmitLa20,1985,22,14,3
SmitLa21,1987,22,3,0
SmitLa22,1999,25,15,0
SmitLa23,2004,25,16,5
SmitLe00,2011,24,10,0
SmitLe20,2006,24,3,0
SmitLe21,1923,27,10,
SmitLe22,1983,23,16,1
SmitLi00,2012,25,,0
SmitLu20,1980,23,16,1
SmitLy20,1978,22,11,3
SmitMa00,2000,24,10,0
SmitMa01,2008,23,7,0
SmitMa02,2011,22,12,1
SmitMa03,2014,22,8,0
SmitMa20,1997,23,16,3
SmitMa21,1999,24,16,0
SmitMa22,1976,23,14,4
SmitMa23,1921,23,1,
SmitMa24,1987,22,3,0
SmitMa55,2000,22,12,5
SmitMi01,2012,24,1,0
SmitMi20,1992,22,2,0
SmitMi21,1985,23,7,0
SmitMi22,2005,24,6,0
SmitMi23,1980,22,5,0
SmitMi24,1945,26,5,
SmitMo20,1989,22,14,1
SmitMu00,2003,21,11,0
SmitNe00,1988,22,13,3
SmitNo00,1967,24,14,2
SmitOa20,+,25,9,
SmitOl00,1973,24,7,0
SmitOl20,1924,24,8,
SmitOm20,2002,25,7,1
SmitOn00,2003,23,15,6
SmitOr20,1927,22,13,
SmitOs20,1986,23,2,0
SmitOt20,1991,26,15,2
SmitPa00,2000,22,10,1
SmitPa01,1968,23,12,2
SmitPa20,1920,25,7,
SmitPe20,1973,22,8,3
SmitPh20,1983,23,1,0
SmitPr00,2015,23,16,3
