id,season,age,g,av
DougDa20,1986,23,14,1
DougDe20,1991,23,2,0
DougDo20,2009,22,4,0
DougEv20,1953,22,10,
DougFr00,1976,22,7,0
DougGl00,1972,25,5,1
DougHa00,2008,24,16,5
DougHu00,1995,24,15,4
DougJa00,2015,23,16,3
DougJa20,1973,23,14,2
DougJo20,1970,25,14,3
DougJo21,1967,22,14,4
DougLe20,1987,24,3,1
DougLe21,1926,25,6,
DougMa20,2000,23,1,0
DougMa21,1986,22,4,0
DougMe00,1958,22,12,
DougMi20,1978,23,16,3
DougOm20,1994,22,6,0
DougOt20,1946,35,11,
DougPh20,*,26,8,
DougRe20,2006,24,10,1
DougRo00,2007,25,1,0
DougSt20,1926,,2,
DoutEa20,1975,23,9,2
DoutTy20,1997,24,1,0
DouzLe00,2009,23,12,1
DoveBo00,1946,25,14,
DoveEd20,1959,22,12,
DoveJe20,1977,24,14,3
DoveWe20,1987,23,2,0
DowdCo20,1996,28,12,1
DowdHa20,1949,27,12,
DowdJe20,1939,23,9,
DowdMa00,1992,22,4,0
DowdMi20,1960,23,2,2
DowdSt20,1952,23,12,
DoweMu20,1935,22,5,
DowlBo00,1959,22,12,
DowlBr00,1972,25,14,1
DowlJo00,2014,23,7,0
DowlPa20,1929,28,13,
DowlRa00,2011,23,2,1
DowlSe20,1987,24,3,1
DowlTo20,1931,23,2,
DownBo20,1951,24,1,
DownEr20,2001,23,15,4
DownGa00,1994,22,14,0
DownMi20,1981,22,15,8
DownWa20,1978,22,16,5
DownXa20,1922,29,5,
DowrPe20,1921,25,2,
DowtMa00,2012,23,5,1
DowxHa20,1950,25,12,
DowxKe20,1941,24,2,
DowxWo20,1938,22,10,
DoxzTo00,1998,23,9,0
DoylDi20,1955,25,12,
DoylEd20,1927,22,5,
DoylEd21,1924,26,10,
DoylJa00,2013,23,15,0
DoylTe20,1938,24,9,
DoziCo20,1987,23,2,0
DoziDa00,2015,24,4,0
DoziDJ00,1987,22,9,3
DrafCh20,1998,22,1,0
DragOs00,1972,22,13,0
DragSc00,2000,25,9,0
DrahTo00,2012,24,,0
DrakBi20,1973,23,4,3
DrakJe20,1995,26,2,0
DrakJo20,1985,22,16,1
DrakJo21,1937,21,11,
DrakKe00,2016,22,16,2
DrakTr20,1995,23,1,0
DrakTy20,1994,23,13,1
DranDw20,1986,24,13,1
DranSp00,2016,24,16,4
DrauSh00,2011,24,1,0
DravLe20,1933,26,9,
DrayCl20,1925,24,4,
DrayJi00,2010,24,16,0
DrayTr00,1993,23,16,3
DrazCh00,1950,23,12,
DrecDa20,1983,23,16,7
DreeJo00,2005,23,14,0
DrehFr20,1938,25,3,
DresCh00,1983,22,16,3
DresCh20,1920,26,4,
DresDo00,1970,22,14,1
DresJu20,2010,22,6,0
DrewMa00,2006,21,16,13
DrewTe20,1926,24,3,
DrewWi00,1985,22,14,0
DreyWa20,1949,26,12,
DrisJo20,1960,23,6,6
DrisPa20,1920+,25,10,
DrivDo00,1999,24,6,0
DrivSt20,1987,23,2,0
DrivTo20,2001,24,5,0
DronSh20,1992,21,16,3
DrosJe20,1987,23,2,0
DrouRe00,2001,23,9,1
DrouTo20,1972,23,14,3
DrozDa20,1993,24,6,1
DrucJi00,1997,25,4,1
DrulAl20,1945,24,9,
DrulCh20,*,24,11,
DrumEd00,2002,22,9,1
DrumKu01,2015,23,9,1
DrumRo00,1989,22,16,2
DrumWo20,1925,27,1,
DrunEl20,1969,26,14,3
DrurHo20,1930,24,14,
DrusRi20,1974,22,11,3
DruzJo20,1938,24,10,
DryeFr00,1969,23,14,5
DrzeRo20,1955,22,12,
DuarGe20,1987,23,3,0
DuarTh00,2016,21,1,0
DubeEl00,1960,27,14,8
DubiGr20,1979,25,15,4
DublTo00,1952,22,6,
DuBoDe20,1993,22,15,2
DuboDo00,1987,23,2,1
DuboJi00,1976,22,14,1
DuboMa20,1932,23,5,
DuBoPh20,1979,23,15,0
DubzWa20,1943,24,5,
DucaVl20,2010,23,2,0
DuckBo00,1982,24,5,2
DuckDa20,2004,23,6,1
DuckFo20,1994,24,7,0
DuckJo20,1947,26,12,
DuckKe00,1982,23,7,3
DuckMa20,1989,24,15,1
DuckRo20,1986,23,2,0
DuckT.00,2002,21,12,4
DuckTi20,2010,28,5,0
DucoMo20,1920,23,1,
DucrGr00,2014,22,6,1
DudaMa20,1983,22,14,4
DudeDi20,1949,25,12,
DudeJo20,1987,23,2,2
DudeMi20,1966,23,14,3
DudiAn20,1946,28,11,
DudlBi00,*+,21,11,
DudlBr20,1987,27,3,1
DudlKe00,2005,23,1,0
DudlPa00,1962,23,11,2
DudlRi00,1996,24,16,4
DuerDa00,1983,23,16,3
DufaPa20,1987,23,1,0
DufeDo20,1976,22,14,2
DufeJo00,1983,22,5,0
DuffBi20,1999,25,5,0
DuffJa20,1995,23,15,2
DuffJi20,1921,25,2,
DuffJo20,1993,26,1,0
DuffPa20,1929,23,5,
DuffRo20,1990,23,16,2
DufoDa20,1983,23,16,1
DufoDu20,1924,26,3,
DugaBi20,1981,22,16,2
DugaFr00,1958,25,12,
DugaJe00,2004,23,14,0
DugaLe20,1936,26,3,
DugaRo00,2000,23,14,1
DuggEd20,1921,30,3,
DuggGi20,1940,26,10,
DuggHe20,1934,22,11,
DuggJa20,1946,23,7,
DuhaPa20,1944,24,8,
DuheA.00,1977,22,14,7
DuhoBo00,1968,22,13,9
DuicSt20,1968,22,12,1
DukeCh00,2000,29,2,0
DukeJa20,1986,22,14,2
DukeMi20,1960,24,11,7
DukePa20,1947,23,10,
DukeWe00,2005,24,3,0
DuLaBi20,1974,23,13,2
DulaMi00,1995,25,5,0
DuliCh20,1987,24,3,1
DuliGa20,1986,29,3,1
DumaMi20,1991,22,13,2
DumaTr20,1996,24,6,0
DumbJo20,1986,23,9,1
DumeEl20,2006,22,13,3
DumlDo20,1973,23,14,4
DuMoBi20,1921,23,6,
DumoJi20,1984,23,12,1
DuMoJo20,1920,25,2,
DunaCr20,1983,22,11,0
DunaDa20,1968,23,10,0
DunaJi00,1963,22,14,6
DunbJo20,2008,23,15,2
DunbJu00,1973,24,14,4
DunbKa20,1993,26,13,1
DunbLa00,2012,22,12,1
DunbLa20,2003,23,5,0
DunbQu00,2015,23,11,1
DunbVa00,1992,24,16,5
duncatim0,2003,24,5,0
DuncBo20,1968,24,4,3
DuncBr00,1976,24,14,1
DuncCl20,1984,23,8,0
DuncCu00,1987,22,10,2
DuncFr20,1979,23,4,3
DuncHo20,1948,24,1,
DuncJa20,1998,23,14,3
DuncJi20,1950,25,8,
DuncJi21,1969,23,13,4
DuncKe20,1971,25,2,0
DuncMa20,1954,23,6,
DuncRa00,1961,24,14,2
DuncRi20,1967,26,2,0
DuncRo20,1967,24,3,0
DuncSp00,1964,22,5,2
DuneKe20,1980,23,2,0
DungTo20,1977,22,14,4
DuniTo20,1977,23,1,0
DunlBo20,1935,23,12,
DunlCa99,2010,21,12,2
DunlKi20,2009,24,12,1
DunlLe20,1971,22,4,3
DunnAn20,2003,23,2,0
DunnBo20,1929,25,6,
DunnBr00,2014,22,3,0
DunnCo20,1943,27,3,
DunnDa00,1995,23,16,2
DunnDa01,1999,23,1,0
DunnGa20,1976,23,5,4
DunnJa00,1996,23,16,3
DunnKD00,1985,22,7,0
DunnPa20,1970,22,5,0
DunnPa21,1920,,8,
DunnPa22,1922,28,2,
DunnPe00,1964,23,14,1
DunnRe20,1924,23,13,
DunnRo20,1923,28,2,
DunnWa00,*,22,16,15
DunsBi20,1973,24,14,2
DunsDr00,2012,24,,0
DunsEl20,1938,23,4,
DunsPa00,1983,24,16,1
DupaRe00,1986,23,6,0
DupeMa00,1982,23,2,0
DuprAl00,2015,22,16,3
DuprBi00,1973,23,14,6
DuprCh20,1960,27,14,3
DuprL.00,1955,23,11,
DuprMa00,1990,26,7,0
DuprMy20,1983,22,16,1
DuraJu99,2007,22,13,5
DuraPe20,1967,24,14,2
DuraRy20,2010,25,1,0
DurdDo20,1946,26,12,
DureCl20,1973,23,11,3
DurhKr00,2011,23,3,0
DurhSt20,1982,24,8,1
DuriJa20,1947,25,6,
DurkCh20,1967,23,14,3
DurkJe20,1948,25,12,
DurkJo20,1944,30,6,
DurkSa20,1970,22,1,2
DurrMi20,1986,29,9,1
DusbMa20,1989,25,16,2
DuseBi00,1970,22,8,0
DuseBr20,1974,24,14,4
DuSoJo20,1921,26,1,
DuttBi20,1946,28,11,
DuttJo00,1974,23,14,5
DuvaEa20,1924,25,8,
DuveLa00,2015,24,16,7
DvorBe20,1921,26,4,
DvorDu99,2007,24,1,0
DvorRi20,1974,22,13,2
DwigTi00,1998,23,12,2
DworDa20,1949,22,11,
DwyeBo20,1929,24,1,
DwyeJa20,1951,24,12,
DwyeJo00,2010,21,1,0
DwyeMi20,1987,24,3,2
DyalMi00,1989,23,16,5
DyerDe00,2000,23,16,0
DyerHe00,1966,21,8,0
DyerKe20,1968,22,14,3
DyexDo00,2015,22,10,1
DyexEr20,1993,22,7,1
DyexLe20,1944,28,9,
DyexTo00,2012,22,,0
DykeDo20,1979,24,16,1
DykeHa00,1989,23,16,6
DykeKe00,2009,25,2,0
DykeSe20,1987,23,6,1
DykoCh20,1989,23,8,1
DysoAn20,2001,22,14,4
DysoKe00,1998,23,13,3
DysoMa20,1995,23,4,0
DzubNi00,2015,24,16,1
EachNa00,2012,22,11,0
EaddJa20,1987,24,2,0
EaglAl20,1935,22,10,
EaglLa20,1973,25,11,1
EakiKa20,1940,23,7,
EalyBi00,2007,23,4,0
EalyKo00,2014,23,15,1
EarhRa20,1948,25,12,
EarlGl20,2004,23,12,3
EarlGu20,1920,28,4,
EarlJi20,1978,22,2,0
EarlQu00,1988,23,16,3
EarlRo00,1977,22,14,2
EaroBl20,1952,25,12,
EarpJu20,1921,24,6,
EaslDo00,2014,22,11,2
EaslDo20,2004,24,3,0
EaslKe00,1981,22,14,6
EaslMa00,2012,25,3,0
EaslWa00,1981,24,12,2
EasmRi20,1985,22,14,1
EasoBo20,1984,23,10,1
EasoJo20,1968,23,3,0
EasoNi20,2004,24,1,0
EasoNi21,2002,23,1,0
EasoRo20,1945,27,2,
EasoTo00,1983,24,16,2
EastNi00,2016,24,11,3
EastRa20,1972,23,8,2
EastRo20,1967,24,14,2
EasyOm00,2002,25,7,0
EatmIr20,1986,25,16,7
EatoCh20,1996,24,4,0
EatoLo20,1945,30,2,
EatoSc20,1967,23,12,5
EatoTr20,1988,23,1,0
EatoVi20,1955,22,12,
EbdiHa20,1931,25,14,
EberBe20,1924,23,3,
EberHa20,1923,24,2,
EberJe00,2012,23,,0
EberJe20,1932,24,4,
EberJo20,1970,22,14,3
EberRi00,1968,23,1,0
EbliRa20,1942,23,6,
EbneNa00,2012,24,15,1
EbroEr00,2014,21,13,2
EbyxBy20,1930,26,3,
EcclSc20,1987,24,1,0
EcheAd00,2004,24,4,0
EchoDo20,1987,30,3,0
EchoFa20,1962,23,5,3
EchoMi20,2002,24,4,0
EchoTe20,1984,22,4,0
EckbGu20,1925,27,1,
EckeEd20,1947,24,12,
EckeKy00,2007,26,12,1
EckhOx20,1928,27,11,
EcklBo20,1945,28,6,
EcklBr00,1949,27,12,
EcksDo20,1925,23,12,
EckwJe00,1979,25,16,6
EckxKe20,1979,24,13,2
EconAn20,2006,24,3,0
EddiFl00,1982,24,4,4
EddiRo00,2011,23,1,0
EddsA.99,2011,24,11,0
EddyNi00,1968,24,5,2
EdebKa00,2014,25,16,1
EdelBr00,1982,22,9,6
EdelJu00,2009,23,11,4
EdgaBi20,1923,25,5,
EdgeBo00,1962,23,14,7
EdgeSh20,1996,25,4,0
edingpau01,2000,22,16,3
EdisCo00,2016,23,6,0
EdisDo00,2009,23,5,0
EdleDe20,1923,26,5,
EdmoBo00,*+,22,15,1
EdmoCh20,2002,24,8,0
EdmoVa20,1926,27,5,
EdmuFe00,1988,23,16,5
EdmuRa20,1968,22,14,6
EdwaAl00,1990,23,14,0
EdwaAn00,1989,23,9,1
EdwaAn20,1993,23,9,1
EdwaAn21,1999,22,16,0
EdwaAr00,2010,22,3,0
EdwaBe00,2015,23,2,0
EdwaBr00,2005,22,10,4
EdwaBr20,1988,22,16,4
EdwaBu20,1930,22,9,
EdwaCa20,1920,32,7,
EdwaCi00,1968,25,14,2
EdwaDa00,1948,22,11,
EdwaDa20,1963,24,14,4
EdwaDa21,1985,23,14,1
EdwaDe20,1987,28,3,0
EdwaDi20,1991,23,11,2
EdwaDo20,1996,23,15,2
EdwaDo21,2005,23,12,1
EdwaDw20,2004,23,4,0
EdwaEa20,1969,23,14,3
EdwaEd20,1977,23,12,5
EdwaEm00,1975,23,11,0
EdwaEr00,2004,24,16,0
EdwaGl00,1971,24,8,3
EdwaHe20,1977,23,14,9
EdwaJi20,1979,27,14,0
EdwaKa20,2002,23,16,3
EdwaKe00,1986,22,14,1
EdwaLa00,2013,23,7,1
EdwaLa01,2016,24,16,0
EdwaLl20,1969,23,14,0
EdwaMa00,1997,23,15,1
EdwaMa01,2015,21,14,5
EdwaMa20,2000,25,11,1
EdwaMa21,1943,27,1,
EdwaMo20,1940,20,9,
EdwaPa00,2013,25,4,0
EdwaRa20,1984,23,13,1
EdwaRa21,2006,21,15,2
EdwaRo00,1998,24,16,11
EdwaRo20,2001,22,7,1
EdwaSt00,1982,22,7,1
EdwaSt20,2002,23,1,0
EdwaTe00,2003,24,6,0
EdwaTi20,1992,24,14,1
EdwaTo20,1926,27,12,
EdwaTr00,1999,22,16,7
EdwaTr01,2007,24,10,4
EdwaTu20,1932,25,6,
EdwaVe20,1996,24,5,1
EdwaWe20,1948,24,5,
EganDi20,1920,,7,
EganDi21,1924,20,3,
EgboPa00,2012,26,6,0
EggeDo20,1954,24,11,
EgloRo00,1977,22,13,0
EgneMi00,2012,23,2,0
EguxPa00,1989,22,7,0
EhinCh20,1983,22,9,0
EhinPa00,2016,24,5,2
EhleTo20,1975,23,14,3
EhrhCl20,1946,25,10,
EhrmJo00,1973,24,12,3
EibnJo20,1941,27,11,
EichRa20,1925,33,4,
EideEd20,1944,23,1,
EideJi20,1926,25,1,
EidsJi20,1976,22,9,3
EifeTy00,2013,23,15,4
EifrJi20,1961,23,1,2
EikeCh20,1948,24,9,
EilePa20,1990,24,8,1
EiscMi20,1966,26,12,3
EiseJo20,1987,25,1,0
EiseLa00,1961,21,14,6
EiseSt20,1988,25,13,1
EissAl20,1920,,2,
EitzCh20,2000,23,5,0
EkejIs20,2005,24,10,1
EkerAn20,1984,23,2,0
EkerCa00,1976,22,14,4
EkubEb20,1999,23,16,0
El-MHi20,1995,23,2,0
ElamAb20,2006,25,15,1
ElamCl00,1975,23,14,4
ElamMa00,2013,22,16,7
ElamOn20,1987,23,5,0
ElamSh20,2001,24,4,0
elamxjas01,1993,23,16,3
EldeDo20,1985,22,10,1
EldrBr00,2010,23,14,0
ElewMo20,1992,27,5,3
EleyCl20,1987,26,2,0
EleyMo00,1975,26,6,0
EliaBr20,1975,22,14,4
EliaDo20,1942,24,4,
EliaHo20,1978,23,16,6
EliaKe00,1994,22,2,0
ElioJi20,1983,24,12,1
ElkiCh20,1928,29,10,
ElkiEv20,1940,23,1,
ElkiLa00,1966,23,14,3
ElkiMi00,1989,23,1,0
ElkoBi20,1983,24,11,2
EllaHe00,1983,22,12,3
ElleBi20,1976,26,11,1
ElleCa00,1964,22,14,8
ElleDa99,2009,24,13,3
ElleDo20,1960,22,12,3
ElleGa00,1985,22,15,1
ElleGe20,1946,25,13,
ElleJa20,1955,24,12,
ElleRi20,1979,22,13,0
ElliAl00,1973,22,14,3
ElliAl01,2016,23,6,0
ElliAl20,1922,28,11,
ElliAn00,2013,24,15,7
ElliAt00,2009,28,15,0
ElliBr00,2014,23,13,1
ElliCa20,1951,24,12,
ElliCh20,1947,26,10,
ElliCh99,2008,23,7,1
ElliCl20,1972,22,13,5
ElliCr20,1986,25,9,0
ElliDa20,2005,25,2,0
ElliDe00,2006,22,9,0
ElliDe01,2016,24,13,1
ElliDo20,+,22,7,
ElliDr20,1938,24,11,
ElliEd20,1997,22,1,0
ElliEz00,*+,21,15,16
ElliGe00,1980,23,15,6
ElliGl20,1971,24,1,0
ElliGr20,1998,23,16,8
ElliHe20,1949,24,12,
ElliJa00,2002,23,2,0
ElliJa01,2016,23,6,1
ElliJa02,2014,23,13,1
ElliJe00,1995,24,16,2
ElliJi20,1967,23,14,1
ElliJi21,1987,23,3,1
ElliJo00,1967,23,13,4
ElliJo20,1944,25,6,
ElliJu00,1988,23,16,4
ElliJu01,2014,24,16,6
ElliKe00,1970,23,13,6
ElliKe01,2011,24,5,3
ElliKe02,2012,24,13,1
ElliKe20,2006,22,14,4
ElliKe98,2009,22,13,4
ElliKw20,1996,22,8,0
ElliLa20,1948,26,4,
ElliLe00,1973,22,6,1
ElliLu00,1995,22,16,7
ElliMa20,1992,24,16,2
ElliMa21,1972,24,14,4
ellinaar01,2003,25,16,2
elliolin01,1992,24,16,3
ElliOm20,1995,24,2,0
ElliRa20,1981,22,16,1
ElliRh00,2012,24,16,1
ElliRi20,1983,23,16,6
ElliRo20,1960,22,14,5
ElliSe99,2008,23,13,6
ElliSh00,2000,23,16,5
ElliTe20,1987,23,3,0
ElliTo20,1982,23,9,2
ElliTo21,1987,23,1,0
ElliWa20,1924,26,8,
ElliWi00,1967,22,14,1
ElloBu20,1930,,12,
EllsPe20,1996,22,14,4
EllsSw20,1934,28,11,
EllzCh20,1960,22,9,4
ElmeDa20,1971,22,14,7
ElmoDo20,1962,24,14,0
ElmoRi00,2012,24,,0
ElneSh20,1929,23,4,
ElomJo20,1998,22,1,0
ElroJi20,1976,22,6,1
ElseEa20,1933,25,4,
ElseEa21,1946,31,13,
ElshNe20,1981,23,4,0
ElstDu20,1942,24,11,
ElteLe00,1953,24,12,
ElwaJo00,1983,23,11,4
ElweJa00,1962,22,13,0
ElyxHa20,1932,23,9,
ElyxLa20,1970,23,11,3
ElzePa20,1968,22,5,2
EmanBe00,1994,24,16,5
EmanBe20,2005,23,11,3
EmanCh20,1997,24,5,1
EmanFr20,1966,24,14,5
EmanKy00,2015,24,15,2
EmbrJo20,1969,25,13,5
EmbrJo21,1987,22,1,0
EmbrKe20,2000,31,14,2
EmbrMe20,1953,26,12,
EmelPe00,1967,24,1,0
EmerBo20,1934,21,9,
EmerLa20,1987,23,5,0
EmerOx20,1931,24,12,
EmerVe20,1969,24,5,2
EmmoCa20,1996,23,15,2
EmmoFr20,1940,22,11,
EmslRe20,1923,28,1,
EmtmSt20,1992,22,9,5
EnaxJu20,2002,25,9,1
EndeDi20,1969,22,14,5
EndrAl20,1952,23,2,
EndrVi20,1922,19,1,
EnemIK00,2014,23,6,0
EngeGr20,1995,24,10,1
EngeJo20,2000,24,16,4
EngeJo21,1921,23,1,
EngeSt20,1970,23,3,0
EngeTi20,1932,22,14,
EngeWu20,1930,22,9,
EnglAu00,2011,24,7,0
EnglDe20,1997,23,5,2
EnglDo00,1975,22,14,4
EnglEr20,1994,23,11,1
EnglHa20,1921,21,5,
EnglKe20,1990,24,16,1
EnglLa99,2009,23,16,2
EnglRi20,1976,22,14,2
EngrBo00,1996,23,16,3
EngsAr20,1924,26,1,
EnicSt20,1945,22,5,
EnisCu00,1998,22,9,3
EnisHu00,1960,24,14,2
EnkeFr20,1948,24,12,
EnriRe20,1926,25,10,
EnunQu00,2014,22,1,0
EnyaBi00,1969,22,14,3
EnzoJa20,2005,24,1,0
EphrAl20,2003,22,16,2
EppePa00,1960,25,9,1
EppsBo20,1954,22,10,
EppsDe00,2010,22,3,0
EppsJa20,1987,24,3,1
EppsPh00,1982,24,9,4
EppsTo20,1990,23,16,7
epstehay01,2002,22,15,0
ErdlDi20,1942,22,10,
ErehAr20,1920,26,1,
ErenRi00,1984,22,16,6
EricAl01,2016,24,16,1
EricBe20,1967,23,13,2
EricBi20,1948,27,9,
EricBu20,1938,22,2,
EricCr00,1992,23,6,0
EricHa20,1923,24,10,
EricHa21,1921,27,4,
EricMi20,1930,25,12,
EricSw20,1924,,1,
EricWa20,1927,25,12,
ErlaTo00,1962,22,4,3
ErlaTo20,1988,22,4,0
ErnsJa20,1925,26,12,
ErnsMi00,1972,22,1,0
ErnsPa20,2005,23,1,0
ErtzZa00,2013,23,16,4
ErviCa00,2015,23,16,2
ErviRi00,1991,23,15,9
ErviTy00,2016,23,12,0
ErwiTe00,1968,22,9,1
erxlerus01,1979,22,1,1
EschHe20,1930,23,7,
EscoGa00,2013,22,16,1
EshmLe20,1941,24,9,
EsiaBo00,1984,23,10,2
EspiAl20,1923,,1,
EspiAl21,1987,23,1,0
EspoMi00,1976,23,10,3
EspyMi20,2006,24,1,0
EsseCl20,1947,22,7,
EsseTr20,2005,23,6,2
EssiRo20,1980,22,16,3
EssmCh20,1920,39,1,
EstaGr01,2007,25,10,2
EsteDo20,1966,28,5,3
EsteJo00,2011,24,2,0
EsteLa20,1970,24,14,2
EsteMi20,1987,24,3,0
EstePa00,2005,22,7,0
EsteRi20,1987,24,2,0
EtchSa00,1961,31,14,5
EtelCa20,1926,26,1,
EtheCa20,1994,24,9,0
EtheDa20,1987,25,3,0
EthrJo20,1949,21,12,
EthrRa20,1996,28,14,0
EtieLa20,1990,24,10,1
EtteBo20,1968,23,14,3
EtteEa20,1921,,1,
EttiDo20,1948,26,10,
EubaDa00,2013,22,9,1
EubaJo20,2006,23,1,0
EugeHi99,2007,27,16,3
EuhuTi00,2004,24,12,1
EullKa00,2015,24,4,0
EvanBo20,1965,23,4,2
EvanBy20,1987,23,12,2
EvanCh00,1993,26,3,1
EvanCh01,1971,23,6,2
EvanCh20,1980,24,10,1
EvanDa00,2011,23,2,0
EvanDa20,1961,22,5,0
EvanDa21,1986,27,16,2
EvanDe00,2012,25,,0
EvanDe20,2001,22,16,2
EvanDi20,1940,25,7,
EvanDo20,1987,23,1,0
EvanDo21,1993,23,16,2
EvanEa20,1925,25,14,
EvanFr20,1946,25,6,
EvanFr21,2006,23,1,0
EvanGr20,1995,24,16,3
EvanHe00,2001,23,16,0
EvanJa20,1929,24,2,
EvanJa21,2006,23,16,9
EvanJa22,1987,24,2,0
EvanJe00,1993,25,14,0
EvanJi00,1964,25,12,1
EvanJo00,2013,22,15,4
EvanJo20,1987,23,1,0
EvanJo21,1978,22,16,3
EvanJo22,1958,22,1,
EvanJo23,1995,23,7,1
EvanLa20,1976,23,14,5
EvanLe00,2004,23,16,9
EvanLe20,1996,22,12,1
EvanLe21,1985,24,8,1
EvanLo20,1933,22,12,
EvanMa00,2016,23,16,1
EvanMi00,2014,21,15,7
EvanMi20,1968,22,6,2
EvanMi21,1992,25,12,1
EvanMu20,1942,23,10,
EvanNo00,1965,23,14,4
EvanPa20,1948,26,1,
EvanRa00,2015,24,1,0
EvanRa20,1948,26,9,
EvanRa21,1949,25,10,
EvanRe00,1983,24,15,0
EvanRu20,1987,22,1,0
EvanSc20,1991,23,1,0
EvanTr20,2002,25,12,1
EvanVi00,1977,22,7,0
EverDe01,2015,23,11,1
EverEr20,1988,22,16,2
EverJi00,1986,23,6,3
EverKe00,2006,24,16,0
EverMa00,1983,23,16,0
EverSt20,1993,23,16,7
EverTh00,1987,23,12,5
EverTy20,2006,23,3,0
EverWi20,1990,22,2,0
EveyDi20,1964,23,14,5
EwinBr00,2012,23,,0
ExumAn00,2014,23,14,1
EyreNi20,1981,22,6,0
EzekLi20,2005,23,2,0
EzerVi00,1968,24,14,0
EzorBl20,1990,24,9,1
FaaoNu00,1986,22,12,0
FabiAn00,2016,23,4,1
FabiJa20,1998,24,16,9
FabuTa00,2015,24,4,0
FackKy00,2016,25,13,1
FadaRo20,1983,22,5,1
FagaJu20,1970,22,14,2
FagaKe20,1987,24,7,2
FaggDe20,2002,23,2,0
FagiCa20,1944,26,2,
FahaJo20,1925,23,1,
FahnJi20,1984,26,14,2
FahnKe00,1974,22,14,3
FailFr20,1930,26,1,
FainJe20,2003,22,9,4
FainRi20,1991,23,8,1
FairAr20,1947,26,3,
FairBi20,1967,26,7,3
FairCa20,2001,22,3,0
FairDo20,1987,23,3,1
FairEr20,1986,22,12,1
FairGr20,1976,22,12,4
FairLe20,1974,23,2,2
FairNi00,2011,23,10,1
FairPa20,1984,23,7,1
FairTe20,1998,22,14,6
FaisDe00,1990,23,15,0
FaisEa00,*+,22,14,16
FalaNe20,*,25,9,
FalcDi20,1920,24,2,
FalcGu20,1920,28,9,
FalcTe20,1978,23,8,3
FaleDa00,2016,26,1,0
FalkTo20,1943,28,10,
FallMi20,1922,24,8,
FallMi21,1960,26,11,2
FamiGa20,1938,25,9,
FanaPa20,2011,25,3,0
FaneAl00,1998,22,16,4
FaneJo20,2005,23,3,0
FangHe00,2012,27,1,0
FannCh00,1993,23,1,0
FannMa00,2012,25,,0
FannMi20,1975,22,8,4
FannSt20,1960,23,12,5
FantGe00,2016,24,14,6
FantKe20,1979,22,16,4
FanuLe20,1954,23,12,
FanuMi20,1972,23,14,4
FaraCh20,1971,22,14,0
FarbHa20,1970,22,8,6
FargJu00,2003,23,10,1
FariNi20,1927,22,1,
FarkAn20,1938,22,9,
FarlDa20,1971,22,4,4
FarlDi20,1968,22,10,2
FarlJo20,1984,23,13,0
FarlMa00,2016,24,16,1
FarmDa00,2000,23,13,2
FarmDa20,1978,24,3,0
FarmDi20,1939,23,10,
FarmGe00,1982,24,8,6
FarmGe01,1970,22,11,6
FarmGe02,2016,23,2,0
FarmKa00,1976,22,1,0
FarmLo20,1964,24,14,4
FarmRa20,1996,22,16,6
FarmRo20,1999,25,13,0
FarmRo21,1979,24,4,0
FarmTe20,1978,25,2,0
FarmTo20,1946,25,8,
FarqJo00,1996,24,5,0
FarrBo00,1960,24,6,0
FarrCu20,1963,22,5,3
FarrDi00,2014,24,8,1
FarrDM20,1994,23,10,2
FarrJa99,1997,22,16,8
FarrJi00,2003,25,16,1
FarrJo20,1965,22,14,3
FarrKe00,1951,23,11,
FarrKe02,2016,23,13,2
FarrKr20,2001,24,3,1
FarrMe00,*,23,13,10
FarrMe20,1989,23,1,0
FarrMi00,1990,23,12,2
FarrMi01,1965,22,10,6
FarrPa20,1983,23,16,1
FarrSc20,1938,23,12,
FarrSe20,1982,22,9,6
FarrTo20,1946,26,11,
FarrVe20,1938,28,1,
FarwHe20,2005,24,7,1
FaryBr20,1988,23,15,1
FasaAn00,2006,22,16,1
FasaRa00,2002,24,4,1
FasoCi00,2005,23,13,0
FassGr20,2009,24,1,0
FataMa20,2001,22,7,1
FatiT.00,2014,23,10,1
FaucCh20,1987,24,2,1
FaulCh20,1984,24,8,0
FaulJe20,1987,23,3,0
FaulKe00,1999,23,11,2
FaulMa00,*,21,16,16
FaulSt20,1964,23,1,2
FaulTr20,2004,23,13,2
FaumTa20,1994,23,5,0
FaumWi20,1977,23,14,5
FaurCh00,1995,24,14,2
FaurJo00,2013,23,16,2
FaurRo20,1984,22,15,4
FausDi20,1924,,1,
FausFr20,1921,26,4,
FausGe20,1939,22,9,
FausPa20,1967,24,1,1
FaveHa20,1952,25,11,
FavoGr20,1998,24,16,3
FavrBr00,1991,22,2,0
FavrCa20,1979,22,16,3
FawcJa20,1942,23,10,
FaylJo20,1987,24,3,0
FaysJa00,2012,25,,0
FayxDo20,1922,27,1,
FazaJe00,1999,24,7,2
FaziRo20,1987,25,1,0
FeacRi00,1976,22,13,1
FeagJe20,1988,22,16,1
FeagWi20,1961,24,14,4
FeamTo20,1956,26,12,
FearTo00,1948,26,12,
FearWi20,1987,23,3,0
FeasBi20,1929,,12,
FeasGr20,1983,23,11,1
FeasGr21,1986,29,15,1
FeatBe00,+,25,11,
FeatTi20,1927,25,11,
FedeCr20,1987,24,3,1
FedeDa20,2006,23,2,0
FedeJo20,*,24,11,
