year,name,show,network,rank
2014,Washington Post  Hank Stuever,Olive Kitteridge,HBO,8
2014,Washington Post  Hank Stuever,The Roosevelts,PBS,9
2014,Washington Post  Hank Stuever,Orange Is the New Black,Netflix,10
2014,We Got This Covered  Staff consensus,Fargo,FX,1
2014,We Got This Covered  Staff consensus,Hannibal,NBC,2
2014,We Got This Covered  Staff consensus,Mad Men,AMC,3
2014,We Got This Covered  Staff consensus,The Americans,FX,4
2014,We Got This Covered  Staff consensus,Game of Thrones,HBO,5
2014,We Got This Covered  Staff consensus,True Detective,HBO,6
2014,We Got This Covered  Staff consensus,Last Week Tonight With John Oliver,HBO,7
2014,We Got This Covered  Staff consensus,The Leftovers,HBO,8
2014,We Got This Covered  Staff consensus,Louie,FX,9
2014,We Got This Covered  Staff consensus,Olive Kitteridge,HBO,10
2014,Wired  Staff consensus,Game of Thrones,HBO,1
2014,Wired  Staff consensus,Broad City,Comedy Central,2
2014,Wired  Staff consensus,Inside Amy Schumer,Comedy Central,3
2014,Wired  Staff consensus,Last Week Tonight With John Oliver,HBO,4
2014,Wired  Staff consensus,New Girl,Fox,5
2014,Wired  Staff consensus,The Knick,Cinemax,6
2014,Wired  Staff consensus,The Good Wife,CBS,7
2014,Wired  Staff consensus,Transparent,Amazon,8
2014,Wired  Staff consensus,True Detective,HBO,9
2014,Wired  Staff consensus,Veep,HBO,10
2014,Yahoo! TV  Ken Tucker,The Good Wife,CBS,1
2014,Yahoo! TV  Ken Tucker,Olive Kitteridge,HBO,2
2014,Yahoo! TV  Ken Tucker,Broad City,Comedy Central,3
2014,Yahoo! TV  Ken Tucker,Silicon Valley,HBO,4
2014,Yahoo! TV  Ken Tucker,True Detective,HBO,5
2014,Yahoo! TV  Ken Tucker,The Americans,FX,6
2014,Yahoo! TV  Ken Tucker,The Leftovers,HBO,7
2014,Yahoo! TV  Ken Tucker,Fargo,FX,8
2014,Yahoo! TV  Ken Tucker,Veep,HBO,9
2014,Yahoo! TV  Ken Tucker,The Knick,Cinemax,10
2015,Adweek Jason Lynch,Fargo,FX,1
2015,Adweek Jason Lynch,The Americans,FX,2
2015,Adweek Jason Lynch,The Leftovers,HBO,4
2015,Adweek Jason Lynch,Transparent,Amazon,5
2015,Adweek Jason Lynch,The Jinx,HBO,6
2015,Adweek Jason Lynch,Mr. Robot,USA,7
2015,Adweek Jason Lynch,You're the Worst,FXX,8
2015,Adweek Jason Lynch,Review,Comedy Central,9
2015,Adweek Jason Lynch,Rectify,Sundance,10
2015,A.V. Club Staff consensus,Mad Men,AMC,1
2015,A.V. Club Staff consensus,The Americans,FX,2
2015,A.V. Club Staff consensus,Fargo,FX,3
2015,A.V. Club Staff consensus,Better Call Saul,AMC,4
2015,A.V. Club Staff consensus,You're the Worst,FXX,5
2015,A.V. Club Staff consensus,The Leftovers,HBO,6
2015,A.V. Club Staff consensus,Hannibal,NBC,7
2015,A.V. Club Staff consensus,Transparent,Amazon,8
2015,A.V. Club Staff consensus,UnReal,Lifetime,9
2015,A.V. Club Staff consensus,Review,Comedy Central,10
2015,Boob Tube Dude Ryan McGee,Review,Comedy Central,1
2015,Boob Tube Dude Ryan McGee,BoJack Horseman,Netflix,2
2015,Boob Tube Dude Ryan McGee,Master of None,Netflix,3
2015,Boston Globe Matthew Gilbert,Fargo,FX,1
2015,Boston Globe Matthew Gilbert,Master of None,Netflix,2
2015,Boston Globe Matthew Gilbert,The Knick,Cinemax,3
2015,Boston Globe Matthew Gilbert,The Americans,FX,4
2015,Boston Globe Matthew Gilbert,Transparent,Amazon,5
2015,Boston Globe Matthew Gilbert,Broad City,Comedy Central,6
2015,Boston Globe Matthew Gilbert,Inside Amy Schumer,Comedy Central,7
2015,Boston Globe Matthew Gilbert,The Affair,Showtime,8
2015,Boston Globe Matthew Gilbert,Catastrophe,Amazon,9
2015,Boston Globe Matthew Gilbert,Togetherness,HBO,10
2015,Business Insider Jethro Nededog,Game of Thrones,HBO,1
2015,Business Insider Jethro Nededog,Mad Men,AMC,2
2015,Business Insider Jethro Nededog,Marvel's Daredevil,Netflix,3
2015,Business Insider Jethro Nededog,Silicon Valley,HBO,4
2015,Business Insider Jethro Nededog,Unbreakable Kimmy Schmidt,Netflix,5
2015,Business Insider Jethro Nededog,Mr. Robot,USA,6
2015,Business Insider Jethro Nededog,The Jinx,HBO,7
2015,Business Insider Jethro Nededog,Master of None,Netflix,8
2015,Business Insider Jethro Nededog,Into the Badlands,AMC,9
2015,Business Insider Jethro Nededog,Casual,Hulu,10
2015,Cinema Blend Nick Venable,Veep,HBO,1
2015,Cinema Blend Nick Venable,The Leftovers,HBO,2
2015,Cinema Blend Nick Venable,Master of None,Netflix,3
2015,Cinema Blend Nick Venable,Transparent,Amazon,4
2015,Cinema Blend Nick Venable,Better Call Saul,AMC,5
2015,Cinema Blend Nick Venable,The Jinx,HBO,6
2015,Cinema Blend Nick Venable,Hannibal,NBC,7
2015,Cinema Blend Nick Venable,Empire,Fox,8
2015,Cinema Blend Nick Venable,Crazy Ex-Girlfriend,CW,9
2015,Cinema Blend Nick Venable,Justified,FX,10
2015,Cleveland Plain Dealer Mark Dawidziak,Fargo,FX,1
2015,Cleveland Plain Dealer Mark Dawidziak,The Man in the High Castle,Amazon,2
2015,Cleveland Plain Dealer Mark Dawidziak,Justified,FX,3
2015,Cleveland Plain Dealer Mark Dawidziak,Luther,BBC America,4
2015,Cleveland Plain Dealer Mark Dawidziak,Penny Dreadful,Showtime,5
2015,Cleveland Plain Dealer Mark Dawidziak,Game of Thrones,HBO,6
2015,Cleveland Plain Dealer Mark Dawidziak,Master of None,Netflix,7
2015,Cleveland Plain Dealer Mark Dawidziak,Transparent,Amazon,8
2015,Cleveland Plain Dealer Mark Dawidziak,Unbreakable Kimmy Schmidt,Netflix,9
2015,Cleveland Plain Dealer Mark Dawidziak,Louie,FX,10
2015,Complex Staff consensus,Mr. Robot,USA,1
2015,Complex Staff consensus,The Leftovers,HBO,2
2015,Complex Staff consensus,The Jinx,HBO,3
2015,Complex Staff consensus,Mad Men,AMC,4
2015,Complex Staff consensus,Master of None,Netflix,5
2015,Complex Staff consensus,Marvel's Jessica Jones,Netflix,6
2015,Complex Staff consensus,Fargo,FX,7
2015,Complex Staff consensus,Inside Amy Schumer,Comedy Central,8
2015,Complex Staff consensus,Broad City,Comedy Central,9
2015,Complex Staff consensus,Transparent,Amazon,10
2015,The Daily Beast Kevin Fallon,Fargo,FX,1
2015,The Daily Beast Kevin Fallon,Transparent,Amazon,2
2015,The Daily Beast Kevin Fallon,The Leftovers,HBO,3
2015,The Daily Beast Kevin Fallon,You're the Worst,FXX,4
2015,The Daily Beast Kevin Fallon,Mr. Robot,USA,5
2015,The Daily Beast Kevin Fallon,Veep,HBO,6
2015,The Daily Beast Kevin Fallon,Inside Amy Schumer,Comedy Central,7
2015,The Daily Beast Kevin Fallon,Mad Men,AMC,8
2015,The Daily Beast Kevin Fallon,Game of Thrones,HBO,9
2015,The Daily Beast Kevin Fallon,UnReal,Lifetime,10
2015,Denver Post Joanne Ostrow,Transparent,Amazon,1
2015,Denver Post Joanne Ostrow,The Knick,Cinemax,2
2015,Denver Post Joanne Ostrow,Fargo,FX,3
2015,Denver Post Joanne Ostrow,Better Call Saul,AMC,4
2015,Denver Post Joanne Ostrow,The Americans,FX,5
2015,Denver Post Joanne Ostrow,American Crime,ABC,6
2015,Denver Post Joanne Ostrow,Getting On,HBO,7
2015,Denver Post Joanne Ostrow,The Affair,Showtime,8
2015,Denver Post Joanne Ostrow,Empire,Fox,9
2015,Denver Post Joanne Ostrow,You're the Worst,FXX,10
2015,Digital Spy Staff consensus,Humans,AMC,1
2015,Digital Spy Staff consensus,This Is England '90,Channel 4,2
2015,Digital Spy Staff consensus,Fargo,FX,3
2015,Digital Spy Staff consensus,Hannibal,NBC,4
2015,Digital Spy Staff consensus,Marvel's Jessica Jones,Netflix,5
2015,Digital Spy Staff consensus,Game of Thrones,HBO,6
2015,Digital Spy Staff consensus,Marvel's Daredevil,Netflix,7
2015,Digital Spy Staff consensus,Catastrophe,Amazon,8
2015,Digital Spy Staff consensus,Doctor Who,BBC America,9
2015,Digital Spy Staff consensus,Marvel's Agent Carter,ABC,10
2015,Entertainment Weekly Jeff Jensen,Mr. Robot,USA,1
2015,Entertainment Weekly Jeff Jensen,The Americans,FX,2
2015,Entertainment Weekly Jeff Jensen,Unbreakable Kimmy Schmidt,Netflix,3
2015,Entertainment Weekly Jeff Jensen,Master of None,Netflix,4
2015,Entertainment Weekly Jeff Jensen,Mad Men,AMC,5
2015,Film School Rejects Neil Miller,Fargo,FX,1
2015,Film School Rejects Neil Miller,Rick and Morty,Adult Swim,2
2015,Film School Rejects Neil Miller,You're the Worst,FXX,3
2015,Film School Rejects Neil Miller,Game of Thrones,HBO,4
2015,Film School Rejects Neil Miller,Marvel's Jessica Jones,Netflix,5
2015,Film School Rejects Neil Miller,Marvel's Daredevil,Netflix,6
2015,Film School Rejects Neil Miller,Master of None,Netflix,7
2015,Film School Rejects Neil Miller,Catastrophe,Amazon,8
2015,Film School Rejects Neil Miller,Casual,Hulu,9
2015,Film School Rejects Neil Miller,Justified,FX,10
2015,HitFix Alan Sepinwall,The Leftovers,HBO,1
2015,HitFix Alan Sepinwall,Mad Men,AMC,2
2015,HitFix Alan Sepinwall,Fargo,FX,3
2015,HitFix Alan Sepinwall,The Americans,FX,4
2015,HitFix Alan Sepinwall,Transparent,Amazon,5
2015,HitFix Alan Sepinwall,Justified,FX,6
2015,HitFix Alan Sepinwall,Review,Comedy Central,7
2015,HitFix Alan Sepinwall,Master of None,Netflix,8
2015,HitFix Alan Sepinwall,Parks and Recreation,NBC,9
2015,HitFix Alan Sepinwall,Rectify,Sundance,10
2015,The Hollywood Reporter Tim Goodman,Fargo,FX,1
2015,The Hollywood Reporter Tim Goodman,The Leftovers,HBO,2
2015,The Hollywood Reporter Tim Goodman,Mad Men,AMC,3
2015,The Hollywood Reporter Tim Goodman,The Americans,FX,4
2015,The Hollywood Reporter Tim Goodman,Louie,FX,5
2015,The Hollywood Reporter Tim Goodman,Mr. Robot,USA,6
2015,The Hollywood Reporter Tim Goodman,Transparent,Amazon,7
2015,The Hollywood Reporter Tim Goodman,Rectify,Sundance,8
2015,The Hollywood Reporter Tim Goodman,Veep,HBO,9
2015,The Hollywood Reporter Tim Goodman,UnReal,Lifetime,10
2015,Indiewire Kate Erbland,Unbreakable Kimmy Schmidt,Netflix,1
2015,Indiewire Kate Erbland,Marvel's Jessica Jones,Netflix,2
2015,Indiewire Kate Erbland,The Leftovers,HBO,3
2015,Indiewire Kate Erbland,Fargo,FX,4
2015,Indiewire Kate Erbland,Better Call Saul,AMC,5
2015,Indiewire Kate Erbland,Mad Men,AMC,6
2015,Indiewire Kate Erbland,Show Me a Hero,HBO,7
2015,Indiewire Kate Erbland,Silicon Valley,HBO,8
2015,Indiewire Kate Erbland,The Last Man on Earth,Fox,9
2015,Indiewire Kate Erbland,Bar Rescue,Spike,10
2015,Indiewire Liz Shannon Miller,Mr. Robot,USA,1
2015,Indiewire Liz Shannon Miller,Mozart in the Jungle,Amazon,2
2015,Indiewire Liz Shannon Miller,Brooklyn Nine-Nine,Fox,3
2015,Indiewire Liz Shannon Miller,Playing House,USA,4
2015,Indiewire Liz Shannon Miller,Project Greenlight,HBO,5
2015,Indiewire Liz Shannon Miller,The Mindy Project,Hulu,6
2015,Indiewire Liz Shannon Miller,Sense8,Netflix,7
2015,Indiewire Liz Shannon Miller,iZombie,CW,8
2015,Indiewire Liz Shannon Miller,Difficult People,Hulu,9
2015,Indiewire Ben Travers,The Leftovers,HBO,1
2015,Indiewire Ben Travers,Togetherness,HBO,2
2015,Indiewire Ben Travers,Public Morals,TNT,3
2015,Indiewire Ben Travers,Red Oaks,Amazon,4
2015,Indiewire Ben Travers,Episodes,Showtime,5
2015,Indiewire Ben Travers,Catastrophe,Amazon,6
2015,Indiewire Ben Travers,Ash vs. Evil Dead,Starz,7
2015,Indiewire Ben Travers,The Last Man on Earth,Fox,8
2015,Indiewire Ben Travers,Rectify,Sundance,9
2015,Indiewire Ben Travers,Fresh Off the Boat,ABC,10
2015,IGN Matt Fowler,The Leftovers,HBO,1
2015,IGN Matt Fowler,Mr. Robot,USA,2
2015,IGN Matt Fowler,Hannibal,NBC,3
2015,IGN Matt Fowler,Master of None,Netflix,4
2015,IGN Matt Fowler,The Americans,FX,5
2015,IGN Matt Fowler,Marvel's Daredevil,Netflix,6
2015,IGN Matt Fowler,Wet Hot American Summer: First Day of Camp,Netflix,7
2015,IGN Matt Fowler,The Man in the High Castle,Amazon,8
2015,IGN Matt Fowler,Fargo,FX,9
2015,IGN Matt Fowler,Marvel's Jessica Jones,Netflix,10
2015,Las Vegas Weekly Josh Bell,The Americans,FX,1
2015,Las Vegas Weekly Josh Bell,Mad Men,AMC,2
2015,Las Vegas Weekly Josh Bell,You're the Worst,FXX,3
2015,Las Vegas Weekly Josh Bell,UnReal,Lifetime,4
2015,Las Vegas Weekly Josh Bell,Crazy Ex-Girlfriend,CW,5
2015,Las Vegas Weekly Josh Bell,Jane the Virgin,CW,6
2015,Las Vegas Weekly Josh Bell,Master of None,Netflix,7
2015,Las Vegas Weekly Josh Bell,Orange Is the New Black,Netflix,8
2015,Las Vegas Weekly Josh Bell,Fargo,FX,9
2015,Las Vegas Weekly Josh Bell,Younger,TV Land,10
2015,Lincoln Journal Star Jeff Korbelik,Fargo,FX,1
2015,Lincoln Journal Star Jeff Korbelik,The Leftovers,HBO,2
2015,Lincoln Journal Star Jeff Korbelik,Bloodline,Netflix,3
2015,Lincoln Journal Star Jeff Korbelik,Game of Thrones,HBO,4
2015,Lincoln Journal Star Jeff Korbelik,Mr. Robot,USA,5
2015,Lincoln Journal Star Jeff Korbelik,Transparent,Amazon,6
2015,Lincoln Journal Star Jeff Korbelik,The Good Wife,CBS,7
2015,Lincoln Journal Star Jeff Korbelik,Mad Men,AMC,8
2015,Lincoln Journal Star Jeff Korbelik,Justified,FX,9
2015,Lincoln Journal Star Jeff Korbelik,UnReal,Lifetime,10
2015,Los Angeles Times Mary McNamara,Game of Thrones,HBO,1
2015,Los Angeles Times Mary McNamara,UnReal,Lifetime,2
2015,Los Angeles Times Mary McNamara,Parks and Recreation,NBC,3
2015,Los Angeles Times Mary McNamara,Black-ish,ABC,4
2015,Los Angeles Times Mary McNamara,Foyle's War,Acorn,6
2015,Los Angeles Times Mary McNamara,Marvel's Jessica Jones,Netflix,7
2015,Los Angeles Times Mary McNamara,Mr. Robot,USA,8
2015,Los Angeles Times Mary McNamara,Transparent,Amazon,9
2015,Los Angeles Times Mary McNamara,Gotham,Fox,10
2015,New York Post Robert Rorke,Fargo,FX,1
2015,New York Post Robert Rorke,Narcos,Netflix,2
2015,New York Post Robert Rorke,American Crime,ABC,3
2015,New York Post Robert Rorke,The Affair,Showtime,4
2015,New York Post Robert Rorke,Transparent,Amazon,5
2015,New York Post Robert Rorke,Mr. Robot,USA,6
2015,New York Post Robert Rorke,Inside Amy Schumer,Comedy Central,7
2015,New York Post Robert Rorke,The Americans,FX,8
2015,New York Post Robert Rorke,Last Week Tonight With John Oliver,HBO,9
2015,New York Post Robert Rorke,Empire,Fox,10
2015,The New York Times Neil Genzlinger,The Jinx,HBO,1
2015,The New York Times Neil Genzlinger,Mimi and Dona,PBS,2
2015,The New York Times Neil Genzlinger,Cancer: The Emperor of All Maladies,PBS,3
2015,The New York Times Neil Genzlinger,The Brain With David Eagleman,PBS,4
2015,The New York Times Neil Genzlinger,Of Miracles and Men,ESPN,5
2015,The New York Times Neil Genzlinger,The Seventies,CNN,6
2015,The New York Times Neil Genzlinger,Documentary Now!,IFC,7
2015,The New York Times Neil Genzlinger,NOVA: Dawn of Humanity,PBS,8
2015,The New York Times Neil Genzlinger,"Looks Like Laury, Sounds Like Laury",World,9
2015,The New York Times Neil Genzlinger,Just Eat It: A Food Waste Story,MSNBC,10
2015,The New York Times Mike Hale,Louie,FX,1
2015,The New York Times Mike Hale,The Americans,FX,2
2015,The New York Times Mike Hale,The Knick,Cinemax,3
2015,The New York Times Mike Hale,The Jinx,HBO,4
2015,The New York Times Mike Hale,Fargo,FX,5
2015,The New York Times Mike Hale,Broad City,Comedy Central,6
2015,The New York Times Mike Hale,Justified,FX,7
2015,The New York Times Mike Hale,Transparent,Amazon,8
2015,The New York Times Mike Hale,Moone Boy,Hulu,9
2015,The New York Times Mike Hale,Penny Dreadful,Showtime,10
2015,Newsday Verne Gay,Game of Thrones,HBO,1
2015,Newsday Verne Gay,Mad Men,AMC,2
2015,Newsday Verne Gay,Wolf Hall,PBS,3
2015,Newsday Verne Gay,The Jinx,HBO,4
2015,Newsday Verne Gay,Unbreakable Kimmy Schmidt,Netflix,5
2015,Newsday Verne Gay,Homeland,Showtime,6
2015,Newsday Verne Gay,Better Call Saul,AMC,7
2015,Newsday Verne Gay,Fargo,FX,8
2015,Newsday Verne Gay,Master of None,Netflix,9
2015,Newsday Verne Gay,Ash vs. Evil Dead,Starz,10
2015,NPR Eric Deggans,Mr. Robot,USA,1
2015,NPR Eric Deggans,Fargo,FX,2
2015,NPR Eric Deggans,Marvel's Jessica Jones,Netflix,3
2015,NPR Eric Deggans,Better Call Saul,AMC,4
2015,NPR Eric Deggans,Black-ish,ABC,5
2015,NPR Eric Deggans,The Jinx,HBO,6
2015,NPR Eric Deggans,Master of None,Netflix,8
2015,NPR Eric Deggans,Empire,Fox,9
2015,NPR Eric Deggans,Inside Amy Schumer,Comedy Central,10
2015,NPR (Fresh Air) David Bianculli,Better Call Saul,AMC,1
2015,NPR (Fresh Air) David Bianculli,Fargo,FX,2
2015,NPR (Fresh Air) David Bianculli,Justified,FX,3
2015,NPR (Fresh Air) David Bianculli,The Good Wife,CBS,4
2015,NPR (Fresh Air) David Bianculli,The Daily Show With Jon Stewart,Comedy Central,5
2015,NPR (Fresh Air) David Bianculli,Mad Men,AMC,6
2015,NPR (Fresh Air) David Bianculli,The Walking Dead,AMC,7
2015,NPR (Fresh Air) David Bianculli,Louie,FX,8
2015,NPR (Fresh Air) David Bianculli,The Man in the High Castle,Amazon,9
2015,Omaha World-Herald Micah Mertes,Banshee,Cinemax,1
2015,Omaha World-Herald Micah Mertes,Mad Men,AMC,2
2015,Omaha World-Herald Micah Mertes,BoJack Horseman,Netflix,3
2015,Omaha World-Herald Micah Mertes,Fargo,FX,4
2015,Omaha World-Herald Micah Mertes,Making a Murderer,Netflix,5
2015,Omaha World-Herald Micah Mertes,The Leftovers,HBO,6
2015,Omaha World-Herald Micah Mertes,The Flash,CW,7
2015,Omaha World-Herald Micah Mertes,UnReal,Lifetime,8
2015,Omaha World-Herald Micah Mertes,Mr. Robot,USA,9
2015,Omaha World-Herald Micah Mertes,Transparent,Amazon,10
2015,The Oregonian Kristi Turnquist,Fargo,FX,1
2015,The Oregonian Kristi Turnquist,Mad Men,AMC,2
2015,The Oregonian Kristi Turnquist,Game of Thrones,HBO,3
2015,The Oregonian Kristi Turnquist,The Americans,FX,4
2015,The Oregonian Kristi Turnquist,Better Call Saul,AMC,5
2015,The Oregonian Kristi Turnquist,Silicon Valley,HBO,6
2015,The Oregonian Kristi Turnquist,The Affair,Showtime,7
2015,The Oregonian Kristi Turnquist,Justified,FX,8
2015,The Oregonian Kristi Turnquist,Empire,Fox,9
2015,The Oregonian Kristi Turnquist,Manhattan,WGN,10
2015,Paste Staff,Mad Men,AMC,1
2015,Paste Staff,Master of None,Netflix,2
2015,Paste Staff,Mr. Robot,USA,3
2015,Paste Staff,Fargo,FX,4
2015,Paste Staff,Parks and Recreation,NBC,5
2015,Paste Staff,The Leftovers,HBO,6
2015,Paste Staff,Unbreakable Kimmy Schmidt,Netflix,7
2015,Paste Staff,Brooklyn Nine-Nine,Fox,8
2015,Paste Staff,The Last Man on Earth,Fox,9
2015,Paste Staff,Game of Thrones,HBO,10
2015,People Tom Gliatto,Marvel's Daredevil,Netflix,2
2015,People Tom Gliatto,AND Marvel's Jessica Jones,Netflix,3
2015,People Tom Gliatto,Catastrophe,Amazon,4
2015,People Tom Gliatto,Empire,Fox,5
2015,People Tom Gliatto,Better Call Saul,AMC,6
2015,People Tom Gliatto,Fargo,FX,7
2015,People Tom Gliatto,Wolf Hall,PBS,8
2015,People Tom Gliatto,Master of None,Netflix,9
2015,People Tom Gliatto,Quantico,ABC,10
2015,Philadelphia Daily News Ellen Gray,Fargo,FX,1
2015,Philadelphia Daily News Ellen Gray,Rectify,Sundance,2
2015,Philadelphia Daily News Ellen Gray,The Leftovers,HBO,3
2015,Philadelphia Daily News Ellen Gray,Game of Thrones,HBO,4
2015,Philadelphia Daily News Ellen Gray,Unbreakable Kimmy Schmidt,Netflix,5
2015,Philadelphia Daily News Ellen Gray,The Americans,FX,6
2015,Philadelphia Daily News Ellen Gray,You're the Worst,FXX,7
2015,Philadelphia Daily News Ellen Gray,Orange Is the New Black,Netflix,8
2015,Philadelphia Daily News Ellen Gray,Mr. Robot,USA,9
2015,Philadelphia Daily News Ellen Gray,The Late Show With Stephen Colbert,CBS,10
2015,Pittsburgh Post-Gazette Rob Owen,Crazy Ex-Girlfriend,CW,1
2015,Pittsburgh Post-Gazette Rob Owen,Fargo,FX,2
2015,Pittsburgh Post-Gazette Rob Owen,Master of None,Netflix,3
2015,Pittsburgh Post-Gazette Rob Owen,Unbreakable Kimmy Schmidt,Netflix,4
2015,Pittsburgh Post-Gazette Rob Owen,The Americans,FX,5
2015,Pittsburgh Post-Gazette Rob Owen,The Jinx,HBO,6
2015,Pittsburgh Post-Gazette Rob Owen,Fresh Off the Boat,ABC,7
2015,Pittsburgh Post-Gazette Rob Owen,Empire,Fox,8
2015,Pittsburgh Post-Gazette Rob Owen,Episodes,Showtime,9
2015,Pittsburgh Post-Gazette Rob Owen,The Good Wife,CBS,10
2015,The Playlist Staff consensus,Transparent,Amazon,1
2015,The Playlist Staff consensus,The Leftovers,HBO,2
2015,The Playlist Staff consensus,Fargo,FX,3
2015,The Playlist Staff consensus,You're the Worst,FXX,4
2015,The Playlist Staff consensus,The Knick,Cinemax,5
2015,The Playlist Staff consensus,UnReal,Lifetime,6
2015,The Playlist Staff consensus,BoJack Horseman,Netflix,8
2015,The Playlist Staff consensus,Gravity Falls,Disney,10
2015,Rapid City Journal Max B. O'Connell,The Leftovers,HBO,1
2015,Rapid City Journal Max B. O'Connell,Mad Men,AMC,2
2015,Rapid City Journal Max B. O'Connell,BoJack Horseman,Netflix,3
2015,Rapid City Journal Max B. O'Connell,Hannibal,NBC,4
2015,Rapid City Journal Max B. O'Connell,Rick and Morty,Adult Swim,5
2015,Rapid City Journal Max B. O'Connell,You're the Worst,FXX,6
2015,Rapid City Journal Max B. O'Connell,Broad City,Comedy Central,7
2015,Rapid City Journal Max B. O'Connell,Review,Comedy Central,8
2015,Rapid City Journal Max B. O'Connell,Looking,HBO,9
2015,Rapid City Journal Max B. O'Connell,Show Me a Hero,HBO,10
2015,RogerEbert.com Brian Tallerico,Fargo,FX,1
2015,RogerEbert.com Brian Tallerico,Mad Men,AMC,2
2015,RogerEbert.com Brian Tallerico,Better Call Saul,AMC,3
2015,RogerEbert.com Brian Tallerico,You're the Worst,FXX,4
2015,RogerEbert.com Brian Tallerico,Halt and Catch Fire,AMC,5
2015,RogerEbert.com Brian Tallerico,The Americans,FX,6
2015,RogerEbert.com Brian Tallerico,Hannibal,NBC,7
2015,RogerEbert.com Brian Tallerico,Veep,HBO,8
2015,RogerEbert.com Brian Tallerico,The Leftovers,HBO,9
2015,RogerEbert.com Brian Tallerico,Master of None,Netflix,10
2015,Rolling Stone Rob Sheffield,Mr. Robot,USA,1
2015,Rolling Stone Rob Sheffield,Mad Men,AMC,2
2015,Rolling Stone Rob Sheffield,Broad City,Comedy Central,3
2015,Rolling Stone Rob Sheffield,The Americans,FX,4
2015,Rolling Stone Rob Sheffield,Difficult People,Hulu,5
2015,Rolling Stone Rob Sheffield,Empire,Fox,6
2015,Rolling Stone Rob Sheffield,Fargo,FX,7
2015,Rolling Stone Rob Sheffield,Veep,HBO,8
2015,Rolling Stone Rob Sheffield,Better Call Saul,AMC,9
2015,Rolling Stone Rob Sheffield,Last Week Tonight With John Oliver,HBO,10
2015,Salon Sonia Saraiya,Transparent,Amazon,1
2015,Salon Sonia Saraiya,BoJack Horseman,Netflix,2
2015,Salon Sonia Saraiya,Show Me a Hero,HBO,3
2015,Salon Sonia Saraiya,Black-ish,ABC,4
2015,Salon Sonia Saraiya,The Leftovers,HBO,5
2015,Salon Sonia Saraiya,Mad Men,AMC,6
2015,Salon Sonia Saraiya,Penny Dreadful,Showtime,7
2015,Salon Sonia Saraiya,Fresh Off the Boat,ABC,8
2015,Salon Sonia Saraiya,Mr. Robot,USA,9
2015,Salon Sonia Saraiya,Inside Amy Schumer,Comedy Central,10
2015,San Francisco Chronicle David Wiegand,Fargo,FX,1
2015,San Francisco Chronicle David Wiegand,Master of None,Netflix,2
2015,San Francisco Chronicle David Wiegand,Difficult People,Hulu,3
2015,San Francisco Chronicle David Wiegand,Deutschland 83,Sundance,4
2015,San Francisco Chronicle David Wiegand,Mr. Robot,USA,5
2015,San Francisco Chronicle David Wiegand,Casual,Hulu,6
2015,San Francisco Chronicle David Wiegand,Catastrophe,Amazon,7
2015,San Francisco Chronicle David Wiegand,The Diplomat,HBO,8
2015,San Francisco Chronicle David Wiegand,Empire,Fox,9
2015,San Francisco Chronicle David Wiegand,American Horror Story: Hotel,FX,10
2015,San Jose Mercury News Chuck Barney,Fargo,FX,1
2015,San Jose Mercury News Chuck Barney,The Americans,FX,2
2015,San Jose Mercury News Chuck Barney,Game of Thrones,HBO,3
2015,San Jose Mercury News Chuck Barney,Black-ish,ABC,4
2015,San Jose Mercury News Chuck Barney,Silicon Valley,HBO,5
2015,San Jose Mercury News Chuck Barney,Mad Men,AMC,6
2015,San Jose Mercury News Chuck Barney,Better Call Saul,AMC,7
2015,San Jose Mercury News Chuck Barney,You're the Worst,FXX,8
2015,San Jose Mercury News Chuck Barney,Transparent,Amazon,9
2015,San Jose Mercury News Chuck Barney,Mr. Robot,USA,10
2015,ScreenCrush Kevin Fitzpatrick,The Leftovers,HBO,1
2015,ScreenCrush Kevin Fitzpatrick,Transparent,Amazon,2
2015,ScreenCrush Kevin Fitzpatrick,Fargo,FX,3
2015,ScreenCrush Kevin Fitzpatrick,Marvel's Jessica Jones,Netflix,4
2015,ScreenCrush Kevin Fitzpatrick,Mr. Robot,USA,5
2015,ScreenCrush Kevin Fitzpatrick,Master of None,Netflix,6
2015,ScreenCrush Kevin Fitzpatrick,You're the Worst,FXX,7
2015,ScreenCrush Kevin Fitzpatrick,The Jinx,HBO,8
2015,ScreenCrush Kevin Fitzpatrick,BoJack Horseman,Netflix,9
2015,ScreenCrush Kevin Fitzpatrick,The 100,CW,10
2015,ScreenCrush Britt Hayes,Hannibal,NBC,1
2015,ScreenCrush Britt Hayes,Marvel's Jessica Jones,Netflix,2
2015,ScreenCrush Britt Hayes,The Leftovers,HBO,3
2015,ScreenCrush Britt Hayes,You're the Worst,FXX,4
2015,ScreenCrush Britt Hayes,The Knick,Cinemax,5
2015,ScreenCrush Britt Hayes,Fargo,FX,6
2015,ScreenCrush Britt Hayes,Making a Murderer,Netflix,7
2015,ScreenCrush Britt Hayes,UnReal,Lifetime,8
2015,ScreenCrush Britt Hayes,Transparent,Amazon,9
2015,ScreenCrush Britt Hayes,Mr. Robot,USA,10
2015,The Salt Lake Tribune Scott D. Pierce,Late Show With David Letterman,CBS,1
2015,The Salt Lake Tribune Scott D. Pierce,Game of Thrones,HBO,2
2015,The Salt Lake Tribune Scott D. Pierce,The Good Wife,CBS,3
