gameIndex,Date,Red,Blue,Win,RRoster,BRoster
9990,2015-12-06,JAYOB e-Sports,2Kill Gaming,red,SkyBart • Zuao • Goku • Theusma • Professor,Valus • Sephis • Vinhemo • Huxy • Ninja28
9989,2015-12-06,Amigos do 4Landerson,Keyd Warriors,blue,element • 4LaN • Vash • TheFoxz • Espeon,BroTher • Bgob • Deoxys • mascot • verfix
9988,2015-12-06,Brave e-Sports,Main Kalista,blue,Thulz • KTCHORO • Tomate • Sarkis • Cabuloso,Vert • Sessh • Chavoso • Kalec • BocaJR
9987,2015-12-06,Keyd Warriors,Amigos do 4Landerson,blue,BroTher • Bgob • Deoxys • mascot • verfix,element • 4LaN • Vash • TheFoxz • Espeon
9986,2015-12-06,2Kill Gaming,JAYOB e-Sports,blue,Valus • Sephis • Vinhemo • Huxy • Ninja28,SkyBart • Zuao • Goku • Theusma • Professor
9985,2015-12-06,Keyd Warriors,Big Gods,red,BroTher • Bgob • Deoxys • mascot • verfix,Ranger • Leozuxo • Rakin • Luskka • RedBert
9984,2015-12-06,Brave e-Sports,JAYOB e-Sports,blue,Thulz • KTCHORO • Tomate • Sarkis • Cabuloso,SkyBart • Zuao • Goku • Theusma • Professor
9983,2015-12-06,Main Kalista,2Kill Gaming,blue,Vert • Sessh • Chavoso • Kalec • BocaJR,Valus • Sephis • Vinhemo • Huxy • Ninja28
9982,2015-12-06,Amigos do 4Landerson,Santos Dexterity,red,element • 4LaN • Vash • TheFoxz • Espeon,w0lv • bielz • Fire • EzPrince • WoodBoy
9997,2016-02-23,Brave e-Sports,2Kill Gaming,red,Thulz • Freire • Tomate • Sarkis • Cabuloso,Valus • Sephis • Vinhemo • Huxy • Ninja28
9996,2016-02-23,2Kill Gaming,Brave e-Sports,red,Valus • Sephis • Vinhemo • Huxy • Ninja28,Thulz • Freire • Tomate • Sarkis • Cabuloso
9995,2016-02-23,Keyd Warriors,Big Gods,blue,Xem • Bgob • Deoxys • mascot • Otaku ousado,Ranger • Leozuxo • Rakin • Luskka • RedBert
9994,2016-02-23,Big Gods,Keyd Warriors,red,Ranger • Leozuxo • Rakin • Luskka • RedBert,Xem • Bgob • Deoxys • mascot • Otaku ousado
9993,2016-02-23,Robot E-Sports Team,Estúdio XP e-Sports,blue,Odyceuz • Sessh • Chavoso • Kalec • BocaJR,Daniels • Lynx • Krastyel • DudsTheBoy • Espeon
9992,2016-02-22,Estúdio XP e-Sports,Robot E-Sports Team,blue,Daniels • Lynx • Krastyel • DudsTheBoy • Espeon,Odyceuz • Sessh • Chavoso • Kalec • BocaJR
9991,2016-02-16,Robot E-Sports Team,Brave e-Sports,red,Odyceuz • Sessh • Chavoso • Kalec • BocaJR,Thulz • Freire • Tomate • Sarkis • Cabuloso
9990,2016-02-16,Brave e-Sports,Robot E-Sports Team,blue,Thulz • Freire • Tomate • Sarkis • Cabuloso,Odyceuz • Sessh • Chavoso • Kalec • BocaJR
9989,2016-02-16,2Kill Gaming,Keyd Warriors,red,Valus • Tuixzorde • Vinhemo • Huxy • Ninja28,BroTher • Bgob • Deoxys • mascot • Otaku ousado
9988,2016-02-16,Keyd Warriors,2Kill Gaming,red,BroTher • Bgob • Deoxys • mascot • Otaku ousado,Valus • Tuixzorde • Vinhemo • Huxy • Ninja28
9987,2016-02-16,Estúdio XP e-Sports,Big Gods,blue,element • 4LaN • Vash • DudsTheBoy • Espeon,Ranger • Leozuxo • Rakin • Luskka • RedBert
9986,2016-02-15,Big Gods,Estúdio XP e-Sports,red,Ranger • Leozuxo • Rakin • Luskka • RedBert,element • 4LaN • Vash • DudsTheBoy • Espeon
9985,2016-02-02,Keyd Warriors,Estúdio XP e-Sports,blue,BroTher • Bgob • Deoxys • mascot • verfix,element • 4LaN • Vash • DudsTheBoy • Espeon
9984,2016-02-02,Estúdio XP e-Sports,Keyd Warriors,red,element • 4LaN • Vash • DudsTheBoy • Espeon,BroTher • Bgob • Deoxys • mascot • verfix
9983,2016-02-02,Big Gods,Brave e-Sports,red,Ranger • Leozuxo • Rakin • Luskka • RedBert,Thulz • Freire • Tomate • Sarkis • Cabuloso
9982,2016-02-02,Brave e-Sports,Big Gods,blue,Thulz • Freire • Tomate • Sarkis • Cabuloso,Ranger • Leozuxo • Rakin • Luskka • RedBert
9981,2016-02-02,2Kill Gaming,Robot E-Sports Team,blue,Valus • Sephis • Vinhemo • Huxy • Ninja28,Odyceuz • Sessh • Chavoso • Kalec • BocaJR
9980,2016-02-01,Robot E-Sports Team,2Kill Gaming,red,Odyceuz • Sessh • Chavoso • Kalec • BocaJR,Valus • Sephis • Vinhemo • Huxy • Ninja28
9979,2016-01-26,Estúdio XP e-Sports,2Kill Gaming,red,element • 4LaN • Vash • DudsTheBoy • Espeon,Valus • Sephis • Vinhemo • Huxy • Ninja28
9978,2016-01-26,2Kill Gaming,Estúdio XP e-Sports,blue,Valus • Sephis • Vinhemo • Huxy • Ninja28,element • 4LaN • Vash • DudsTheBoy • Espeon
9977,2016-01-26,Big Gods,Robot E-Sports Team,red,Ranger • Leozuxo • Rakin • Luskka • RedBert,Odyceuz • Sessh • Chavoso • Kalec • BocaJR
9976,2016-01-26,Robot E-Sports Team,Big Gods,blue,Odyceuz • Sessh • Chavoso • Kalec • BocaJR,Ranger • Leozuxo • Rakin • Luskka • RedBert
9975,2016-01-26,Brave e-Sports,Keyd Warriors,red,Thulz • Freire • Tomate • Sarkis • Cabuloso,BroTher • Bgob • Deoxys • mascot • verfix
9974,2016-01-25,Keyd Warriors,Brave e-Sports,red,BroTher • Bgob • Deoxys • mascot • verfix,Thulz • Freire • Tomate • Sarkis • Cabuloso
9973,2016-01-20,Keyd Warriors,Robot E-Sports Team,blue,BroTher • Bgob • Deoxys • mascot • verfix,Odyceuz • Sessh • Chavoso • Kalec • BocaJR
9972,2016-01-20,Robot E-Sports Team,Keyd Warriors,blue,Odyceuz • Sessh • Chavoso • Kalec • BocaJR,BroTher • Bgob • Deoxys • mascot • verfix
9971,2016-01-19,Estúdio XP e-Sports,Brave e-Sports,blue,element • 4LaN • Vash • Mizuki • Espeon,Thulz • Freire • Tomate • Sarkis • Cabuloso
9970,2016-01-19,Brave e-Sports,Estúdio XP e-Sports,blue,Thulz • Freire • Tomate • Sarkis • Cabuloso,element • 4LaN • Vash • Mizuki • Espeon
9969,2016-01-19,2Kill Gaming,Big Gods,blue,Valus • Sephis • Vinhemo • Huxy • Ninja28,Ranger • Vert • Rakin • Luskka • RedBert
9968,2016-01-18,Big Gods,2Kill Gaming,red,Ranger • Leozuxo • Rakin • Luskka • RedBert,Valus • Sephis • Vinhemo • Huxy • Ninja28
9997,2016-07-16,Remo Brave e-Sports,Team Genesis,red,Thulz • 4LaN • Evrot • Sarkis • Cabuloso,FitzRoy • Shini • Rivabene • Absolut • BocaJR
9996,2016-07-16,Team Genesis,Remo Brave e-Sports,blue,FitzRoy • Shini • Rivabene • Absolut • BocaJR,Thulz • 4LaN • Evrot • Sarkis • Cabuloso
9995,2016-07-16,Remo Brave e-Sports,Team Genesis,red,Thulz • 4LaN • Evrot • Sarkis • Cabuloso,FitzRoy • Shini • Rivabene • Absolut • BocaJR
9994,2016-07-06,e-Champ Gaming,Team Genesis,blue,Matheushn • Freire • Krastyel • DudsTheBoy • K0ga,FitzRoy • Shini • Rivabene • Absolut • BocaJR
9993,2016-07-06,Team Genesis,e-Champ Gaming,red,FitzRoy • Shini • Rivabene • Absolut • BocaJR,Matheushn • Freire • Krastyel • DudsTheBoy • K0ga
9992,2016-07-06,e-Champ Gaming,Team Genesis,blue,Matheushn • Freire • Krastyel • DudsTheBoy • K0ga,FitzRoy • Shini • Rivabene • Absolut • BocaJR
9991,2016-07-05,IDM Gaming,Remo Brave e-Sports,blue,w0lv • Bielz • Fire • EzPrince • Riyev,Thulz • 4LaN • Evrot • Sarkis • Cabuloso
9990,2016-07-05,Remo Brave e-Sports,IDM Gaming,red,Thulz • 4LaN • Evrot • Sarkis • Cabuloso,w0lv • Bielz • Fire • EzPrince • Riyev
9989,2016-07-05,IDM Gaming,Remo Brave e-Sports,blue,w0lv • Bielz • Fire • EzPrince • Riyev,Thulz • 4LaN • Evrot • Sarkis • Cabuloso
9997,2016-04-06,2Kill Gaming,e-Champ Gaming,blue,Valus • Sephis • Vinhemo • Huxy • Ninja28,w0lv • mk1 • Rivabene • Absolut • Céos
9996,2016-04-05,e-Champ Gaming,2Kill Gaming,red,w0lv • mk1 • Rivabene • Absolut • Céos,Valus • Sephis • Vinhemo • Huxy • Ninja28
9995,2016-04-05,2Kill Gaming,e-Champ Gaming,red,Valus • Sephis • Vinhemo • Huxy • Ninja28,w0lv • mk1 • Rivabene • Absolut • Céos
9994,2016-04-05,e-Champ Gaming,2Kill Gaming,red,w0lv • mk1 • Rivabene • Absolut • Céos,Valus • Sephis • Vinhemo • Huxy • Ninja28
9993,2016-04-05,Keyd Warriors,CNB Infinity,blue,BroTher • Bgob • Deoxys • mascot • BericK,Gafone • Yampi • Marf • ByDeft • Codpiece
9992,2016-04-04,Keyd Warriors,CNB Infinity,blue,BroTher • Bgob • Deoxys • mascot • BericK,Gafone • Yampi • Marf • ByDeft • Codpiece
9991,2016-04-04,CNB Infinity,Keyd Warriors,blue,Gafone • Yampi • Marf • ByDeft • Codpiece,BroTher • Bgob • Deoxys • mascot • BericK
9990,2016-04-04,Keyd Warriors,CNB Infinity,blue,BroTher • Bgob • Deoxys • mascot • BericK,Gafone • Yampi • Marf • ByDeft • Codpiece
9997,2016-06-22,Remo Brave e-Sports,Team Genesis,red,Thulz • 4LaN • Evrot • Sarkis • Cabuloso,FitzRoy • Shini • Rivabene • Absolut • BocaJR
9996,2016-06-22,Team Genesis,Remo Brave e-Sports,blue,FitzRoy • Shini • Rivabene • Absolut • BocaJR,Thulz • 4LaN • Evrot • Sarkis • Cabuloso
9995,2016-06-21,CNB Infinity,INTZ Academy,blue,gafone • Ric • Marf • Deftj • Codpiece,Goro • Knoxi • AlexKiD • Mizuki • Sheldon
9994,2016-06-21,INTZ Academy,CNB Infinity,red,Goro • Knoxi • AlexKiD • Mizuki • Sheldon,gafone • Ric • Marf • Deftj • Codpiece
9993,2016-06-21,IDM Gaming,e-Champ Gaming,blue,w0lv • Bielz • Fire • EzPrince • Riyev,Matheushn • Freire • Krastyel • DudsTheBoy • K0ga
9992,2016-06-21,e-Champ Gaming,IDM Gaming,red,Matheushn • Freire • Krastyel • DudsTheBoy • K0ga,w0lv • Bielz • Fire • EzPrince • Riyev
9991,2016-06-15,Team Genesis,IDM Gaming,red,FitzRoy • Shini • Rivabene • Absolut • BocaJR,w0lv • Bielz • Fire • EzPrince • Riyev
9990,2016-06-15,IDM Gaming,Team Genesis,blue,w0lv • Bielz • Fire • EzPrince • Riyev,FitzRoy • Shini • Rivabene • Absolut • BocaJR
9989,2016-06-14,e-Champ Gaming,CNB Infinity,red,Matheushn • Freire • Krastyel • DudsTheBoy • K0ga,gafone • Ric • Marf • Deftj • Codpiece
9988,2016-06-14,CNB Infinity,e-Champ Gaming,red,gafone • Ric • Marf • Deftj • Codpiece,Matheushn • Freire • Krastyel • DudsTheBoy • K0ga
9987,2016-06-14,Remo Brave e-Sports,INTZ Academy,red,Thulz • 4LaN • Evrot • Sarkis • Cabuloso,Goro • Knoxi • AlexKiD • Mizuki • Sheldon
9986,2016-06-14,INTZ Academy,Remo Brave e-Sports,blue,Goro • Knoxi • AlexKiD • Mizuki • Sheldon,Thulz • 4LaN • Evrot • Sarkis • Cabuloso
9985,2016-06-08,INTZ Academy,e-Champ Gaming,blue,Goro • Knoxi • AlexKiD • Mizuki • Sheldon,Matheushn • Freire • Krastyel • DudsTheBoy • K0ga
9984,2016-06-08,e-Champ Gaming,INTZ Academy,blue,Matheushn • Freire • Krastyel • DudsTheBoy • K0ga,Goro • Knoxi • AlexKiD • Mizuki • Sheldon
9983,2016-06-07,IDM Gaming,Remo Brave e-Sports,blue,w0lv • Bielz • Fire • EzPrince • Riyev,Thulz • 4LaN • Evrot • Sarkis • Cabuloso
9982,2016-06-07,Remo Brave e-Sports,IDM Gaming,red,Thulz • 4LaN • Evrot • Sarkis • Cabuloso,w0lv • Bielz • Fire • EzPrince • Riyev
9981,2016-06-07,Team Genesis,CNB Infinity,red,FitzRoy • Shini • Rivabene • Absolut • BocaJR,gafone • Ric • Marf • Deftj • Codpiece
9980,2016-06-07,CNB Infinity,Team Genesis,blue,gafone • Ric • Marf • Deftj • Codpiece,FitzRoy • Shini • Rivabene • Absolut • BocaJR
9979,2016-06-01,INTZ Academy,Team Genesis,blue,Goro • Knoxi • AlexKiD • Mizuki • Sheldon,FitzRoy • Shini • Rivabene • Julioavg • BocaJR
9978,2016-06-01,Team Genesis,INTZ Academy,red,FitzRoy • Shini • Rivabene • Julioavg • BocaJR,Goro • Knoxi • AlexKiD • Mizuki • Sheldon
