year,award,won,name,movie
1934 (7th),OUTSTANDING PRODUCTION,false,Viva Villa! ,Metro-Goldwyn-Mayer
1934 (7th),OUTSTANDING PRODUCTION,false,The White Parade ,Jesse L. Lasky (production company)
1934 (7th),SHORT SUBJECT (Cartoon),false,Holiday Land ,"Charles Mintz, Producer [came in 3rd]"
1934 (7th),SHORT SUBJECT (Cartoon),false,Jolly Little Elves ,"Walter Lantz, Producer [came in 2nd]"
1934 (7th),SHORT SUBJECT (Cartoon),true,The Tortoise and the Hare ,"Walt Disney, Producer"
1934 (7th),SHORT SUBJECT (Comedy),true,La Cucaracha ,"Kenneth Macgowan, Producer"
1934 (7th),SHORT SUBJECT (Comedy),false,Men in Black ,"Jules White, Producer [came in 3rd]"
1934 (7th),SHORT SUBJECT (Comedy),false,"What, No Men! ",Warner Bros. [came in 2nd]
1934 (7th),SHORT SUBJECT (Novelty),false,Bosom Friends ,Skibo Productions [came in 3rd]
1934 (7th),SHORT SUBJECT (Novelty),true,City of Wax ,"Stacy Woodard and Horace Woodard, Producers"
1934 (7th),SHORT SUBJECT (Novelty),false,Strikes and Spares ,"Pete Smith, Producer [came in 2nd]"
1934 (7th),SOUND RECORDING,false,The Affairs of Cellini ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1934 (7th),SOUND RECORDING,false,Cleopatra ,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director"
1934 (7th),SOUND RECORDING,false,Flirtation Walk ,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director [came in 2nd]"
1934 (7th),SOUND RECORDING,false,The Gay Divorcee ,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director [came in 3rd]"
1934 (7th),SOUND RECORDING,false,Imitation of Life ,"Universal Studio Sound Department, Theodore Soderberg, Sound Director"
1934 (7th),SOUND RECORDING,true,One Night of Love ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1934 (7th),SOUND RECORDING,false,Viva Villa! ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1934 (7th),SOUND RECORDING,false,The White Parade ,"Fox Studio Sound Department, E. H. Hansen, Sound Director"
1934 (7th),WRITING (Adaptation),true,It Happened One Night ,Robert Riskin
1934 (7th),WRITING (Adaptation),false,The Thin Man ,"Frances Goodrich, Albert Hackett [came in 2nd]"
1934 (7th),WRITING (Adaptation),false,Viva Villa! ,Ben Hecht [came in 3rd]
1934 (7th),WRITING (Original Story),false,Hide-Out ,Mauri Grashin [came in 3rd]
1934 (7th),WRITING (Original Story),true,Manhattan Melodrama ,Arthur Caesar
1934 (7th),WRITING (Original Story),false,The Richest Girl in the World ,Norman Krasna [came in 2nd]
1934 (7th),SPECIAL AWARD,true,"To Shirley Temple, in grateful recognition of her outstanding contribution to screen entertainment during the year 1934.",
1934 (7th),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,"To ELECTRICAL RESEARCH PRODUCTS, INC. for their development of the Vertical Cut Disc Method of recording sound for motion pictures (hill and dale recording). [Sound]",
1934 (7th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To COLUMBIA PICTURES CORPORATION for their application of the Vertical Cut Disc Method (hill and dale recording) to actual studio production, with their recording of the sound on the picture One Night of Love. [Sound]",
1934 (7th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To BELL AND HOWELL COMPANY for their development of the Bell and Howell Fully Automatic Sound and Picture Printer. [Laboratory],
1935 (8th),ACTOR,false,Clark Gable,Mutiny on the Bounty
1935 (8th),ACTOR,false,Charles Laughton,Mutiny on the Bounty
1935 (8th),ACTOR,true,Victor McLaglen,The Informer
1935 (8th),ACTOR,false,Paul Muni,Black Fury
1935 (8th),ACTOR,false,Franchot Tone,Mutiny on the Bounty
1935 (8th),ACTRESS,false,Elisabeth Bergner,Escape Me Never
1935 (8th),ACTRESS,false,Claudette Colbert,Private Worlds
1935 (8th),ACTRESS,true,Bette Davis,Dangerous
1935 (8th),ACTRESS,false,Katharine Hepburn,Alice Adams
1935 (8th),ACTRESS,false,Miriam Hopkins,Becky Sharp
1935 (8th),ACTRESS,false,Merle Oberon,The Dark Angel
1935 (8th),ART DIRECTION,true,The Dark Angel ,Richard Day
1935 (8th),ART DIRECTION,false,The Lives of a Bengal Lancer ,"Hans Dreier, Roland Anderson [came in 3rd]"
1935 (8th),ART DIRECTION,false,Top Hat ,"Van Nest Polglase, Carroll Clark [came in 2nd]"
1935 (8th),ASSISTANT DIRECTOR,false,David Copperfield ,Joseph Newman [came in 3rd]
1935 (8th),ASSISTANT DIRECTOR,false,Les Miserables ,Eric Stacey
1935 (8th),ASSISTANT DIRECTOR,true,The Lives of a Bengal Lancer ,"Clem Beauchamp, Paul Wing"
1935 (8th),ASSISTANT DIRECTOR,false,A Midsummer Night's Dream ,Sherry Shourds [came in 2nd]
1935 (8th),CINEMATOGRAPHY,false,Barbary Coast ,Ray June
1935 (8th),CINEMATOGRAPHY,false,The Crusades ,Victor Milner [came in 3rd]
1935 (8th),CINEMATOGRAPHY,false,Les Miserables ,Gregg Toland [came in 2nd]
1935 (8th),CINEMATOGRAPHY,true,A Midsummer Night's Dream ,Hal Mohr
1935 (8th),DANCE DIRECTION,false,Busby Berkeley,Lullaby of Broadway and The Words Are In My Heart numbers from Gold Diggers of 1935 [came in 3rd]
1935 (8th),DANCE DIRECTION,false,Bobby Connolly,Latin from Manhattan number from Go into Your Dance
1935 (8th),DANCE DIRECTION,false,Bobby Connolly,Latin from Manhattan number from Go into Your Dance; and Playboy from Paree number from Broadway Hostess
1935 (8th),DANCE DIRECTION,true,Dave Gould,I've Got a Feeling You're Fooling number from Broadway Melody of 1936; and Straw Hat number from Folies Bergere
1935 (8th),DANCE DIRECTION,false,Sammy Lee,Lovely Lady and Too Good To Be True numbers from King of Burlesque
1935 (8th),DANCE DIRECTION,false,Hermes Pan,"Piccolino and Top Hat, White Tie, and Tails numbers from Top Hat [came in 2nd]"
1935 (8th),DANCE DIRECTION,false,LeRoy Prinz,It's the Animal in Me number from Big Broadcast of 1936; and Viennese Waltz number from All the King's Horses
1935 (8th),DANCE DIRECTION,false,Benjamin Zemach,Hall of Kings number from She
1935 (8th),DIRECTING,false,Captain Blood ,Michael Curtiz [came in 2nd]
1935 (8th),DIRECTING,true,The Informer ,John Ford
1935 (8th),DIRECTING,false,The Lives of a Bengal Lancer ,Henry Hathaway [came in 3rd]
1935 (8th),DIRECTING,false,Mutiny on the Bounty ,Frank Lloyd
1935 (8th),FILM EDITING,false,David Copperfield ,Robert J. Kern
1935 (8th),FILM EDITING,false,The Informer ,George Hively [came in 3rd]
1935 (8th),FILM EDITING,false,Les Miserables ,Barbara McLean
1935 (8th),FILM EDITING,false,The Lives of a Bengal Lancer ,Ellsworth Hoagland
1935 (8th),FILM EDITING,true,A Midsummer Night's Dream ,Ralph Dawson
1935 (8th),FILM EDITING,false,Mutiny on the Bounty ,Margaret Booth [came in 2nd]
1935 (8th),MUSIC (Scoring),false,Captain Blood ,"Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold) [came in 3rd]"
1935 (8th),MUSIC (Scoring),true,The Informer ,"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)"
1935 (8th),MUSIC (Scoring),false,Mutiny on the Bounty ,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart) [came in 2nd]"
1935 (8th),MUSIC (Scoring),false,Peter Ibbetson ,"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)"
1935 (8th),MUSIC (Song),false,"""Cheek To Cheek"" from Top Hat",Music and Lyrics by Irving Berlin [came in 2nd]
1935 (8th),MUSIC (Song),false,"""Lovely To Look At"" from Roberta",Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh [came in 3rd]
1935 (8th),MUSIC (Song),true,"""Lullaby Of Broadway"" from Gold Diggers of 1935",Music by Harry Warren; Lyrics by Al Dubin
1935 (8th),OUTSTANDING PRODUCTION,false,Alice Adams ,RKO Radio
1935 (8th),OUTSTANDING PRODUCTION,false,Broadway Melody of 1936 ,Metro-Goldwyn-Mayer
1935 (8th),OUTSTANDING PRODUCTION,false,Captain Blood ,Cosmopolitan [came in 3rd]
1935 (8th),OUTSTANDING PRODUCTION,false,David Copperfield ,Metro-Goldwyn-Mayer
1935 (8th),OUTSTANDING PRODUCTION,false,The Informer ,RKO Radio [came in 2nd]
1935 (8th),OUTSTANDING PRODUCTION,false,Les Miserables ,20th Century
1935 (8th),OUTSTANDING PRODUCTION,false,The Lives of a Bengal Lancer ,Paramount
1935 (8th),OUTSTANDING PRODUCTION,false,A Midsummer Night's Dream ,Warner Bros.
1935 (8th),OUTSTANDING PRODUCTION,true,Mutiny on the Bounty ,Metro-Goldwyn-Mayer
1935 (8th),OUTSTANDING PRODUCTION,false,Naughty Marietta ,Metro-Goldwyn-Mayer
1935 (8th),OUTSTANDING PRODUCTION,false,Ruggles of Red Gap ,Paramount
1935 (8th),OUTSTANDING PRODUCTION,false,Top Hat ,RKO Radio
1935 (8th),SHORT SUBJECT (Cartoon),false,The Calico Dragon ,Harman-Ising [came in 3rd]
1935 (8th),SHORT SUBJECT (Cartoon),true,Three Orphan Kittens ,"Walt Disney, Producer"
1935 (8th),SHORT SUBJECT (Cartoon),false,Who Killed Cock Robin? ,"Walt Disney, Producer [came in 2nd]"
1935 (8th),SHORT SUBJECT (Comedy),true,How to Sleep ,"Jack Chertok, Producer"
1935 (8th),SHORT SUBJECT (Comedy),false,"Oh, My Nerves ","Jules White, Producer [came in 2nd]"
1935 (8th),SHORT SUBJECT (Comedy),false,Tit for Tat ,"Hal Roach, Producer [came in 3rd]"
1935 (8th),SHORT SUBJECT (Novelty),false,Audioscopiks ,"Pete Smith, Producer [tied for 2nd]"
1935 (8th),SHORT SUBJECT (Novelty),false,Camera Thrills ,Universal [tied for 2nd]
1935 (8th),SHORT SUBJECT (Novelty),true,Wings over Mt. Everest ,Gaumont British and Skibo Productions
1935 (8th),SOUND RECORDING,false,Bride of Frankenstein ,"Universal Studio Sound Department, Gilbert Kurland, Sound Director"
1935 (8th),SOUND RECORDING,false,Captain Blood ,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director [came in 2nd]"
1935 (8th),SOUND RECORDING,false,The Dark Angel ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1935 (8th),SOUND RECORDING,false,I Dream Too Much ,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director"
1935 (8th),SOUND RECORDING,false,The Lives of a Bengal Lancer ,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director [came in 3rd]"
1935 (8th),SOUND RECORDING,false,Love Me Forever ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1935 (8th),SOUND RECORDING,true,Naughty Marietta ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1935 (8th),SOUND RECORDING,false,"$1,000 a Minute ",Republic Studio Sound Department
1935 (8th),SOUND RECORDING,false,Thanks a Million ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1935 (8th),WRITING (Original Story),false,Broadway Melody of 1936 ,Moss Hart [came in 3rd]
1935 (8th),WRITING (Original Story),false,G-Men ,Gregory Rogers [came in 2nd]
1935 (8th),WRITING (Original Story),false,The Gay Deception ,"Don Hartman, Stephen Avery"
1935 (8th),WRITING (Original Story),true,The Scoundrel ,"Ben Hecht, Charles MacArthur"
1935 (8th),WRITING (Screenplay),false,Captain Blood ,Casey Robinson [came in 3rd]
1935 (8th),WRITING (Screenplay),true,The Informer ,Dudley Nichols
1935 (8th),WRITING (Screenplay),false,The Lives of a Bengal Lancer ,"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt"
1935 (8th),WRITING (Screenplay),false,Mutiny on the Bounty ,"Talbot Jennings, Jules Furthman, Carey Wilson [came in 2nd]"
1935 (8th),SPECIAL AWARD,true,"To David Wark Griffith, for his distinguished creative achievements as director and producer and his invaluable initiative and lasting contributions to the progress of the motion picture arts.",
1935 (8th),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,To AGFA ANSCO CORPORATION for their development of the Agfa infra-red film. [Film],
1935 (8th),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,To EASTMAN KODAK COMPANY for their development of the Eastman Pola-Screen. [Lenses and Filters],
1935 (8th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To METRO-GOLDWYN-MAYER STUDIO for the development of anti-directional negative and positive development by means of jet turbulation, and the application of the method to all negative and print processing of the entire product of a major producing company. [Laboratory]",
1935 (8th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To WILLIAM A. MUELLER of Warner Bros.-First National Studio Sound Department for his method of dubbing, in which the level of the dialogue automatically controls the level of the accompanying music and sound effects. [Sound]",
1935 (8th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To MOLE-RICHARDSON COMPANY for their development of the ""Solar-spot"" spot lamps. [Lighting]",
1935 (8th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To DOUGLAS SHEARER and METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for their automatic control system for cameras and sound recording machines and auxiliary stage equipment. [Stage Operations],
1935 (8th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To ELECTRICAL RESEARCH PRODUCTS, INC. for their study and development of equipment to analyze and measure flutter resulting from the travel of the film through the mechanisms used in the recording and reproduction of sound. [Sound]",
1935 (8th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To PARAMOUNT PRODUCTIONS, INC. for the design and construction of the Paramount transparency air turbine developing machine. [Laboratory]",
1935 (8th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To NATHAN LEVINSON, Director of Sound Recording for Warner Bros.-First National Studio, for the method of intercutting variable density and variable area sound tracks to secure an increase in the effective volume range of sound recorded for motion pictures. [Sound]",
1936 (9th),ACTOR,false,Gary Cooper,Mr. Deeds Goes to Town
1936 (9th),ACTOR,false,Walter Huston,Dodsworth
1936 (9th),ACTOR,true,Paul Muni,The Story of Louis Pasteur
1936 (9th),ACTOR,false,William Powell,My Man Godfrey
1936 (9th),ACTOR,false,Spencer Tracy,San Francisco
1936 (9th),ACTOR IN A SUPPORTING ROLE,false,Mischa Auer,My Man Godfrey
1936 (9th),ACTOR IN A SUPPORTING ROLE,true,Walter Brennan,Come and Get It
1936 (9th),ACTOR IN A SUPPORTING ROLE,false,Stuart Erwin,Pigskin Parade
1936 (9th),ACTOR IN A SUPPORTING ROLE,false,Basil Rathbone,Romeo and Juliet
1936 (9th),ACTOR IN A SUPPORTING ROLE,false,Akim Tamiroff,The General Died at Dawn
1936 (9th),ACTRESS,false,Irene Dunne,Theodora Goes Wild
1936 (9th),ACTRESS,false,Gladys George,Valiant Is the Word for Carrie
1936 (9th),ACTRESS,false,Carole Lombard,My Man Godfrey
1936 (9th),ACTRESS,true,Luise Rainer,The Great Ziegfeld
1936 (9th),ACTRESS,false,Norma Shearer,Romeo and Juliet
1936 (9th),ACTRESS IN A SUPPORTING ROLE,false,Beulah Bondi,The Gorgeous Hussy
1936 (9th),ACTRESS IN A SUPPORTING ROLE,false,Alice Brady,My Man Godfrey
1936 (9th),ACTRESS IN A SUPPORTING ROLE,false,Bonita Granville,These Three
1936 (9th),ACTRESS IN A SUPPORTING ROLE,false,Maria Ouspenskaya,Dodsworth
1936 (9th),ACTRESS IN A SUPPORTING ROLE,true,Gale Sondergaard,Anthony Adverse
1936 (9th),ART DIRECTION,false,Anthony Adverse ,Anton Grot
1936 (9th),ART DIRECTION,true,Dodsworth ,Richard Day
1936 (9th),ART DIRECTION,false,The Great Ziegfeld ,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis"
1936 (9th),ART DIRECTION,false,Lloyds of London ,William S. Darling
1936 (9th),ART DIRECTION,false,The Magnificent Brute ,"Albert S. D'Agostino, Jack Otterson"
1936 (9th),ART DIRECTION,false,Romeo and Juliet ,"Cedric Gibbons, Fredric Hope, Edwin B. Willis"
1936 (9th),ART DIRECTION,false,Winterset ,Perry Ferguson
1936 (9th),ASSISTANT DIRECTOR,false,Anthony Adverse ,William Cannon
1936 (9th),ASSISTANT DIRECTOR,true,The Charge of the Light Brigade ,Jack Sullivan
1936 (9th),ASSISTANT DIRECTOR,false,The Garden of Allah ,Eric G. Stacey
1936 (9th),ASSISTANT DIRECTOR,false,The Last of the Mohicans ,Clem Beauchamp
1936 (9th),ASSISTANT DIRECTOR,false,San Francisco ,Joseph Newman
1936 (9th),CINEMATOGRAPHY,true,Anthony Adverse ,Gaetano Gaudio
1936 (9th),CINEMATOGRAPHY,false,The General Died at Dawn ,Victor Milner
1936 (9th),CINEMATOGRAPHY,false,The Gorgeous Hussy ,George Folsey
1936 (9th),DANCE DIRECTION,false,Busby Berkeley,Love and War number from Gold Diggers of 1937
1936 (9th),DANCE DIRECTION,false,Bobby Connolly,1000 Love Songs number from Cain and Mabel
1936 (9th),DANCE DIRECTION,true,Seymour Felix,A Pretty Girl Is Like a Melody number from The Great Ziegfeld
1936 (9th),DANCE DIRECTION,false,Dave Gould,Swingin' the Jinx number from Born to Dance
1936 (9th),DANCE DIRECTION,false,Jack Haskell,Skating Ensemble number from One in a Million
1936 (9th),DANCE DIRECTION,false,Russell Lewis,The Finale number from Dancing Pirate
1936 (9th),DANCE DIRECTION,false,Hermes Pan,Bojangles of Harlem number from Swing Time
1936 (9th),DIRECTING,false,Dodsworth ,William Wyler
1936 (9th),DIRECTING,false,The Great Ziegfeld ,Robert Z. Leonard
1936 (9th),DIRECTING,true,Mr. Deeds Goes to Town ,Frank Capra
1936 (9th),DIRECTING,false,My Man Godfrey ,Gregory La Cava
1936 (9th),DIRECTING,false,San Francisco ,W. S. Van Dyke
1936 (9th),FILM EDITING,true,Anthony Adverse ,Ralph Dawson
1936 (9th),FILM EDITING,false,Come and Get It ,Edward Curtiss
1936 (9th),FILM EDITING,false,The Great Ziegfeld ,William S. Gray
1936 (9th),FILM EDITING,false,Lloyds of London ,Barbara McLean
1936 (9th),FILM EDITING,false,A Tale of Two Cities ,Conrad A. Nervig
1936 (9th),FILM EDITING,false,Theodora Goes Wild ,Otto Meyer
1936 (9th),MUSIC (Scoring),true,Anthony Adverse ,"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)"
1936 (9th),MUSIC (Scoring),false,The Charge of the Light Brigade ,"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)"
1936 (9th),MUSIC (Scoring),false,The Garden of Allah ,"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)"
1936 (9th),MUSIC (Scoring),false,The General Died at Dawn ,"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)"
1936 (9th),MUSIC (Scoring),false,Winterset ,"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)"
1936 (9th),MUSIC (Song),false,"""Did I Remember"" from Suzy",Music by Walter Donaldson; Lyrics by Harold Adamson
1936 (9th),MUSIC (Song),false,"""I've Got You Under My Skin"" from Born to Dance",Music and Lyrics by Cole Porter
1936 (9th),MUSIC (Song),false,"""A Melody From The Sky"" from Trail of the Lonesome Pine",Music by Louis Alter; Lyrics by Sidney Mitchell
1936 (9th),MUSIC (Song),false,"""Pennies From Heaven"" from Pennies from Heaven",Music by Arthur Johnston; Lyrics by Johnny Burke
1936 (9th),MUSIC (Song),true,"""The Way You Look Tonight"" from Swing Time",Music by Jerome Kern; Lyrics by Dorothy Fields
1936 (9th),MUSIC (Song),false,"""When Did You Leave Heaven"" from Sing, Baby, Sing",Music by Richard A. Whiting; Lyrics by Walter Bullock
1936 (9th),OUTSTANDING PRODUCTION,false,Anthony Adverse ,Warner Bros.
1936 (9th),OUTSTANDING PRODUCTION,false,Dodsworth ,Samuel Goldwyn Productions
1936 (9th),OUTSTANDING PRODUCTION,true,The Great Ziegfeld ,Metro-Goldwyn-Mayer
1936 (9th),OUTSTANDING PRODUCTION,false,Libeled Lady ,Metro-Goldwyn-Mayer
1936 (9th),OUTSTANDING PRODUCTION,false,Mr. Deeds Goes to Town ,Columbia
1936 (9th),OUTSTANDING PRODUCTION,false,Romeo and Juliet ,Metro-Goldwyn-Mayer
1936 (9th),OUTSTANDING PRODUCTION,false,San Francisco ,Metro-Goldwyn-Mayer
1936 (9th),OUTSTANDING PRODUCTION,false,The Story of Louis Pasteur ,Cosmopolitan
1936 (9th),OUTSTANDING PRODUCTION,false,A Tale of Two Cities ,Metro-Goldwyn-Mayer
1936 (9th),OUTSTANDING PRODUCTION,false,Three Smart Girls ,Universal
1936 (9th),SHORT SUBJECT (Cartoon),true,The Country Cousin ,"Walt Disney, Producer"
1936 (9th),SHORT SUBJECT (Cartoon),false,Old Mill Pond ,Harman-Ising
1936 (9th),SHORT SUBJECT (Cartoon),false,Sinbad the Sailor ,Paramount
1936 (9th),SHORT SUBJECT (Color),true,Give Me Liberty ,Warner Bros.
1936 (9th),SHORT SUBJECT (Color),false,La Fiesta de Santa Barbara ,"Lewis Lewyn, Producer"
1936 (9th),SHORT SUBJECT (Color),false,Popular Science J-6-2 ,Paramount
1936 (9th),SHORT SUBJECT (One-reel),true,Bored of Education ,"Hal Roach, Producer"
1936 (9th),SHORT SUBJECT (One-reel),false,Moscow Moods ,Paramount
1936 (9th),SHORT SUBJECT (One-reel),false,"Wanted, a Master ","Pete Smith, Producer"
1936 (9th),SHORT SUBJECT (Two-reel),false,Double or Nothing ,Warner Bros.
1936 (9th),SHORT SUBJECT (Two-reel),false,Dummy Ache ,RKO Radio
1936 (9th),SHORT SUBJECT (Two-reel),true,The Public Pays ,Metro-Goldwyn-Mayer
1936 (9th),SOUND RECORDING,false,Banjo on My Knee ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1936 (9th),SOUND RECORDING,false,The Charge of the Light Brigade ,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1936 (9th),SOUND RECORDING,false,Dodsworth ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
