year,award,won,name,movie
1965 (38th),SHORT SUBJECT (Live Action),false,Fortress of Peace ,"Lothar Wolff, Producer"
1965 (38th),SHORT SUBJECT (Live Action),false,Skaterdater ,"Marshal Backlar and Noel Black, Producers"
1965 (38th),SHORT SUBJECT (Live Action),false,Snow ,"Edgar Anstey, Producer"
1965 (38th),SHORT SUBJECT (Live Action),false,Time Piece ,"Jim Henson, Producer"
1965 (38th),SOUND,false,The Agony and the Ecstasy ,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director"
1965 (38th),SOUND,false,Doctor Zhivago ,"Metro-Goldwyn-Mayer British Studio Sound Department, A. W. Watkins, Sound Director; and Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director"
1965 (38th),SOUND,false,The Great Race ,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director"
1965 (38th),SOUND,false,Shenandoah ,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director"
1965 (38th),SOUND,true,The Sound of Music ,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director"
1965 (38th),SOUND EFFECTS,true,The Great Race ,Tregoweth Brown
1965 (38th),SOUND EFFECTS,false,Von Ryan's Express ,Walter A. Rossi
1965 (38th),SPECIAL VISUAL EFFECTS,false,The Greatest Story Ever Told ,J. McMillan Johnson
1965 (38th),SPECIAL VISUAL EFFECTS,true,Thunderball ,John Stears
1965 (38th),WRITING (Screenplay--based on material from another medium),false,Cat Ballou ,"Walter Newman, Frank R. Pierson"
1965 (38th),WRITING (Screenplay--based on material from another medium),false,The Collector ,"Stanley Mann, John Kohn"
1965 (38th),WRITING (Screenplay--based on material from another medium),true,Doctor Zhivago ,Robert Bolt
1965 (38th),WRITING (Screenplay--based on material from another medium),false,Ship of Fools ,Abby Mann
1965 (38th),WRITING (Screenplay--based on material from another medium),false,A Thousand Clowns ,Herb Gardner
1965 (38th),WRITING (Story and Screenplay--written directly for the screen),false,Casanova '70 ,"Age, Scarpelli, Mario Monicelli, Tonino Guerra, Giorgio Salvioni, Suso Cecchi D'Amico"
1965 (38th),WRITING (Story and Screenplay--written directly for the screen),true,Darling ,Frederic Raphael
1965 (38th),WRITING (Story and Screenplay--written directly for the screen),false,Those Magnificent Men in Their Flying Machines ,"Jack Davies, Ken Annakin"
1965 (38th),WRITING (Story and Screenplay--written directly for the screen),false,The Train ,"Franklin Coen, Frank Davis"
1965 (38th),WRITING (Story and Screenplay--written directly for the screen),false,The Umbrellas of Cherbourg ,Jacques Demy
1965 (38th),JEAN HERSHOLT HUMANITARIAN AWARD,true,Edmond L. DePatie,
1965 (38th),HONORARY AWARD,true,To Bob Hope for unique and distinguished service to our industry and the Academy.,
1965 (38th),IRVING G. THALBERG MEMORIAL AWARD,true,William Wyler,
1965 (38th),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,"To ARTHUR J. HATCH of the Strong Electric Corporation subsidiary of General Precision Equipment Corporation, for the design and development of an Air Blown Carbon Arc Projection Lamp. [Lighting]",
1965 (38th),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,To STEFAN KUDELSKI for the design and development of the Nagra portable 1/4 inch tape recording system for motion picture sound recording. [Sound],
1966 (39th),ACTOR,false,Alan Arkin,The Russians Are Coming The Russians Are Coming
1966 (39th),ACTOR,false,Richard Burton,Who's Afraid of Virginia Woolf?
1966 (39th),ACTOR,false,Michael Caine,Alfie
1966 (39th),ACTOR,false,Steve McQueen,The Sand Pebbles
1966 (39th),ACTOR,true,Paul Scofield,A Man for All Seasons
1966 (39th),ACTOR IN A SUPPORTING ROLE,false,Mako,The Sand Pebbles
1966 (39th),ACTOR IN A SUPPORTING ROLE,false,James Mason,Georgy Girl
1966 (39th),ACTOR IN A SUPPORTING ROLE,true,Walter Matthau,The Fortune Cookie
1966 (39th),ACTOR IN A SUPPORTING ROLE,false,George Segal,Who's Afraid of Virginia Woolf?
1966 (39th),ACTOR IN A SUPPORTING ROLE,false,Robert Shaw,A Man for All Seasons
1966 (39th),ACTRESS,false,Anouk Aimee,A Man and a Woman
1966 (39th),ACTRESS,false,Ida Kaminska,The Shop on Main Street
1966 (39th),ACTRESS,false,Lynn Redgrave,Georgy Girl
1966 (39th),ACTRESS,false,Vanessa Redgrave,Morgan!
1966 (39th),ACTRESS,true,Elizabeth Taylor,Who's Afraid of Virginia Woolf?
1966 (39th),ACTRESS IN A SUPPORTING ROLE,true,Sandy Dennis,Who's Afraid of Virginia Woolf?
1966 (39th),ACTRESS IN A SUPPORTING ROLE,false,Wendy Hiller,A Man for All Seasons
1966 (39th),ACTRESS IN A SUPPORTING ROLE,false,Jocelyne Lagarde,Hawaii
1966 (39th),ACTRESS IN A SUPPORTING ROLE,false,Vivien Merchant,Alfie
1966 (39th),ACTRESS IN A SUPPORTING ROLE,false,Geraldine Page,You're a Big Boy Now
1966 (39th),ART DIRECTION (Black-and-White),false,The Fortune Cookie ,Art Direction:  Robert Luthardt;  Set Decoration:  Edward G. Boyle
1966 (39th),ART DIRECTION (Black-and-White),false,The Gospel According to St. Matthew ,Luigi Scaccianoce
1966 (39th),ART DIRECTION (Black-and-White),false,Is Paris Burning? ,"Art Direction:  Willy Holt;  Set Decoration:  Marc Frederix, Pierre Guffroy"
1966 (39th),ART DIRECTION (Black-and-White),false,Mister Buddwing ,"Art Direction:  George W. Davis, Paul Groesse;  Set Decoration:  Henry Grace, Hugh Hunt"
1966 (39th),ART DIRECTION (Black-and-White),true,Who's Afraid of Virginia Woolf? ,Art Direction:  Richard Sylbert;  Set Decoration:  George James Hopkins
1966 (39th),ART DIRECTION (Color),true,Fantastic Voyage ,"Art Direction:  Jack Martin Smith, Dale Hennesy;  Set Decoration:  Walter M. Scott, Stuart A. Reiss"
1966 (39th),ART DIRECTION (Color),false,Gambit ,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  John McCarthy, John Austin"
1966 (39th),ART DIRECTION (Color),false,Juliet of the Spirits ,Piero Gherardi
1966 (39th),ART DIRECTION (Color),false,The Oscar ,"Art Direction:  Hal Pereira, Arthur Lonergan;  Set Decoration:  Robert Benton, James Payne"
1966 (39th),ART DIRECTION (Color),false,The Sand Pebbles ,"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, John Sturtevant, William Kiernan"
1966 (39th),CINEMATOGRAPHY (Black-and-White),false,The Fortune Cookie ,Joseph LaShelle
1966 (39th),CINEMATOGRAPHY (Black-and-White),false,Georgy Girl ,Ken Higgins
1966 (39th),CINEMATOGRAPHY (Black-and-White),false,Is Paris Burning? ,Marcel Grignon
1966 (39th),CINEMATOGRAPHY (Black-and-White),false,Seconds ,James Wong Howe
1966 (39th),CINEMATOGRAPHY (Black-and-White),true,Who's Afraid of Virginia Woolf? ,Haskell Wexler
1966 (39th),CINEMATOGRAPHY (Color),false,Fantastic Voyage ,Ernest Laszlo
1966 (39th),CINEMATOGRAPHY (Color),false,Hawaii ,Russell Harlan
1966 (39th),CINEMATOGRAPHY (Color),true,A Man for All Seasons ,Ted Moore
1966 (39th),CINEMATOGRAPHY (Color),false,The Professionals ,Conrad Hall
1966 (39th),CINEMATOGRAPHY (Color),false,The Sand Pebbles ,Joseph MacDonald
1966 (39th),COSTUME DESIGN (Black-and-White),false,The Gospel According to St. Matthew ,Danilo Donati
1966 (39th),COSTUME DESIGN (Black-and-White),false,Mandragola ,Danilo Donati
1966 (39th),COSTUME DESIGN (Black-and-White),false,Mister Buddwing ,Helen Rose
1966 (39th),COSTUME DESIGN (Black-and-White),false,Morgan! ,Jocelyn Rickards
1966 (39th),COSTUME DESIGN (Black-and-White),true,Who's Afraid of Virginia Woolf? ,Irene Sharaff
1966 (39th),COSTUME DESIGN (Color),false,Gambit ,Jean Louis
1966 (39th),COSTUME DESIGN (Color),false,Hawaii ,Dorothy Jeakins
1966 (39th),COSTUME DESIGN (Color),false,Juliet of the Spirits ,Piero Gherardi
1966 (39th),COSTUME DESIGN (Color),true,A Man for All Seasons ,"Elizabeth Haffenden, Joan Bridge"
1966 (39th),COSTUME DESIGN (Color),false,The Oscar ,Edith Head
1966 (39th),DIRECTING,false,Blow-Up ,Michelangelo Antonioni
1966 (39th),DIRECTING,false,A Man and a Woman ,Claude Lelouch
1966 (39th),DIRECTING,true,A Man for All Seasons ,Fred Zinnemann
1966 (39th),DIRECTING,false,The Professionals ,Richard Brooks
1966 (39th),DIRECTING,false,Who's Afraid of Virginia Woolf? ,Mike Nichols
1966 (39th),DOCUMENTARY (Feature),false,The Face of Genius ,"Alfred R. Kelman, Producer"
1966 (39th),DOCUMENTARY (Feature),false,Helicopter Canada ,"Peter Jones and Tom Daly, Producers"
1966 (39th),DOCUMENTARY (Feature),false,Le Volcan Interdit (The Forbidden Volcano) ,"Haroun Tazieff, Producer"
1966 (39th),DOCUMENTARY (Feature),false,The Really Big Family ,"Alex Grasshoff, Producer"
1966 (39th),DOCUMENTARY (Feature),true,The War Game ,"Peter Watkins, Producer"
1966 (39th),DOCUMENTARY (Short Subject),false,Adolescence ,"Marin Karmitz and Vladimir Forgency, Producers"
1966 (39th),DOCUMENTARY (Short Subject),false,Cowboy ,"Michael Ahnemann and Gary Schlosser, Producers"
1966 (39th),DOCUMENTARY (Short Subject),false,The Odds Against ,"Lee R. Bobker and Helen Kristt Radin, Producers"
1966 (39th),DOCUMENTARY (Short Subject),false,Saint Matthew Passion ,Mafilm Studio
1966 (39th),DOCUMENTARY (Short Subject),true,A Year toward Tomorrow ,"Edmond A. Levy, Producer"
1966 (39th),FILM EDITING,false,Fantastic Voyage ,William B. Murphy
1966 (39th),FILM EDITING,true,Grand Prix ,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo"
1966 (39th),FILM EDITING,false,The Russians Are Coming The Russians Are Coming ,"Hal Ashby, J. Terry Williams"
1966 (39th),FILM EDITING,false,The Sand Pebbles ,William Reynolds
1966 (39th),FILM EDITING,false,Who's Afraid of Virginia Woolf? ,Sam O'Steen
1966 (39th),FOREIGN LANGUAGE FILM,false,The Battle of Algiers ,Italy
1966 (39th),FOREIGN LANGUAGE FILM,false,Loves of a Blonde ,Czechoslovakia
1966 (39th),FOREIGN LANGUAGE FILM,true,A Man and a Woman ,France
1966 (39th),FOREIGN LANGUAGE FILM,false,Pharaoh ,Poland
1966 (39th),FOREIGN LANGUAGE FILM,false,Three ,Yugoslavia
1966 (39th),MUSIC (Original Music Score),false,The Bible ,Toshiro Mayuzumi
1966 (39th),MUSIC (Original Music Score),true,Born Free ,John Barry
1966 (39th),MUSIC (Original Music Score),false,Hawaii ,Elmer Bernstein
1966 (39th),MUSIC (Original Music Score),false,The Sand Pebbles ,Jerry Goldsmith
1966 (39th),MUSIC (Original Music Score),false,Who's Afraid of Virginia Woolf? ,Alex North
1966 (39th),MUSIC (Scoring of Music--adaptation or treatment),true,A Funny Thing Happened on the Way to the Forum ,Ken Thorne
1966 (39th),MUSIC (Scoring of Music--adaptation or treatment),false,The Gospel According to St. Matthew ,Luis Enrique Bacalov
1966 (39th),MUSIC (Scoring of Music--adaptation or treatment),false,Return of the Seven ,Elmer Bernstein
1966 (39th),MUSIC (Scoring of Music--adaptation or treatment),false,The Singing Nun ,Harry Sukman
1966 (39th),MUSIC (Scoring of Music--adaptation or treatment),false,Stop the World--I Want to Get Off ,Al Ham
1966 (39th),MUSIC (Song),false,"""Alfie"" from Alfie",Music by Burt Bacharach; Lyrics by Hal David
1966 (39th),MUSIC (Song),true,"""Born Free"" from Born Free",Music by John Barry; Lyrics by Don Black
1966 (39th),MUSIC (Song),false,"""Georgy Girl"" from Georgy Girl",Music by Tom Springfield; Lyrics by Jim Dale
1966 (39th),MUSIC (Song),false,"""My Wishing Doll"" from Hawaii",Music by Elmer Bernstein; Lyrics by Mack David
1966 (39th),MUSIC (Song),false,"""A Time For Love"" from An American Dream",Music by Johnny Mandel; Lyrics by Paul Francis Webster
1966 (39th),BEST PICTURE,false,Alfie ,"Lewis Gilbert, Producer"
1966 (39th),BEST PICTURE,true,A Man for All Seasons ,"Fred Zinnemann, Producer"
1966 (39th),BEST PICTURE,false,The Russians Are Coming The Russians Are Coming ,"Norman Jewison, Producer"
1966 (39th),BEST PICTURE,false,The Sand Pebbles ,"Robert Wise, Producer"
1966 (39th),BEST PICTURE,false,Who's Afraid of Virginia Woolf? ,"Ernest Lehman, Producer"
1966 (39th),SHORT SUBJECT (Cartoon),false,The Drag ,"Wolf Koenig and Robert Verrall, Producers"
1966 (39th),SHORT SUBJECT (Cartoon),true,Herb Alpert and the Tijuana Brass Double Feature ,"John Hubley and Faith Hubley, Producers"
1966 (39th),SHORT SUBJECT (Cartoon),false,The Pink Blueprint ,"David H. DePatie and Friz Freleng, Producers"
1966 (39th),SHORT SUBJECT (Live Action),false,Turkey the Bridge ,"Derek Williams, Producer"
1966 (39th),SHORT SUBJECT (Live Action),true,Wild Wings ,"Edgar Anstey, Producer"
1966 (39th),SHORT SUBJECT (Live Action),false,The Winning Strain ,"Leslie Winik, Producer"
1966 (39th),SOUND,false,Gambit ,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director"
1966 (39th),SOUND,true,Grand Prix ,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director"
1966 (39th),SOUND,false,Hawaii ,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director"
1966 (39th),SOUND,false,The Sand Pebbles ,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director"
1966 (39th),SOUND,false,Who's Afraid of Virginia Woolf? ,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director"
1966 (39th),SOUND EFFECTS,false,Fantastic Voyage ,Walter Rossi
1966 (39th),SOUND EFFECTS,true,Grand Prix ,Gordon Daniel
1966 (39th),SPECIAL VISUAL EFFECTS,true,Fantastic Voyage ,Art Cruickshank
1966 (39th),SPECIAL VISUAL EFFECTS,false,Hawaii ,Linwood G. Dunn
1966 (39th),WRITING (Screenplay--based on material from another medium),false,Alfie ,Bill Naughton
1966 (39th),WRITING (Screenplay--based on material from another medium),true,A Man for All Seasons ,Robert Bolt
1966 (39th),WRITING (Screenplay--based on material from another medium),false,The Professionals ,Richard Brooks
1966 (39th),WRITING (Screenplay--based on material from another medium),false,The Russians Are Coming The Russians Are Coming ,William Rose
1966 (39th),WRITING (Screenplay--based on material from another medium),false,Who's Afraid of Virginia Woolf? ,Ernest Lehman
1966 (39th),WRITING (Story and Screenplay--written directly for the screen),false,Blow-Up ,"Story by Michelangelo Antonioni;  Screenplay by Michelangelo Antonioni, Tonino Guerra, Edward Bond"
1966 (39th),WRITING (Story and Screenplay--written directly for the screen),false,The Fortune Cookie ,"Billy Wilder, I. A. L. Diamond"
1966 (39th),WRITING (Story and Screenplay--written directly for the screen),false,Khartoum ,Robert Ardrey
1966 (39th),WRITING (Story and Screenplay--written directly for the screen),true,A Man and a Woman ,"Story by Claude Lelouch;  Screenplay by Claude Lelouch, Pierre Uytterhoeven"
1966 (39th),WRITING (Story and Screenplay--written directly for the screen),false,The Naked Prey ,"Clint Johnston, Don Peters"
1966 (39th),JEAN HERSHOLT HUMANITARIAN AWARD,true,George Bagnall,
1966 (39th),HONORARY AWARD,true,To Y. Frank Freeman for unusual and outstanding service to the Academy during his thirty years in Hollywood.,
1966 (39th),HONORARY AWARD,true,To Yakima Canutt for achievements as a stunt man and for developing safety devices to protect stunt men everywhere.,
1966 (39th),IRVING G. THALBERG MEMORIAL AWARD,true,Robert Wise,
1966 (39th),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,To MITCHELL CAMERA CORPORATION for the design and development of the Mitchell Mark II 35mm Portable Motion Picture Reflex Camera. [Camera],
1966 (39th),SCIENTIFIC OR TECHNICAL AWARD (Class II),true,To ARNOLD & RICHTER KG for the design and development of the Arriflex 35mm Portable Motion Picture Reflex Camera. [Camera],
1966 (39th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To PANAVISION, INCORPORATED, for the design of the Panatron Power Inverter and its application to motion picture camera operation. [Stage Operations]",
1966 (39th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To CARROLL KNUDSON for the production of a Composer's Manual for Motion Picture Music Synchronization. [Editorial],
1966 (39th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To RUBY RAKSIN for the production of a Composer's Manual for Motion Picture Music Synchronization. [Editorial],
1967 (40th),ACTOR,false,Warren Beatty,Bonnie and Clyde
1967 (40th),ACTOR,false,Dustin Hoffman,The Graduate
1967 (40th),ACTOR,false,Paul Newman,Cool Hand Luke
1967 (40th),ACTOR,true,Rod Steiger,In the Heat of the Night
1967 (40th),ACTOR,false,Spencer Tracy,Guess Who's Coming to Dinner
1967 (40th),ACTOR IN A SUPPORTING ROLE,false,John Cassavetes,The Dirty Dozen
1967 (40th),ACTOR IN A SUPPORTING ROLE,false,Gene Hackman,Bonnie and Clyde
1967 (40th),ACTOR IN A SUPPORTING ROLE,false,Cecil Kellaway,Guess Who's Coming to Dinner
1967 (40th),ACTOR IN A SUPPORTING ROLE,true,George Kennedy,Cool Hand Luke
1967 (40th),ACTOR IN A SUPPORTING ROLE,false,Michael J. Pollard,Bonnie and Clyde
1967 (40th),ACTRESS,false,Anne Bancroft,The Graduate
1967 (40th),ACTRESS,false,Faye Dunaway,Bonnie and Clyde
1967 (40th),ACTRESS,false,Dame Edith Evans,The Whisperers
1967 (40th),ACTRESS,false,Audrey Hepburn,Wait until Dark
1967 (40th),ACTRESS,true,Katharine Hepburn,Guess Who's Coming to Dinner
1967 (40th),ACTRESS IN A SUPPORTING ROLE,false,Carol Channing,Thoroughly Modern Millie
1967 (40th),ACTRESS IN A SUPPORTING ROLE,false,Mildred Natwick,Barefoot in the Park
1967 (40th),ACTRESS IN A SUPPORTING ROLE,true,Estelle Parsons,Bonnie and Clyde
1967 (40th),ACTRESS IN A SUPPORTING ROLE,false,Beah Richards,Guess Who's Coming to Dinner
1967 (40th),ACTRESS IN A SUPPORTING ROLE,false,Katharine Ross,The Graduate
1967 (40th),ART DIRECTION,true,Camelot ,"Art Direction:  John Truscott, Edward Carrere;  Set Decoration:  John W. Brown"
1967 (40th),ART DIRECTION,false,Doctor Dolittle ,"Art Direction:  Mario Chiari, Jack Martin Smith, Ed Graves;  Set Decoration:  Walter M. Scott, Stuart A. Reiss"
1967 (40th),ART DIRECTION,false,Guess Who's Coming to Dinner ,Art Direction:  Robert Clatworthy;  Set Decoration:  Frank Tuttle
1967 (40th),ART DIRECTION,false,The Taming of the Shrew ,"Art Direction:  Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani;  Set Decoration:  Dario Simoni, Luigi Gervasi"
1967 (40th),ART DIRECTION,false,Thoroughly Modern Millie ,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Howard Bristol"
1967 (40th),CINEMATOGRAPHY,true,Bonnie and Clyde ,Burnett Guffey
1967 (40th),CINEMATOGRAPHY,false,Camelot ,Richard H. Kline
1967 (40th),CINEMATOGRAPHY,false,Doctor Dolittle ,Robert Surtees
1967 (40th),CINEMATOGRAPHY,false,The Graduate ,Robert Surtees
1967 (40th),CINEMATOGRAPHY,false,In Cold Blood ,Conrad Hall
1967 (40th),COSTUME DESIGN,false,Bonnie and Clyde ,Theadora Van Runkle
1967 (40th),COSTUME DESIGN,true,Camelot ,John Truscott
1967 (40th),COSTUME DESIGN,false,The Happiest Millionaire ,Bill Thomas
1967 (40th),COSTUME DESIGN,false,The Taming of the Shrew ,"Irene Sharaff, Danilo Donati"
1967 (40th),COSTUME DESIGN,false,Thoroughly Modern Millie ,Jean Louis
1967 (40th),DIRECTING,false,Bonnie and Clyde ,Arthur Penn
1967 (40th),DIRECTING,true,The Graduate ,Mike Nichols
1967 (40th),DIRECTING,false,Guess Who's Coming to Dinner ,Stanley Kramer
1967 (40th),DIRECTING,false,In Cold Blood ,Richard Brooks
1967 (40th),DIRECTING,false,In the Heat of the Night ,Norman Jewison
1967 (40th),DOCUMENTARY (Feature),true,The Anderson Platoon ,"Pierre Schoendoerffer, Producer"
1967 (40th),DOCUMENTARY (Feature),false,Festival ,"Murray Lerner, Producer"
1967 (40th),DOCUMENTARY (Feature),false,Harvest ,"Carroll Ballard, Producer"
1967 (40th),DOCUMENTARY (Feature),false,A King's Story ,"Jack Le Vien, Producer"
1967 (40th),DOCUMENTARY (Feature),false,A Time for Burning ,"William C. Jersey, Producer"
1967 (40th),DOCUMENTARY (Short Subject),false,Monument to the Dream ,"Charles E. Guggenheim, Producer"
1967 (40th),DOCUMENTARY (Short Subject),false,A Place to Stand ,"Christopher Chapman, Producer"
1967 (40th),DOCUMENTARY (Short Subject),true,The Redwoods ,"Mark Harris and Trevor Greenwood, Producers"
1967 (40th),DOCUMENTARY (Short Subject),false,See You at the Pillar ,"Robert Fitchett, Producer"
1967 (40th),DOCUMENTARY (Short Subject),false,While I Run This Race ,"Carl V. Ragsdale, Producer"
1967 (40th),FILM EDITING,false,Beach Red ,Frank P. Keller
1967 (40th),FILM EDITING,false,The Dirty Dozen ,Michael Luciano
1967 (40th),FILM EDITING,false,Doctor Dolittle ,"Samuel E. Beetley, Marjorie Fowler"
1967 (40th),FILM EDITING,false,Guess Who's Coming to Dinner ,Robert C. Jones
1967 (40th),FILM EDITING,true,In the Heat of the Night ,Hal Ashby
1967 (40th),FOREIGN LANGUAGE FILM,true,Closely Watched Trains ,Czechoslovakia
1967 (40th),FOREIGN LANGUAGE FILM,false,El Amor Brujo ,Spain
1967 (40th),FOREIGN LANGUAGE FILM,false,I Even Met Happy Gypsies ,Yugoslavia
1967 (40th),FOREIGN LANGUAGE FILM,false,Live for Life ,France
1967 (40th),FOREIGN LANGUAGE FILM,false,Portrait of Chieko ,Japan
1967 (40th),MUSIC (Original Music Score),false,Cool Hand Luke ,Lalo Schifrin
1967 (40th),MUSIC (Original Music Score),false,Doctor Dolittle ,Leslie Bricusse
1967 (40th),MUSIC (Original Music Score),false,Far from the Madding Crowd ,Richard Rodney Bennett
1967 (40th),MUSIC (Original Music Score),false,In Cold Blood ,Quincy Jones
1967 (40th),MUSIC (Original Music Score),true,Thoroughly Modern Millie ,Elmer Bernstein
1967 (40th),MUSIC (Scoring of Music--adaptation or treatment),true,Camelot ,"Alfred Newman, Ken Darby"
1967 (40th),MUSIC (Scoring of Music--adaptation or treatment),false,Doctor Dolittle ,"Lionel Newman, Alexander Courage"
1967 (40th),MUSIC (Scoring of Music--adaptation or treatment),false,Guess Who's Coming to Dinner ,DeVol
1967 (40th),MUSIC (Scoring of Music--adaptation or treatment),false,Thoroughly Modern Millie ,"Andre Previn, Joseph Gershenson"
1967 (40th),MUSIC (Scoring of Music--adaptation or treatment),false,Valley of the Dolls ,John Williams
1967 (40th),MUSIC (Song),false,"""The Bare Necessities"" from The Jungle Book",Music and Lyrics by Terry Gilkyson
1967 (40th),MUSIC (Song),false,"""The Eyes Of Love"" from Banning",Music by Quincy Jones; Lyrics by Bob Russell
1967 (40th),MUSIC (Song),false,"""The Look Of Love"" from Casino Royale",Music by Burt Bacharach; Lyrics by Hal David
1967 (40th),MUSIC (Song),true,"""Talk To The Animals"" from Doctor Dolittle",Music and Lyrics by Leslie Bricusse
1967 (40th),MUSIC (Song),false,"""Thoroughly Modern Millie"" from Thoroughly Modern Millie",Music and Lyrics by James Van Heusen and Sammy Cahn
1967 (40th),BEST PICTURE,false,Bonnie and Clyde ,"Warren Beatty, Producer"
1967 (40th),BEST PICTURE,false,Doctor Dolittle ,"Arthur P. Jacobs, Producer"
1967 (40th),BEST PICTURE,false,The Graduate ,"Lawrence Turman, Producer"
1967 (40th),BEST PICTURE,false,Guess Who's Coming to Dinner ,"Stanley Kramer, Producer"
1967 (40th),BEST PICTURE,true,In the Heat of the Night ,"Walter Mirisch, Producer"
1967 (40th),SHORT SUBJECT (Cartoon),true,The Box ,"Fred Wolf, Producer"
1967 (40th),SHORT SUBJECT (Cartoon),false,Hypothese Beta ,"Jean-Charles Meunier, Producer"
1967 (40th),SHORT SUBJECT (Cartoon),false,What on Earth! ,"Robert Verrall and Wolf Koenig, Producers"
1967 (40th),SHORT SUBJECT (Live Action),false,Paddle to the Sea ,"Julian Biggs, Producer"
1967 (40th),SHORT SUBJECT (Live Action),true,A Place to Stand ,"Christopher Chapman, Producer"
1967 (40th),SHORT SUBJECT (Live Action),false,Sky over Holland ,"John Ferno, Producer"
1967 (40th),SHORT SUBJECT (Live Action),false,"Stop, Look and Listen ","Len Janson and Chuck Menville, Producers"
1967 (40th),SOUND,false,Camelot ,Warner Bros.-Seven Arts Studio Sound Department
1967 (40th),SOUND,false,The Dirty Dozen ,Metro-Goldwyn-Mayer Studio Sound Department
1967 (40th),SOUND,false,Doctor Dolittle ,20th Century-Fox Studio Sound Department
1967 (40th),SOUND,true,In the Heat of the Night ,Samuel Goldwyn Studio Sound Department
1967 (40th),SOUND,false,Thoroughly Modern Millie ,Universal City Studio Sound Department
1967 (40th),SOUND EFFECTS,true,The Dirty Dozen ,John Poyner
1967 (40th),SOUND EFFECTS,false,In the Heat of the Night ,James A. Richard
1967 (40th),SPECIAL VISUAL EFFECTS,true,Doctor Dolittle ,L. B. Abbott
1967 (40th),SPECIAL VISUAL EFFECTS,false,Tobruk ,"Howard A. Anderson, Jr., Albert Whitlock"
1967 (40th),WRITING (Screenplay--based on material from another medium),false,Cool Hand Luke ,"Donn Pearce, Frank R. Pierson"
1967 (40th),WRITING (Screenplay--based on material from another medium),false,The Graduate ,"Calder Willingham, Buck Henry"
1967 (40th),WRITING (Screenplay--based on material from another medium),false,In Cold Blood ,Richard Brooks
1967 (40th),WRITING (Screenplay--based on material from another medium),true,In the Heat of the Night ,Stirling Silliphant
1967 (40th),WRITING (Screenplay--based on material from another medium),false,Ulysses ,"Joseph Strick, Fred Haines"
1967 (40th),WRITING (Story and Screenplay--written directly for the screen),false,Bonnie and Clyde ,"David Newman, Robert Benton"
1967 (40th),WRITING (Story and Screenplay--written directly for the screen),false,Divorce American Style ,Story by Robert Kaufman;  Screenplay by Norman Lear
1967 (40th),WRITING (Story and Screenplay--written directly for the screen),true,Guess Who's Coming to Dinner ,William Rose
1967 (40th),WRITING (Story and Screenplay--written directly for the screen),false,La Guerre Est Finie ,Jorge Semprun
1967 (40th),WRITING (Story and Screenplay--written directly for the screen),false,Two for the Road ,Frederic Raphael
1967 (40th),JEAN HERSHOLT HUMANITARIAN AWARD,true,Gregory Peck,
1967 (40th),HONORARY AWARD,true,To Arthur Freed for distinguished service to the Academy and the production of six top-rated Awards telecasts.,
1967 (40th),IRVING G. THALBERG MEMORIAL AWARD,true,Alfred Hitchcock,
1967 (40th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To the ELECTRO-OPTICAL DIVISION OF THE KOLLMORGEN CORPORATION for the design and development of a series of Motion Picture Projection Lenses. [Lenses and Filters],
1967 (40th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To PANAVISION, INCORPORATED, for a Variable Speed Motor for Motion Picture Cameras. [Camera]",
1967 (40th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To FRED R. WILSON of the Samuel Goldwyn Studio Sound Department for an Audio Level Clamper. [Sound],
1967 (40th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To WALDON O. WATSON and the UNIVERSAL CITY STUDIO SOUND DEPARTMENT for new concepts in the design of a Music Scoring Stage. [Sound],
1968 (41st),ACTOR,false,Alan Arkin,The Heart Is a Lonely Hunter
1968 (41st),ACTOR,false,Alan Bates,The Fixer
1968 (41st),ACTOR,false,Ron Moody,Oliver!
1968 (41st),ACTOR,false,Peter O'Toole,The Lion in Winter
1968 (41st),ACTOR,true,Cliff Robertson,Charly
